country;state;municipality;municipality - state;geocode;feature_id;class;class_level_0;class_level_1;class_level_2;class_level_3;class_level_4;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Brasil;Amazonas;Anamã;Anamã - AM;1300086;77;25;Natural/Antropic;4. Non vegetated area;4.4. Other non Vegetated Areas;4.4. Other non Vegetated Areas;4.4. Other non Vegetated Areas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,981498364;0,89227085;0,089227728;0;0;0;0;0;0;0,178456653;0,178456653;0,178456653;1,695334241;1,873794055;1,427653326;2,052251892;10,88604277
Brasil;Amazonas;Anamã;Anamã - AM;1300086;77;33;Natural;5. Water and Marine Environment;5.1. River, Lake and Ocean;5.1. River, Lake and Ocean;5.1. River, Lake and Ocean;18516,73157;19428,67422;19552,53926;18776,38482;19289,91594;19188,45146;18012,25446;18879,39818;19868,15773;19815,94585;18948,69854;19298,13211;19056,04012;17718,62501;19251,96646;18314,01724;17234,10828;18482,48463;17794,58533;18242,73245;16763,96293;16372,70083;17231,26066;17709,03509;18008,21738;17257,07847;17393,15965;16999,78471;17733,73572;17939,58398;17954,93038;17299,88472;17243,83628;17463,35676;17938,49566;17516,34341;18186,28784;19048,52536;18136,15907
Brasil;Amazonas;Anamã;Anamã - AM;1300086;77;41;Antropic;3. Farming;3.2. Agriculture;3.2.1. Temporary Crop;3.2.1.5. Other Temporary Crops;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,624672711;0;0
Brasil;Amazonas;Anori;Anori - AM;1300102;78;0;Undefined;6. Not Observed;6. Not Observed;6. Not Observed;6. Not Observed;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,178413446;0,08920675;0;0;0;0;0;0;0,267620361;0,08920675;0;0,267620441;0;0;0;0;0;0;0;0;0;0;0;0;0
Brasil;Amazonas;Anori;Anori - AM;1300102;78;3;Natural;1. Forest;1.1. Forest Formation;1.1. Forest Formation;1.1. Forest Formation;187756,2069;187706,5557;187780,7447;187790,6468;187775,3899;187771,2847;187781,8102;187788,5037;187787,3443;187794,0373;187795,7296;187790,4637;187785,9127;187775,0308;187761,0278;187761,468;187740,5964;187730,3393;187734,5283;187741,9293;187724,0832;187691,789;187680,9048;187663,5061;187641,1124;187617,7391;187600,0722;187571,7004;187568,5758;187578,2124;187531,9095;187196,4656;187141,3298;187314,4886;187308,331;187289,5956;187230,5348;187203,8621;187190,4752
Brasil;Amazonas;Anori;Anori - AM;1300102;78;4;Natural;1. Forest;1.2. Savanna Formation;1.2. Savanna Formation;1.2. Savanna Formation;1,516687067;1,516686987;1,159819336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,713737128;0,713737128;0,713737128;0,089217139;0;0;0;0,624520013;0,624520013;0;0;1,338260126;2,319645831;1,962772864;1,338253088;0,802951611;0;0;0,713736292;0,713736292;0
Brasil;Amazonas;Anori;Anori - AM;1300102;78;6;Natural;1. Forest;1.4 Floodable Forest;1.4 Floodable Forest;1.4 Floodable Forest;322266,6149;316939,6309;320044,2887;321139,1765;320681,9861;322037,1256;322068,4679;321333,5412;320973,9057;320266,4149;322006,4148;322006,7202;321886,4989;321814,6238;320018,5315;322600,2229;322793,5175;322999,2137;323474,083;323702,6448;324198,9224;324033,3168;323320,0459;323316,0108;323080,0002;323311,86;323351,9682;323051,694;323054,1334;323235,989;322879,9118;322316,0528;322379,8243;322915,7571;322229,0272;321573,5032;321160,7945;320938,9822;327971,0736
Brasil;Amazonas;Anori;Anori - AM;1300102;78;11;Natural;2. Non Forest Natural Formation;2.1. Wetland;2.1. Wetland;2.1. Wetland;26917,77706;30146,82262;23749,86723;25152,35424;22089,52943;27033,96157;26991,66115;23956,07252;20224,07548;19046,38606;23319,55386;22340,22813;24924,62846;30307,86737;17244,3115;22440,76171;29802,56554;19373,44273;27128,5145;21906,04144;32263,56032;32006,40293;21600,63102;23754,55005;19303,53064;29961,01378;24407,57193;23121,69846;19373,93234;20883,686;19500,80903;27253,16688;26320,85568;21626,00675;21767,49431;25818,66637;26450,81581;17322,27659;12322,08996
Brasil;Amazonas;Anori;Anori - AM;1300102;78;12;Natural;2. Non Forest Natural Formation;2.2. Grassland;2.2. Grassland;2.2. Grassland;491,4356892;701,169868;653,9167276;909,1098145;701,7510824;1035,712721;675,4062247;740,7774522;639,6491173;658,1211406;1141,205689;621,713956;656,7449013;1078,294253;655,9148999;697,8942651;1211,362921;579,3721235;1196,112465;627,6276526;1001,259042;797,085199;628,6064163;929,7076026;634,4868525;1468,367506;754,5479416;843,9210668;596,7586618;828,8493327;714,8596055;1319,108134;1093,186261;764,1887844;755,6122444;1214,869337;1469,618631;999,9980765;1020,321301
Brasil;Amazonas;Anori;Anori - AM;1300102;78;15;Antropic;3. Farming;3.1. Pasture;3.1. Pasture;3.1. Pasture;363,0561208;902,2726667;962,6258961;1088,066281;1096,563953;1787,385704;1754,568643;1216,842181;847,9119849;794,8395631;1044,9397;1155,878976;1905,929091;1938,585069;964,9675331;1642,332114;1752,186186;1281,142976;1575,357382;1527,393099;2340,206952;2445,04109;1650,889323;1562,369332;1352,112351;1694,044924;1669,983592;1569,785919;1497,206996;1705,089314;1767,162321;2772,252545;2829,909897;2215,587188;2297,78497;2643,585805;2683,023044;2240,112203;2782,609687
Brasil;Amazonas;Anori;Anori - AM;1300102;78;24;Antropic;4. Non vegetated area;4.2. Urban Area;4.2. Urban Area;4.2. Urban Area;67,26557666;82,96688846;84,12665836;87,24907017;88,85487487;96,61629774;99,20344638;99,47108127;107,1434092;116,5999623;130,3385274;143,4526885;143,4526922;144,5232273;144,4340306;145,9506257;148,4485563;149,1622754;149,7867576;153,3552602;155,1394879;159,3324845;158,2619553;163,5254252;169,770271;173,3387295;177,6208954;179,4943327;186,452919;189,4861309;195,4633741;202,6895477;207,4177904;208,3991412;211,6107532;213,7518219;214,1979058;218,0339977;219,9966666
Brasil;Amazonas;Anori;Anori - AM;1300102;78;25;Natural/Antropic;4. Non vegetated area;4.4. Other non Vegetated Areas;4.4. Other non Vegetated Areas;4.4. Other non Vegetated Areas;0,08921178;0;0;0;5,35270036;2,408715692;2,587139227;0;1,159749976;1,159749976;0,089211487;0,089211755;0,446058777;0,446058777;0;0;0;0;0;0;0,178423511;0,178423511;0,178423511;0,446058777;0,089211755;0,446058801;0,535268732;0,535268732;0,535268732;0;0;0;0;0,178424048;0,446060083;0,446060083;0;0,446059357;9,545732391
Brasil;Amazonas;Anori;Anori - AM;1300102;78;33;Natural;5. Water and Marine Environment;5.1. River, Lake and Ocean;5.1. River, Lake and Ocean;5.1. River, Lake and Ocean;65753,68665;67136,71338;70340,91895;67451,04603;71178,22068;63853,15349;64243,944;68482,44062;73036,45896;74940,09007;68179,37733;69559,10187;66314,03602;60558,27816;76828,28311;68328,92991;60168,97155;71504,97557;62358,55261;67957,94341;55933,58519;56484,41368;68577,86321;66227,44415;71436,54686;59389,94653;65654,72416;67278,81932;71340,05342;69194,99834;71025,21343;62555,9504;63643,78678;68572,23983;69047,34222;64863,23046;64407,95035;74693,22382;72101,53657
Brasil;Amazonas;Apuí;Apuí - AM;1300144;79;0;Undefined;6. Not Observed;6. Not Observed;6. Not Observed;6. Not Observed;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,088568243;0;0;0,088568524;0;0;0;0;0;0;0,088567737;0;0;0;0,088569031;0;0;0;0;0;0;0;0
Brasil;Amazonas;Apuí;Apuí - AM;1300144;79;3;Natural;1. Forest;1.1. Forest Formation;1.1. Forest Formation;1.1. Forest Formation;5240832,471;5241057,441;5239574,265;5235727,229;5234362,701;5234078,965;5233090,116;5231238,397;5229988,651;5228734,497;5222798,331;5214178,996;5201571,894;5195754,435;5191794,782;5193856,346;5195801,29;5194541,528;5188911,937;5176463,804;5159188,396;5147513,9;5139143,278;5131974,548;5124779,524;5119869,005;5116374,91;5110530,817;5105431,465;5098395,541;5089691,479;5072663;5055575,11;5040080,17;5009985,221;4981916,659;4935083,96;4872532,151;4847557,289
Brasil;Amazonas;Apuí;Apuí - AM;1300144;79;4;Natural;1. Forest;1.2. Savanna Formation;1.2. Savanna Formation;1.2. Savanna Formation;3401,024643;3399,42522;3399,52021;3349,492169;3328,022217;3381,624605;3392,178533;3374,060097;3374,933444;3388,485208;3392,964221;3370,332219;3361,626226;3330,629187;3318,67548;3306,710018;3330,856969;3344,434467;3362,633999;3344,261686;3319,233534;3311,154996;3298,897215;3272,789793;3222,366897;3184,989509;3160,841325;3085,180443;2954,708813;2925,045904;2882,151392;2792,990408;2787,916931;2829,858251;2832,896071;3151,548053;3326,458854;2976,449182;3404,207916
Brasil;Amazonas;Apuí;Apuí - AM;1300144;79;6;Natural;1. Forest;1.4 Floodable Forest;1.4 Floodable Forest;1.4 Floodable Forest;134206,5594;133733,4081;133281,9659;133077,4265;132855,8267;132929,4053;132794,4247;132793,7493;132895,8342;133097,7482;133061,1386;132860,0099;133043,9385;132811,9857;132875,8977;135095,777;135306,6225;135397,8662;135324,3717;135620,0815;136053,7845;135979,0398;135601,6697;135424,9289;135656,5161;135633,6406;135764,9552;135792,8726;136059,4044;135940,2391;136045,5931;136119,3125;135982,461;135665,7135;135436,8623;135355,6642;134600,1864;133131,0866;132894,0686
Brasil;Amazonas;Apuí;Apuí - AM;1300144;79;11;Natural;2. Non Forest Natural Formation;2.1. Wetland;2.1. Wetland;2.1. Wetland;1681,640051;1539,05709;1555,755242;1518,065106;1742,012118;1496,898993;1492,571044;1529,268208;1504,939768;1530,534159;1517,327871;1474,531638;1570,35538;1664,608861;1547,958848;1610,504776;1643,267751;1631,636181;1562,98003;1636,605521;1684,939323;1614,740904;1615,59147;1605,036525;1598,580168;1631,098477;1580,080107;1589,213405;1578,60449;1557,977387;1617,679565;1639,68457;1621,077083;1546,375046;1546,835058;1647,763503;1660,472561;1596,733942;1609,64594
Brasil;Amazonas;Apuí;Apuí - AM;1300144;79;12;Natural;2. Non Forest Natural Formation;2.2. Grassland;2.2. Grassland;2.2. Grassland;5138,377527;5069,86684;5075,562484;4989,443642;4924,433239;5007,125617;5025,308385;5017,215263;4986,618383;4990,170751;4939,067786;4912,090765;4842,510063;4734,615108;4657,451312;4719,096072;4765,142747;4791,224887;4752,311246;4739,602511;4726,112231;4619,297245;4570,45184;4487,303648;4387,548805;4290,834369;5049,784012;5205,815634;5084,187276;4892,575056;4705,942825;4602,740759;4622,020308;4517,494388;4467,837193;4571,909108;5002,142592;4805,772635;4269,633801
Brasil;Amazonas;Apuí;Apuí - AM;1300144;79;15;Antropic;3. Farming;3.1. Pasture;3.1. Pasture;3.1. Pasture;10859,58172;10597,24521;11982,19693;15987,15633;17196,79433;17569,05084;18550,96927;20489,8099;21838,98052;23158,45186;29163,44321;37879,85655;50740,04768;56778,94934;60813,45028;58851,17268;56726,39271;57762,80902;63386,99129;75900,48008;93320,01513;105093,93;113536,3865;120938,252;128388,5813;133459,9612;136231,6197;141991,1706;147380,8339;154602,3315;163456,8549;180725,5238;197939,2126;213625,0481;243975,4432;271751,6933;318473,9545;381893,4899;406800,1526
Brasil;Amazonas;Apuí;Apuí - AM;1300144;79;24;Antropic;4. Non vegetated area;4.2. Urban Area;4.2. Urban Area;4.2. Urban Area;187,446987;197,2051873;204,5681801;211,0442046;215,0361967;217,7862722;224,9719515;224,7058168;227,2784786;227,8107628;234,1980827;246,2629463;310,7561402;325,748425;335,4180376;345,9748396;359,1044245;386,7813341;387,8458712;400,2647749;405,8536493;409,2246119;416,7650438;420,3134705;422,442509;453,8465429;457,5721196;464,8461159;469,0153364;481,4348165;486,3132626;491,7246997;492,6118066;493,7650446;495,8053838;496,3376472;497,9344282;498,0231345;503,4340542
Brasil;Amazonas;Apuí;Apuí - AM;1300144;79;25;Natural/Antropic;4. Non vegetated area;4.4. Other non Vegetated Areas;4.4. Other non Vegetated Areas;4.4. Other non Vegetated Areas;0;0;0;0;0,177425977;0;0;0;0;0;0;0;1,064329517;0;4,080897943;4,080897943;4,080897943;4,080897943;0;0;0;0,975936987;1,064648901;2,306863831;3,194150104;0,887163818;7,719537415;8,518115283;7,807772296;7,364143726;3,371479126;5,146192029;5,501381549;6,211287323;7,00991366;7,630876532;8,339965771;13,13105254;48,61753981
Brasil;Amazonas;Apuí;Apuí - AM;1300144;79;29;Natural;2. Non Forest Natural Formation;2.4. Rocky Outcrop;2.4. Rocky Outcrop;2.4. Rocky Outcrop;367,8502079;367,9386815;367,6726698;367,5839431;367,5839431;367,5839431;367,5839431;367,5834205;367,5834205;367,8489332;367,671947;367,5832515;367,583201;367,7606417;367,5836744;367,5835941;367,8496057;368,1152864;368,2922196;368,9110549;368,8222546;369,6184213;369,7952571;369,0874572;369,4414985;369,3531151;368,8223041;368,645128;368,6451784;369,4410681;369,7066022;369,7064245;369,8834571;369,8837037;370,0613417;369,5306474;370,1502789;370,9467709;370,1517863
Brasil;Amazonas;Apuí;Apuí - AM;1300144;79;33;Natural;5. Water and Marine Environment;5.1. River, Lake and Ocean;5.1. River, Lake and Ocean;5.1. River, Lake and Ocean;27355,6614;28094,43306;28614,51405;28828,57948;29063,43331;29007,58009;29117,89687;29021,23094;28871,20077;28560,47347;28581,87782;28766,35719;28246,24446;28287,2876;28340,72168;25898,7743;25751,32406;25827,54393;25997,94903;25580,50472;24988,15592;25143,51954;25500,08546;25558,53359;25217,29496;25151,7855;25050,33603;25014,16455;24713,38728;24869,91474;24787,90127;24639,11136;24655,4478;24914,51148;24927,52075;24779,31802;24975,40132;26171,31459;26575,34912
Brasil;Amazonas;Apuí;Apuí - AM;1300144;79;41;Antropic;3. Farming;3.2. Agriculture;3.2.1. Temporary Crop;3.2.1.5. Other Temporary Crops;25,40727702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,708032666;1,415765869;0,707733203;0,619266461;2,03538335;2,920586401;10,53050707;10,61884184;9,291376471;4,776845593;7,960645972;14,15593521;8,938779138;7,080128949;4,778058459;6,989660986;10,52850648;7,965502557;57,01923943;66,92158778;23,47050222
Brasil;Amazonas;Atalaia do Norte;Atalaia do Norte - AM;1300201;80;0;Undefined;6. Not Observed;6. Not Observed;6. Not Observed;6. Not Observed;43,68561584;46,26654356;66,72602724;47,60329282;48,84338943;46,80492026;43,41752452;46,08794698;43,94783447;43,95068115;46,26254543;46,70673011;43,94839197;48,66550286;44,3028174;55,08973245;54,4664681;58,65321989;56,07017454;54,02390826;60,70122239;55,26944306;55,0924293;54,0233041;55,44992678;56,33971373;58,47729789;53,40408765;55,62815762;57,32524511;52,59785512;55,89122179;54,20195645;57,04513341;54,02320278;52,77933849;50,01092642;44,30786598;46,80286559
Brasil;Amazonas;Atalaia do Norte;Atalaia do Norte - AM;1300201;80;3;Natural;1. Forest;1.1. Forest Formation;1.1. Forest Formation;1.1. Forest Formation;7125632,91;7125849,604;7126733,557;7126487,264;7125774,895;7126620,074;7126730,222;7126692,892;7126517,818;7126479,524;7126493,356;7126605,56;7126703,665;7126474,102;7126490,511;7127070,392;7127533,953;7127693,517;7127554,422;7127521,885;7127610,675;7127523,523;7127701,972;7127814,248;7127689,186;7127664,279;7127571,547;7127605,545;7127593,477;7127633,864;7127373,733;7127078,885;7127332,324;7127326,354;7127375,516;7127167,035;7127048,936;7126796,517;7126454,084
Brasil;Amazonas;Atalaia do Norte;Atalaia do Norte - AM;1300201;80;6;Natural;1. Forest;1.4 Floodable Forest;1.4 Floodable Forest;1.4 Floodable Forest;474806,0661;473527,8967;473201,0058;473126,3779;471736,1026;472001,9645;471691,5155;471540,435;471007,769;471165,1367;471003,9989;471804,651;472295,9593;472998,9845;472694,8403;475032,9449;474839,3186;474593,7853;474352,656;474681,952;476937,7462;476975,6669;477033,531;477000,079;475809,8878;477087,9866;477446,6298;476618,1471;475975,8404;478761,6396;478041,6523;475345,411;477516,8426;477275,2818;477739,9464;478452,4869;477762,0864;473487,2378;471589,1827
Brasil;Amazonas;Atalaia do Norte;Atalaia do Norte - AM;1300201;80;11;Natural;2. Non Forest Natural Formation;2.1. Wetland;2.1. Wetland;2.1. Wetland;2231,965786;1694,623778;308,0900599;424,6321533;1217,925897;324,257798;104,756418;101,8084992;227,0624998;1242,095107;513,382414;79,25004659;134,7843718;105,2884449;89,70719786;116,9554634;93,51252557;189,4869186;150,4528038;105,4560526;211,4770672;163,1856517;244,5876278;179,3006323;122,1108754;188,7793931;196,5433594;213,5256751;164,4779514;7421,732443;2878,739276;629,7230233;4176,362646;3595,50578;2794,923967;2820,875768;1344,688392;337,3723008;869,1983973
Brasil;Amazonas;Atalaia do Norte;Atalaia do Norte - AM;1300201;80;12;Natural;2. Non Forest Natural Formation;2.2. Grassland;2.2. Grassland;2.2. Grassland;5,326024249;13,52643231;8,889557031;71,36483867;13,71390471;25,01756689;8,978126117;13,34524353;7,380014136;43,39213615;12,5466899;13,87679911;23,50776027;29,65132825;35,89145447;40,62419471;22,17504985;12,73641767;21,56623445;22,98790422;38,67413362;30,38618292;39,29508952;42,8556975;43,48167137;43,12160608;52,31450601;52,67309077;42,33163268;76,55880637;42,42467012;36,8057959;57,57465009;44,37889854;42,59638809;51,1604449;50,71461655;55,08565205;87,45124882
Brasil;Amazonas;Atalaia do Norte;Atalaia do Norte - AM;1300201;80;15;Antropic;3. Farming;3.1. Pasture;3.1. Pasture;3.1. Pasture;1092,803655;977,3214124;1043,986624;1411,739417;1382,932525;1057,21151;880,1096438;852,2590543;982,687646;1016,368312;933,6855491;1000,079048;1032,879744;1467,845697;1660,461;1418,946164;977,5160418;772,4959481;772,3983668;911,5812846;953,85278;1055,339908;1008,368975;855,0251632;828,878568;970,5279779;1196,252078;1127,937489;1085,59563;1138,744602;1368,936414;1431,60799;1317,744786;1324,278588;1316,173514;1563,693276;1865,604689;1978,091689;2836,339093
Brasil;Amazonas;Atalaia do Norte;Atalaia do Norte - AM;1300201;80;24;Antropic;4. Non vegetated area;4.2. Urban Area;4.2. Urban Area;4.2. Urban Area;151,8520588;217,0094493;229,132831;242,5926267;245,1778903;251,417935;253,7356421;254,0922398;253,290064;253,7357495;254,0922981;253,2010366;253,2901196;254,1816325;255,1618754;255,2514683;253,9142499;258,6381084;256,4994204;257,5679705;259,1725707;258,1911062;258,9043743;259,9737482;259,9737564;261,2212614;262,1126365;264,7866312;267,0152284;269,0654191;270,1348701;270,7587299;271,0262387;270,31317;274,8588282;278,0674694;283,6824759;285,0196455;286,2672073
Brasil;Amazonas;Atalaia do Norte;Atalaia do Norte - AM;1300201;80;25;Natural/Antropic;4. Non vegetated area;4.4. Other non Vegetated Areas;4.4. Other non Vegetated Areas;4.4. Other non Vegetated Areas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,089145319;0;0;0;0;0;0;0;0;0;0;0;0;0,445239661;0,890478882;0;0,445721375;0,178288544;0,890478882;3,830231433
Brasil;Amazonas;Atalaia do Norte;Atalaia do Norte - AM;1300201;80;33;Natural;5. Water and Marine Environment;5.1. River, Lake and Ocean;5.1. River, Lake and Ocean;5.1. River, Lake and Ocean;38942,78222;40581,14323;41316,00337;41095,81676;42487,79992;42580,64322;43194,65644;43406,47115;43867,43573;42663,18851;43650,06685;43104,06645;42419,35681;41528,67202;41636,51573;38917,18707;39132,53505;39328,07843;39743,32585;39351,84789;36835,09226;36845,8291;36565,63979;36701,88566;38098,42278;36635,13522;36123,51413;36971,37189;37723,02463;27548,46121;32879,17241;38058,30815;32180,86899;33013,34301;33309,35322;32520,84732;34501,48958;39922,86862;40734,23519
Brasil;Amazonas;Autazes;Autazes - AM;1300300;81;0;Undefined;6. Not Observed;6. Not Observed;6. Not Observed;6. Not Observed;0,446070093;0,178390375;0,267618842;0,446065326;0,17839295;0,535300079;0,446068353;0,446077411;0,446082062;0,35684267;0,089162726;0,624532819;0,356850702;0,267627136;0,535315515;0,981455237;0,713758698;0,53530484;0,446084271;0,089162726;0,26762146;0,535294916;0,178393683;0,089162726;0,892227484;0,356853125;0,178393707;0,178463574;0,267627136;0,35685567;0,267624689;0,267614178;0,089225726;0,089162726;0,089162726;0,62449718;0;0;0
Brasil;Amazonas;Autazes;Autazes - AM;1300300;81;3;Natural;1. Forest;1.1. Forest Formation;1.1. Forest Formation;1.1. Forest Formation;448699,8093;448321,0133;447704,889;447120,3466;446505,2193;446752,4441;446944,6395;446169,4523;444897,01;444133,0772;443953,9291;443121,4879;442735,1033;439827,2487;437620,1487;438506,4957;438642,3496;437714,1744;437461,6526;437329,2451;435292,0949;431628,7659;430222,6006;430059,0683;427774,0736;424540,3918;424656,5285;424417,1779;423826,5321;421858,9114;417648,571;412723,6953;411081,511;412305,875;412089,2679;411550,3893;407226,5987;402996,6075;399519,6124
Brasil;Amazonas;Autazes;Autazes - AM;1300300;81;4;Natural;1. Forest;1.2. Savanna Formation;1.2. Savanna Formation;1.2. Savanna Formation;53,17307933;53,61917268;36,3092859;24,35313363;19,17789681;31,57933801;50,04914093;51,20913493;42,82215132;24,35284091;15,52007404;13,3787425;11,5051316;13,19951989;12,30719492;12,66491677;13,46832388;13,64669886;23,46027255;24,53107906;23,01465098;17,57260479;12,84358849;12,93275486;12,6650819;12,30808749;12,57568281;12,57568281;13,02182522;13,28946048;13,64636497;14,0925007;13,55716379;14,00330117;14,00331843;15,16324818;14,98446863;15,34104964;7,669514819
Brasil;Amazonas;Autazes;Autazes - AM;1300300;81;6;Natural;1. Forest;1.4 Floodable Forest;1.4 Floodable Forest;1.4 Floodable Forest;143008,8859;142314,5964;141089,3529;139666,2578;139243,5214;140474,8628;140474,6303;139197,266;136030,0698;135646,3241;136647,6565;135282,4566;134327,9024;131816,1613;128619,14;133451,0677;134841,0506;134851,875;135749,1902;137045,1244;134774,8912;132129,8379;132779,1783;133957,7083;132125,1048;130627,7365;131529,6048;131755,9118;133525,2449;132744,5179;130836,0733;128166,7764;126823,5935;127833,2165;129258,8363;129959,798;128668,5685;126770,6519;126277,5274
Brasil;Amazonas;Autazes;Autazes - AM;1300300;81;11;Natural;2. Non Forest Natural Formation;2.1. Wetland;2.1. Wetland;2.1. Wetland;54109,59425;54547,03421;54535,22445;50160,69304;47761,43826;49689,84778;46882,00477;53949,59227;42142,32629;40922,07204;50509,3044;41349,31912;38621,26888;50688,70299;35733,66073;45639,9459;44632,34832;44073,6695;50751,61871;50133,82776;49474,74496;46562,5457;42434,90644;41444,46344;37642,19977;48823,72025;46334,4659;41142,907;36386,17877;37191,05568;38368,71622;52258,19979;37861,51247;43823,81305;39255,03454;40891,73033;39064,89342;36179,18872;40743,02003
Brasil;Amazonas;Autazes;Autazes - AM;1300300;81;12;Natural;2. Non Forest Natural Formation;2.2. Grassland;2.2. Grassland;2.2. Grassland;9476,208581;9645,381804;9616,540107;9440,149878;9387,132701;9519,191867;9357,814289;9769,238054;9290,317536;9078,004868;9332,064164;8827,33125;8669,752813;10362,18227;9558,716719;9049,810418;8633,447782;8245,545724;7734,519332;7293,389493;7093,590241;6657,461959;6004,358535;5625,471311;5592,027415;5943,619273;5705,882792;5657,638655;5630,554282;5623,613945;5564,337243;7067,496257;6673,235009;6511,2882;5879,449146;6026,551621;7536,449174;7814,675379;6504,780213
Brasil;Amazonas;Autazes;Autazes - AM;1300300;81;15;Antropic;3. Farming;3.1. Pasture;3.1. Pasture;3.1. Pasture;13558,82193;15529,34029;17496,88443;18369,04211;19316,58031;18103,63691;16719,45429;18741,01115;22263,01965;24769,55306;25355,16622;27276,77066;28830,42692;33530,77286;38206,25164;36307,44629;35239,71121;36800,93184;37011,67573;36483,39569;40861,15067;47413,84607;48228,70381;47114,14679;50469,55197;55690,25687;55218,67609;54477,18523;53049,20709;55137,53471;61327,63568;68249,77144;70984,46528;69078,93279;67869,24602;67551,57865;68938,96075;75481,63684;83839,9063
Brasil;Amazonas;Autazes;Autazes - AM;1300300;81;24;Antropic;4. Non vegetated area;4.2. Urban Area;4.2. Urban Area;4.2. Urban Area;540,1937922;559,5564507;564,3752816;567,4088767;579,633402;581,6856968;583,1132107;584,2732135;582,8454049;583,3807364;590,4300456;595,6943768;596,1402175;599,9772291;599,0848685;611,8445923;614,9675625;631,2082273;640,3099827;644,5929481;650,8391115;654,4081291;655,746534;662,88533;675,1988307;694,3833155;696,8814579;709,3738253;717,0475602;721,7766723;732,2174745;738,106439;738,6416756;741,3186334;742,210919;744,1739792;745,9585708;753,1865297;762,5556815
Brasil;Amazonas;Autazes;Autazes - AM;1300300;81;25;Natural/Antropic;4. Non vegetated area;4.4. Other non Vegetated Areas;4.4. Other non Vegetated Areas;4.4. Other non Vegetated Areas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,446138837;0,803050037;0,981505566;0,535366644;0,803049951;0,446138916;0,446138916;0,446138916;0,624594446;0;0;0;0;0;0;0;0;17,31153746
Brasil;Amazonas;Autazes;Autazes - AM;1300300;81;33;Natural;5. Water and Marine Environment;5.1. River, Lake and Ocean;5.1. River, Lake and Ocean;5.1. River, Lake and Ocean;95833,65995;94310,07287;94236,94991;99932,09531;102467,9111;100127,0091;104268,6413;96818,30471;110031,9359;110123,6712;98876,63324;108813,7297;111488,3363;98442,28043;114930,9477;101700,5359;102662,7358;102949,2062;95907,91994;96326,59723;97110,19955;100215,3732;104941,4737;106403,046;110988,5438;98947,21692;101125,5532;107107,3981;112132,2926;111989,1117;110789,328;96062,3872;111104,1875;104972,2562;110172,6556;108540,7833;113084,3793;115269,5049;107608,4098
Brasil;Amazonas;Barcelos;Barcelos - AM;1300409;82;0;Undefined;6. Not Observed;6. Not Observed;6. Not Observed;6. Not Observed;2,234859528;1,519701233;1,251396405;0,893940363;1,072648883;1,072675897;2,592443372;0,357452911;1,340915497;2,05607619;1,340915521;2,145445032;1,69847959;2,413639288;1,787876837;2,14547226;1,877292542;2,413620941;2,503024182;2,860622607;0,804540491;0,625748315;1,251513196;1,787892017;1,251519513;1,162127094;2,413665326;2,503041327;1,609071222;0,804519653;1,430316205;0,625759204;0,893944879;1,519711108;2,592434015;0,893878491;0,268092786;0,357464404;0
Brasil;Amazonas;Barcelos;Barcelos - AM;1300409;82;3;Natural;1. Forest;1.1. Forest Formation;1.1. Forest Formation;1.1. Forest Formation;7764479,024;7763270,034;7763049,072;7763157,409;7763030,648;7762727,854;7763315,434;7763424,046;7763999,044;7764560,476;7763582,254;7763509,129;7764743,559;7765361,03;7765015,777;7765540,914;7766158,612;7766596,655;7765782,408;7765659,325;7765648,572;7765954,611;7766174,509;7766282,391;7766195,698;7765943,385;7765759,185;7765551,462;7765648,001;7765643,545;7765823,725;7765859,105;7765331,006;7765028,675;7764929,125;7762437,706;7760402,509;7761474,093;7762359,5
Brasil;Amazonas;Barcelos;Barcelos - AM;1300409;82;4;Natural;1. Forest;1.2. Savanna Formation;1.2. Savanna Formation;1.2. Savanna Formation;1273,8337;1264,805062;1240,134669;1243,799563;1253,095419;1219,664868;1206,43514;1194,725227;1233,250672;1261,586505;1274,011288;1275,262779;1283,575706;1279,017027;1272,13455;1277,7658;1282,055861;1283,30713;1284,022084;1282,145222;1279,911011;1274,816343;1275,888775;1273,654473;1270,347333;1264,626444;1264,35808;1262,659672;1265,877602;1276,156499;1280,446637;1280,893475;1280,535951;1283,932203;1285,36212;1306,186725;1307,527526;1360,08624;1344,717326
