NOME_SALA;REGISTRO_SALA;CNPJ_SALA;SITUACAO_SALA;DATA_SITUACAO_SALA;DATA_INICIO_FUNCIONAMENTO_SALA;ASSENTOS_SALA;ASSENTOS_CADEIRANTES;ASSENTOS_MOBILIDADE_REDUZIDA;ASSENTOS_OBESIDADE;ACESSO_ASSENTOS_COM_RAMPA;ACESSO_SALA_COM_RAMPA;BANHEIROS_ACESSIVEIS;NOME_COMPLEXO;REGISTRO_COMPLEXO;SITUACAO_COMPLEXO;DATA_SITUACAO_COMPLEXO;PAGINA_ELETRONICA_COMPLEXO;ENDERECO_COMPLEXO;NUMERO_ENDERECO_COMPLEXO;COMPLEMENTO_COMPLEXO;BAIRRO_COMPLEXO;MUNICIPIO_COMPLEXO;CEP_COMPLEXO;UF_COMPLEXO;COMPLEXO_ITINERANTE;OPERACAO_USUAL;NOME_EXIBIDOR;REGISTRO_EXIBIDOR;CNPJ_EXIBIDOR;SITUACAO_EXIBIDOR;NOME_GRUPO_EXIBIDOR
CINEMAIS GUARATINGUETÁ - SALA +5;5005342;03.868.869/0009-06;EM FUNCIONAMENTO;29/04/2021;22/10/2015;281;6;2;2;SIM;NÃO;SIM;CINEMAIS GUARATINGUETÁ;23843;EM FUNCIONAMENTO;29/04/2021;WWW.CINEMAIS.COM.BR;AV.JUSCELINO KUBISTSCHEK DE OLIVEIRA;351;LOJA 30;CAMPO DO GALVAO;GUARATINGUETÁ;12505-300;SP;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS ITUIUTABA - SALA 1;5005031;03.868.869/0014-65;EM FUNCIONAMENTO;15/04/2021;05/03/2015;160;3;0;0;SIM;NÃO;SIM;CINEMAIS ITUIUTABA;29198;EM FUNCIONAMENTO;15/04/2021;http://www.cinemais.com.br;RUA VINTE E QUATRO;878;SALAS 36/37;CENTRO;ITUIUTABA;38300-078;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS ITUIUTABA - SALA 2;5005032;03.868.869/0014-65;EM FUNCIONAMENTO;15/04/2021;05/03/2015;230;4;0;0;SIM;NÃO;SIM;CINEMAIS ITUIUTABA;29198;EM FUNCIONAMENTO;15/04/2021;http://www.cinemais.com.br;RUA VINTE E QUATRO;878;SALAS 36/37;CENTRO;ITUIUTABA;38300-078;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
JUIZ DE FORA SALA +1;5004848;03.868.869/0012-01;FECHADO;21/12/2021;01/04/2013;167;2;0;5;SIM;NÃO;SIM;CINEMAIS JUIZ DE FORA;23841;FECHADO;28/06/2022;WWW.CINEMAIS.COM.BR;RUA MORAIS E CASTRO;300;;PASSOS;JUIZ DE FORA;36025-160;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
JUIZ DE FORA SALA +2;5004849;03.868.869/0012-01;FECHADO;21/12/2021;01/04/2013;105;2;0;5;SIM;NÃO;SIM;CINEMAIS JUIZ DE FORA;23841;FECHADO;28/06/2022;WWW.CINEMAIS.COM.BR;RUA MORAIS E CASTRO;300;;PASSOS;JUIZ DE FORA;36025-160;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
JUIZ DE FORA SALA +3;5004850;03.868.869/0012-01;FECHADO;21/12/2021;01/04/2013;82;1;0;3;SIM;NÃO;SIM;CINEMAIS JUIZ DE FORA;23841;FECHADO;28/06/2022;WWW.CINEMAIS.COM.BR;RUA MORAIS E CASTRO;300;;PASSOS;JUIZ DE FORA;36025-160;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
JUIZ DE FORA SALA +4;5004851;03.868.869/0012-01;FECHADO;28/06/2022;01/04/2013;241;0;0;7;SIM;NÃO;SIM;CINEMAIS JUIZ DE FORA;23841;FECHADO;28/06/2022;WWW.CINEMAIS.COM.BR;RUA MORAIS E CASTRO;300;;PASSOS;JUIZ DE FORA;36025-160;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
JUIZ DE FORA SALA +5;5003724;03.868.869/0012-01;FECHADO;28/06/2022;01/04/2013;199;3;0;4;SIM;NÃO;SIM;CINEMAIS JUIZ DE FORA;23841;FECHADO;28/06/2022;WWW.CINEMAIS.COM.BR;RUA MORAIS E CASTRO;300;;PASSOS;JUIZ DE FORA;36025-160;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS JUIZ DE FORA -JARDIM NORTE SALA 01;5005618;03.868.869/0018-99;EM FUNCIONAMENTO;24/09/2021;14/07/2016;110;4;1;1;SIM;NÃO;SIM;CINEMAIS JUIZ DE FORA - JARDIM NORTE;33511;EM FUNCIONAMENTO;24/09/2021;www.cinemais.com.br;AV. BRASIL;6345;SL. 2020 PS. L2;MARIANO PROCÓPIO;JUIZ DE FORA;36080-060;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS JUIZ DE FORA -JARDIM NORTE SALA 02;5005619;03.868.869/0018-99;EM FUNCIONAMENTO;24/09/2021;14/07/2016;110;4;1;1;SIM;NÃO;SIM;CINEMAIS JUIZ DE FORA - JARDIM NORTE;33511;EM FUNCIONAMENTO;24/09/2021;www.cinemais.com.br;AV. BRASIL;6345;SL. 2020 PS. L2;MARIANO PROCÓPIO;JUIZ DE FORA;36080-060;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS JUIZ DE FORA -JARDIM NORTE SALA 03;5005620;03.868.869/0018-99;EM FUNCIONAMENTO;24/09/2021;14/07/2016;165;4;0;1;SIM;NÃO;SIM;CINEMAIS JUIZ DE FORA - JARDIM NORTE;33511;EM FUNCIONAMENTO;24/09/2021;www.cinemais.com.br;AV. BRASIL;6345;SL. 2020 PS. L2;MARIANO PROCÓPIO;JUIZ DE FORA;36080-060;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS JUIZ DE FORA -JARDIM NORTE SALA 04;5005621;03.868.869/0018-99;EM FUNCIONAMENTO;24/09/2021;14/07/2016;324;6;3;2;SIM;NÃO;SIM;CINEMAIS JUIZ DE FORA - JARDIM NORTE;33511;EM FUNCIONAMENTO;24/09/2021;www.cinemais.com.br;AV. BRASIL;6345;SL. 2020 PS. L2;MARIANO PROCÓPIO;JUIZ DE FORA;36080-060;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS JUIZ DE FORA -JARDIM NORTE SALA 05;5005622;03.868.869/0018-99;EM FUNCIONAMENTO;24/09/2021;14/07/2016;154;4;1;0;SIM;NÃO;SIM;CINEMAIS JUIZ DE FORA - JARDIM NORTE;33511;EM FUNCIONAMENTO;24/09/2021;www.cinemais.com.br;AV. BRASIL;6345;SL. 2020 PS. L2;MARIANO PROCÓPIO;JUIZ DE FORA;36080-060;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS JUIZ DE FORA -JARDIM NORTE SALA 06;5005623;03.868.869/0018-99;EM FUNCIONAMENTO;24/09/2021;14/07/2016;284;6;0;3;SIM;NÃO;SIM;CINEMAIS JUIZ DE FORA - JARDIM NORTE;33511;EM FUNCIONAMENTO;24/09/2021;www.cinemais.com.br;AV. BRASIL;6345;SL. 2020 PS. L2;MARIANO PROCÓPIO;JUIZ DE FORA;36080-060;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS LORENA DRIVE IN;5006616;03.868.869/0017-08;FECHADO;16/08/2020;01/08/2020;53;0;0;0;SIM;NÃO;SIM;CINEMAIS LORENA;31517;FECHADO;03/11/2022;www.cinemais.com.br;ESTRADA CHIQUITO DE AQUINO;46;ECO VALLE SHOPP;SANTA LUCRECIA;LORENA;12612-550;SP;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS LORENA SALA 01;5005345;03.868.869/0017-08;FECHADO;03/11/2022;26/11/2015;279;6;2;2;SIM;NÃO;SIM;CINEMAIS LORENA;31517;FECHADO;03/11/2022;www.cinemais.com.br;ESTRADA CHIQUITO DE AQUINO;46;ECO VALLE SHOPP;SANTA LUCRECIA;LORENA;12612-550;SP;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS LORENA SALA 02;5005346;03.868.869/0017-08;FECHADO;03/11/2022;26/11/2015;245;5;0;0;NÃO;NÃO;NÃO;CINEMAIS LORENA;31517;FECHADO;03/11/2022;www.cinemais.com.br;ESTRADA CHIQUITO DE AQUINO;46;ECO VALLE SHOPP;SANTA LUCRECIA;LORENA;12612-550;SP;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS LORENA SALA 03;5005347;03.868.869/0017-08;FECHADO;03/11/2022;26/11/2015;133;3;0;0;SIM;NÃO;SIM;CINEMAIS LORENA;31517;FECHADO;03/11/2022;www.cinemais.com.br;ESTRADA CHIQUITO DE AQUINO;46;ECO VALLE SHOPP;SANTA LUCRECIA;LORENA;12612-550;SP;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS LORENA SALA 04;5005348;03.868.869/0017-08;FECHADO;03/11/2022;26/11/2015;133;4;0;0;SIM;NÃO;SIM;CINEMAIS LORENA;31517;FECHADO;03/11/2022;www.cinemais.com.br;ESTRADA CHIQUITO DE AQUINO;46;ECO VALLE SHOPP;SANTA LUCRECIA;LORENA;12612-550;SP;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
MARÍLIA 1;5003616;03.868.869/0007-36;FECHADO;22/12/2013;01/07/2011;290;6;;;SIM;NÃO;SIM;CINEMAIS MARILIA;22799;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;RUA DOS TUCUNARES;500;LOJA 93;JARDIM SANTA MARIA;MARÍLIA;17507-280;SP;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
MARÍLIA 2;5003622;03.868.869/0007-36;FECHADO;22/12/2013;01/07/2011;280;6;;;SIM;NÃO;SIM;CINEMAIS MARILIA;22799;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;RUA DOS TUCUNARES;500;LOJA 93;JARDIM SANTA MARIA;MARÍLIA;17507-280;SP;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
MARÍLIA 3;5003623;03.868.869/0007-36;FECHADO;22/12/2013;01/07/2011;145;6;;;SIM;NÃO;SIM;CINEMAIS MARILIA;22799;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;RUA DOS TUCUNARES;500;LOJA 93;JARDIM SANTA MARIA;MARÍLIA;17507-280;SP;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
MARÍLIA 4;5003624;03.868.869/0007-36;FECHADO;22/12/2013;01/07/2011;145;6;;;SIM;NÃO;SIM;CINEMAIS MARILIA;22799;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;RUA DOS TUCUNARES;500;LOJA 93;JARDIM SANTA MARIA;MARÍLIA;17507-280;SP;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
MARÍLIA 5;5003625;03.868.869/0007-36;FECHADO;22/12/2013;01/07/2011;145;6;;;NÃO;NÃO;NÃO;CINEMAIS MARILIA;22799;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;RUA DOS TUCUNARES;500;LOJA 93;JARDIM SANTA MARIA;MARÍLIA;17507-280;SP;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINE MILLENNIUM 01;5003311;03.868.869/0004-93;FECHADO;22/12/2013;01/07/2011;378;12;;;SIM;NÃO;SIM;CINEMAIS MILLENNIUM;19900;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;AV. DJALMA BATISTA;1661;G 3 - LJ 02;CHAPADA;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINE MILLENNIUM 02;5003312;03.868.869/0004-93;FECHADO;22/12/2013;01/07/2011;166;4;;;SIM;NÃO;SIM;CINEMAIS MILLENNIUM;19900;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;AV. DJALMA BATISTA;1661;G 3 - LJ 02;CHAPADA;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINE MILLENNIUM 03;5003308;03.868.869/0004-93;FECHADO;22/12/2013;01/07/2011;249;7;;;SIM;NÃO;SIM;CINEMAIS MILLENNIUM;19900;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;AV. DJALMA BATISTA;1661;G 3 - LJ 02;CHAPADA;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINE MILLENNIUM 04;5003314;03.868.869/0004-93;FECHADO;22/12/2013;01/07/2011;231;5;;;SIM;NÃO;SIM;CINEMAIS MILLENNIUM;19900;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;AV. DJALMA BATISTA;1661;G 3 - LJ 02;CHAPADA;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINE MILLENNIUM 05;5003313;03.868.869/0004-93;FECHADO;22/12/2013;01/07/2011;236;6;;;SIM;NÃO;SIM;CINEMAIS MILLENNIUM;19900;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;AV. DJALMA BATISTA;1661;G 3 - LJ 02;CHAPADA;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINE MILLENNIUM 06;5003315;03.868.869/0004-93;FECHADO;22/12/2013;01/07/2011;186;3;;;SIM;NÃO;SIM;CINEMAIS MILLENNIUM;19900;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;AV. DJALMA BATISTA;1661;G 3 - LJ 02;CHAPADA;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINE MILLENNIUM 07;5003310;03.868.869/0004-93;FECHADO;22/12/2013;01/07/2011;88;4;;;SIM;NÃO;SIM;CINEMAIS MILLENNIUM;19900;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;AV. DJALMA BATISTA;1661;G 3 - LJ 02;CHAPADA;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINE MILLENNIUM 08;5003309;03.868.869/0004-93;FECHADO;22/12/2013;01/07/2011;436;13;;;SIM;NÃO;SIM;CINEMAIS MILLENNIUM;19900;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;AV. DJALMA BATISTA;1661;G 3 - LJ 02;CHAPADA;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS MONTES CLAROS DRIVE IN;5006620;03.868.869/0010-31;FECHADO;21/09/2020;12/08/2020;60;0;0;0;SIM;NÃO;SIM;CINEMAIS MONTES CLAROS;23844;EM FUNCIONAMENTO;23/09/2021;WWW.CINEMAIS.COM.BR;AV. DONATO QUINTINO;90;LUC C 01;CIDADE NOVA;MONTES CLAROS;39400-546;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
MONTES CLAROS SALA +1;5004843;03.868.869/0010-31;EM FUNCIONAMENTO;23/09/2021;02/06/2011;213;2;0;0;SIM;NÃO;SIM;CINEMAIS MONTES CLAROS;23844;EM FUNCIONAMENTO;23/09/2021;WWW.CINEMAIS.COM.BR;AV. DONATO QUINTINO;90;LUC C 01;CIDADE NOVA;MONTES CLAROS;39400-546;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
MONTES CLAROS SALA +2;5004844;03.868.869/0010-31;EM FUNCIONAMENTO;23/09/2021;02/06/2011;146;2;0;0;SIM;NÃO;SIM;CINEMAIS MONTES CLAROS;23844;EM FUNCIONAMENTO;23/09/2021;WWW.CINEMAIS.COM.BR;AV. DONATO QUINTINO;90;LUC C 01;CIDADE NOVA;MONTES CLAROS;39400-546;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
MONTES CLAROS SALA +3;5004845;03.868.869/0010-31;EM FUNCIONAMENTO;23/09/2021;02/06/2011;139;2;0;0;SIM;NÃO;SIM;CINEMAIS MONTES CLAROS;23844;EM FUNCIONAMENTO;23/09/2021;WWW.CINEMAIS.COM.BR;AV. DONATO QUINTINO;90;LUC C 01;CIDADE NOVA;MONTES CLAROS;39400-546;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
MONTES CLAROS SALA +4;5004846;03.868.869/0010-31;EM FUNCIONAMENTO;23/09/2021;02/06/2011;244;2;0;3;SIM;NÃO;SIM;CINEMAIS MONTES CLAROS;23844;EM FUNCIONAMENTO;23/09/2021;WWW.CINEMAIS.COM.BR;AV. DONATO QUINTINO;90;LUC C 01;CIDADE NOVA;MONTES CLAROS;39400-546;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
MONTES CLAROS SALA +5;5004847;03.868.869/0010-31;EM FUNCIONAMENTO;23/09/2021;02/06/2011;228;2;0;0;SIM;NÃO;SIM;CINEMAIS MONTES CLAROS;23844;EM FUNCIONAMENTO;23/09/2021;WWW.CINEMAIS.COM.BR;AV. DONATO QUINTINO;90;LUC C 01;CIDADE NOVA;MONTES CLAROS;39400-546;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
PATO DE MINAS 1;5003607;03.868.869/0002-21;EM FUNCIONAMENTO;15/04/2021;29/03/2011;152;3;0;4;SIM;NÃO;SIM;CINEMAIS PATOS DE MINAS;22803;EM FUNCIONAMENTO;15/04/2021;WWW.CINEMAIS.COM.BR;PC ALEXINA CANDIDA CONCEIÇÃO;5;LUC C 01;CENTRO ;PATOS DE MINAS;38700-022;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
PATO DE MINAS 2;5003608;03.868.869/0002-21;EM FUNCIONAMENTO;15/04/2021;29/03/2011;152;3;0;4;SIM;NÃO;SIM;CINEMAIS PATOS DE MINAS;22803;EM FUNCIONAMENTO;15/04/2021;WWW.CINEMAIS.COM.BR;PC ALEXINA CANDIDA CONCEIÇÃO;5;LUC C 01;CENTRO ;PATOS DE MINAS;38700-022;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
PATO DE MINAS 3;5003609;03.868.869/0002-21;EM FUNCIONAMENTO;15/04/2021;29/03/2011;201;4;0;4;SIM;NÃO;SIM;CINEMAIS PATOS DE MINAS;22803;EM FUNCIONAMENTO;15/04/2021;WWW.CINEMAIS.COM.BR;PC ALEXINA CANDIDA CONCEIÇÃO;5;LUC C 01;CENTRO ;PATOS DE MINAS;38700-022;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS PARAISO 1;5003297;03.868.869/0006-55;FECHADO;07/04/2016;14/10/2011;165;2;;;SIM;NÃO;SIM;CINEMAIS RESENDE;19891;FECHADO;07/04/2016;WWW.CINEMAIS.COM.BR;RUA DORIVAL MARCONDES GODOY ;500;LOJA 1020;PARAISO ;RESENDE;27535-320;RJ;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS PARAISO 2;5003299;03.868.869/0006-55;FECHADO;07/04/2016;14/10/2011;164;1;;;SIM;NÃO;SIM;CINEMAIS RESENDE;19891;FECHADO;07/04/2016;WWW.CINEMAIS.COM.BR;RUA DORIVAL MARCONDES GODOY ;500;LOJA 1020;PARAISO ;RESENDE;27535-320;RJ;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS PARAISO 3;5003296;03.868.869/0006-55;FECHADO;07/04/2016;14/10/2011;192;3;;;SIM;NÃO;SIM;CINEMAIS RESENDE;19891;FECHADO;07/04/2016;WWW.CINEMAIS.COM.BR;RUA DORIVAL MARCONDES GODOY ;500;LOJA 1020;PARAISO ;RESENDE;27535-320;RJ;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS PARAISO 4;5003298;03.868.869/0006-55;FECHADO;07/04/2016;14/10/2011;235;2;;;SIM;NÃO;SIM;CINEMAIS RESENDE;19891;FECHADO;07/04/2016;WWW.CINEMAIS.COM.BR;RUA DORIVAL MARCONDES GODOY ;500;LOJA 1020;PARAISO ;RESENDE;27535-320;RJ;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
SÃO JOSÉ DO RIO PRETO 1;5003614;03.868.869/0011-12;FECHADO;22/12/2013;01/07/2011;201;7;;;SIM;NÃO;SIM;CINEMAIS SÃO JOSÉ DO RIO PRETO;22802;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;AV JOSÉ MUNIA;4775;LOJA 31;JARDIM REDENTOR;SÃO JOSÉ DO RIO PRETO;15085-350;SP;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
SÃO JOSÉ DO RIO PRETO 2;5003615;03.868.869/0011-12;FECHADO;22/12/2013;01/07/2011;175;5;;;SIM;NÃO;SIM;CINEMAIS SÃO JOSÉ DO RIO PRETO;22802;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;AV JOSÉ MUNIA;4775;LOJA 31;JARDIM REDENTOR;SÃO JOSÉ DO RIO PRETO;15085-350;SP;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
SÃO JOSÉ DO RIO PRETO 3;5004834;03.868.869/0011-12;FECHADO;22/12/2013;01/07/2011;175;5;;;SIM;NÃO;SIM;CINEMAIS SÃO JOSÉ DO RIO PRETO;22802;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;AV JOSÉ MUNIA;4775;LOJA 31;JARDIM REDENTOR;SÃO JOSÉ DO RIO PRETO;15085-350;SP;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
SÃO JOSÉ DO RIO PRETO 4;5004835;03.868.869/0011-12;FECHADO;22/12/2013;01/07/2011;218;7;;;SIM;NÃO;SIM;CINEMAIS SÃO JOSÉ DO RIO PRETO;22802;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;AV JOSÉ MUNIA;4775;LOJA 31;JARDIM REDENTOR;SÃO JOSÉ DO RIO PRETO;15085-350;SP;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
SÃO JOSÉ DO RIO PRETO 5;5004836;03.868.869/0011-12;FECHADO;22/12/2013;01/07/2011;232;8;;;SIM;NÃO;SIM;CINEMAIS SÃO JOSÉ DO RIO PRETO;22802;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;AV JOSÉ MUNIA;4775;LOJA 31;JARDIM REDENTOR;SÃO JOSÉ DO RIO PRETO;15085-350;SP;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
SÃO JOSÉ DO RIO PRETO 6;5004837;03.868.869/0011-12;FECHADO;22/12/2013;01/07/2011;279;13;;;SIM;NÃO;SIM;CINEMAIS SÃO JOSÉ DO RIO PRETO;22802;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;AV JOSÉ MUNIA;4775;LOJA 31;JARDIM REDENTOR;SÃO JOSÉ DO RIO PRETO;15085-350;SP;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
SÃO JOSÉ DO RIO PRETO 7;5004838;03.868.869/0011-12;FECHADO;22/12/2013;01/07/2011;331;17;;;SIM;NÃO;SIM;CINEMAIS SÃO JOSÉ DO RIO PRETO;22802;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;AV JOSÉ MUNIA;4775;LOJA 31;JARDIM REDENTOR;SÃO JOSÉ DO RIO PRETO;15085-350;SP;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINE TVLANDIA MALL 01;5003319;03.868.869/0003-02;FECHADO;22/12/2013;03/05/2011;339;8;;;SIM;NÃO;SIM;CINEMAIS TVLANDIA MALL;19903;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;AV. DJALMA BATISTA ;2100;SL. 213;PQ DEZ DE NOVEMBRO;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINE TVLANDIA MALL 02;5003318;03.868.869/0003-02;FECHADO;22/12/2013;03/05/2011;339;8;;;SIM;NÃO;SIM;CINEMAIS TVLANDIA MALL;19903;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;AV. DJALMA BATISTA ;2100;SL. 213;PQ DEZ DE NOVEMBRO;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINE TVLANDIA MALL 03;5003317;03.868.869/0003-02;FECHADO;22/12/2013;03/05/2011;167;4;;;SIM;NÃO;SIM;CINEMAIS TVLANDIA MALL;19903;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;AV. DJALMA BATISTA ;2100;SL. 213;PQ DEZ DE NOVEMBRO;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
