NOME_SALA,SITUACAO_SALA,DATA_SITUACAO_SALA,ASSENTOS_SALA,ASSENTOS_CADEIRANTES,ASSENTOS_MOBILIDADE_REDUZIDA,ASSENTOS_OBESIDADE,ACESSO_ASSENTOS_COM_RAMPA,ACESSO_SALA_COM_RAMPA,BANHEIROS_ACESSIVEIS,MUNICIPIO_COMPLEXO,CEP_COMPLEXO,UF_COMPLEXO,SITUACAO_EXIBIDOR
CINÉPOLIS MILLENNIUM - SALA 7,EM FUNCIONAMENTO,15/12/2022,85.0,4.0,,,SIM,NÃO,SIM,MANAUS,69050-010,AM,REGULAR
CINÉPOLIS MILLENNIUM - SALA 8,EM FUNCIONAMENTO,01/07/2021,448.0,6.0,,,SIM,NÃO,SIM,MANAUS,69050-010,AM,REGULAR
NATAL SHOPPING 7 - VIP,EM FUNCIONAMENTO,23/05/2021,90.0,3.0,0.0,0.0,SIM,NÃO,SIM,NATAL,59064-000,RN,REGULAR
NATAL SHOPPING 8 - VIP,EM FUNCIONAMENTO,23/05/2021,58.0,3.0,0.0,0.0,SIM,NÃO,SIM,NATAL,59064-000,RN,REGULAR
SALA NATAL SHOPPING 1 MACRO,EM FUNCIONAMENTO,23/05/2021,326.0,7.0,3.0,3.0,SIM,NÃO,SIM,NATAL,59064-000,RN,REGULAR
SALA NATAL SHOPPING 2 TRADICIONAL,EM FUNCIONAMENTO,23/05/2021,158.0,4.0,1.0,1.0,SIM,NÃO,SIM,NATAL,59064-000,RN,REGULAR
SALA NATAL SHOPPING 3 TRADICIONAL,EM FUNCIONAMENTO,23/05/2021,124.0,4.0,1.0,1.0,SIM,NÃO,SIM,NATAL,59064-000,RN,REGULAR
SALA NATAL SHOPPING 4 TRADICIONAL,EM FUNCIONAMENTO,22/10/2022,143.0,4.0,1.0,1.0,SIM,NÃO,NÃO,NATAL,59064-000,RN,REGULAR
SALA NATAL SHOPPING 5 VIP,EM FUNCIONAMENTO,15/06/2021,68.0,3.0,,,SIM,NÃO,SIM,NATAL,59064-000,RN,REGULAR
SALA NATAL SHOPPING 6 TRADICIONAL,EM FUNCIONAMENTO,06/05/2022,158.0,4.0,1.0,1.0,SIM,NÃO,SIM,NATAL,59064-000,RN,REGULAR
CINÉPOLIS NORTE SUL PLAZA 01,EM FUNCIONAMENTO,14/07/2022,152.0,4.0,1.0,1.0,SIM,NÃO,SIM,CAMPO GRANDE,79080-105,MS,REGULAR
CINÉPOLIS NORTE SUL PLAZA 02,EM FUNCIONAMENTO,19/10/2021,169.0,4.0,1.0,1.0,SIM,NÃO,SIM,CAMPO GRANDE,79080-105,MS,REGULAR
CINÉPOLIS NORTE SUL PLAZA 03,EM FUNCIONAMENTO,25/06/2021,177.0,4.0,1.0,1.0,SIM,NÃO,SIM,CAMPO GRANDE,79080-105,MS,REGULAR
CINÉPOLIS NORTE SUL PLAZA 04,EM FUNCIONAMENTO,25/06/2021,269.0,3.0,3.0,3.0,SIM,NÃO,SIM,CAMPO GRANDE,79080-105,MS,REGULAR
CINÉPOLIS NORTE SUL PLAZA 05,EM FUNCIONAMENTO,25/06/2021,169.0,4.0,1.0,1.0,SIM,NÃO,SIM,CAMPO GRANDE,79080-105,MS,REGULAR
CINÉPOLIS NORTE SUL PLAZA 06,EM FUNCIONAMENTO,25/06/2021,305.0,6.0,3.0,3.0,SIM,NÃO,SIM,CAMPO GRANDE,79080-105,MS,REGULAR
CINÉPOLIS NORTE SUL PLAZA 07,EM FUNCIONAMENTO,23/07/2021,154.0,4.0,1.0,1.0,SIM,NÃO,SIM,CAMPO GRANDE,79080-105,MS,REGULAR
SALA CINEPOLIS NORTH SHOPPING JOQUEI 01,EM FUNCIONAMENTO,14/06/2021,264.0,5.0,3.0,3.0,SIM,NÃO,SIM,FORTALEZA,60520-101,CE,REGULAR
SALA CINEPOLIS NORTH SHOPPING JOQUEI 02,EM FUNCIONAMENTO,14/06/2021,295.0,6.0,3.0,3.0,SIM,NÃO,SIM,FORTALEZA,60520-101,CE,REGULAR
SALA CINEPOLIS NORTH SHOPPING JOQUEI 03,EM FUNCIONAMENTO,14/06/2021,264.0,5.0,3.0,3.0,NÃO,NÃO,NÃO,FORTALEZA,60520-101,CE,REGULAR
SALA CINEPOLIS NORTH SHOPPING JOQUEI 04,EM FUNCIONAMENTO,02/07/2021,229.0,5.0,2.0,2.0,SIM,NÃO,SIM,FORTALEZA,60520-101,CE,REGULAR
SALA CINEPOLIS NORTH SHOPPING JOQUEI 05,EM FUNCIONAMENTO,01/07/2021,400.0,8.0,4.0,4.0,SIM,NÃO,SIM,FORTALEZA,60520-101,CE,REGULAR
CINÉPOLIS PARQUE MAIA SALA 01,EM FUNCIONAMENTO,13/05/2021,218.0,4.0,2.0,2.0,SIM,NÃO,SIM,GUARULHOS,07097-420,SP,REGULAR
CINÉPOLIS PARQUE MAIA SALA 02,EM FUNCIONAMENTO,29/04/2021,210.0,4.0,2.0,2.0,SIM,NÃO,SIM,GUARULHOS,07097-420,SP,REGULAR
CINÉPOLIS PARQUE MAIA SALA 03,EM FUNCIONAMENTO,29/04/2021,210.0,4.0,2.0,2.0,SIM,NÃO,SIM,GUARULHOS,07097-420,SP,REGULAR
CINÉPOLIS PARQUE MAIA SALA 04,EM FUNCIONAMENTO,26/04/2021,210.0,4.0,2.0,2.0,SIM,NÃO,SIM,GUARULHOS,07097-420,SP,REGULAR
CINÉPOLIS PARQUE MAIA SALA 05,EM FUNCIONAMENTO,17/11/2022,443.0,8.0,4.0,4.0,SIM,NÃO,SIM,GUARULHOS,07097-420,SP,REGULAR
CINÉPOLIS PARQUE MAIA SALA 06,EM FUNCIONAMENTO,29/04/2021,399.0,8.0,4.0,4.0,SIM,NÃO,SIM,GUARULHOS,07097-420,SP,REGULAR
CINÉPOLIS PARQUE MAIA SALA 07,EM FUNCIONAMENTO,26/04/2021,60.0,3.0,,,SIM,NÃO,SIM,GUARULHOS,07097-420,SP,REGULAR
CINÉPOLIS PARQUE MAIA SALA 08,EM FUNCIONAMENTO,29/04/2021,54.0,3.0,,,SIM,NÃO,SIM,GUARULHOS,07097-420,SP,REGULAR
CINÉPOLIS PARQUE MAIA SALA 09,EM FUNCIONAMENTO,26/04/2021,54.0,3.0,,,SIM,NÃO,SIM,GUARULHOS,07097-420,SP,REGULAR
CINÉPOLIS PARQUE MAIA SALA 10,EM FUNCIONAMENTO,26/04/2021,143.0,4.0,1.0,1.0,SIM,NÃO,SIM,GUARULHOS,07097-420,SP,REGULAR
CINÉPOLIS PARQUE MAIA SALA 11,EM FUNCIONAMENTO,13/05/2021,198.0,4.0,,,SIM,NÃO,SIM,GUARULHOS,07097-420,SP,REGULAR
SALA PATIO BATEL 01 4DX,EM FUNCIONAMENTO,09/07/2021,112.0,4.0,5.0,1.0,SIM,NÃO,SIM,CURITIBA,80420-090,PR,REGULAR
SALA PATIO BATEL 02 MACRO XE,EM FUNCIONAMENTO,09/07/2021,120.0,7.0,3.0,1.0,SIM,NÃO,SIM,CURITIBA,80420-090,PR,REGULAR
SALA PATIO BATEL 03 VIP,EM FUNCIONAMENTO,09/07/2021,82.0,3.0,1.0,1.0,SIM,NÃO,SIM,CURITIBA,80420-090,PR,REGULAR
SALA PATIO BATEL 04 VIP,EM FUNCIONAMENTO,09/07/2021,72.0,3.0,1.0,1.0,SIM,NÃO,SIM,CURITIBA,80420-090,PR,REGULAR
SALA PATIO BATEL 05 VIP,EM FUNCIONAMENTO,09/07/2021,71.0,3.0,1.0,1.0,SIM,NÃO,SIM,CURITIBA,80420-090,PR,REGULAR
SALA PATIO BATEL 06 VIP,EM FUNCIONAMENTO,09/07/2021,54.0,3.0,1.0,1.0,SIM,NÃO,SIM,CURITIBA,80420-090,PR,REGULAR
SALA PATIO BATEL 07 VIP,EM FUNCIONAMENTO,09/07/2021,54.0,3.0,1.0,1.0,SIM,NÃO,SIM,CURITIBA,80420-090,PR,REGULAR
SALA PATIO BATEL 08 VIP,EM FUNCIONAMENTO,26/12/2021,54.0,3.0,1.0,1.0,SIM,NÃO,SIM,CURITIBA,80420-090,PR,REGULAR
CINÉPOLIS PLAZA AVENIDA SJRP - SALA 1,EM FUNCIONAMENTO,29/04/2021,197.0,4.0,,,SIM,NÃO,SIM,SÃO JOSÉ DO RIO PRETO,15085-350,SP,REGULAR
CINÉPOLIS PLAZA AVENIDA SJRP - SALA 2,EM FUNCIONAMENTO,29/04/2021,171.0,4.0,,,SIM,NÃO,SIM,SÃO JOSÉ DO RIO PRETO,15085-350,SP,REGULAR
CINÉPOLIS PLAZA AVENIDA SJRP - SALA 3,EM FUNCIONAMENTO,14/08/2021,171.0,4.0,,,SIM,NÃO,SIM,SÃO JOSÉ DO RIO PRETO,15085-350,SP,REGULAR
CINÉPOLIS PLAZA AVENIDA SJRP - SALA 4,EM FUNCIONAMENTO,26/04/2021,214.0,5.0,,,SIM,NÃO,SIM,SÃO JOSÉ DO RIO PRETO,15085-350,SP,REGULAR
CINÉPOLIS PLAZA AVENIDA SJRP - SALA 5,EM FUNCIONAMENTO,29/04/2021,228.0,4.0,,,SIM,NÃO,SIM,SÃO JOSÉ DO RIO PRETO,15085-350,SP,REGULAR
CINÉPOLIS PLAZA AVENIDA SJRP - SALA 6,EM FUNCIONAMENTO,25/11/2021,228.0,4.0,,,SIM,NÃO,SIM,SÃO JOSÉ DO RIO PRETO,15085-350,SP,REGULAR
CINÉPOLIS PLAZA AVENIDA SJRP - SALA 7,EM FUNCIONAMENTO,26/04/2021,329.0,4.0,,6.0,SIM,NÃO,SIM,SÃO JOSÉ DO RIO PRETO,15085-350,SP,REGULAR
SALA CINEPOLIS PONTA NEGRA 01 VIP,EM FUNCIONAMENTO,02/11/2021,87.0,1.0,,,SIM,NÃO,SIM,MANAUS,69037-000,AM,REGULAR
SALA CINEPOLIS PONTA NEGRA 02 VIP,EM FUNCIONAMENTO,01/07/2021,87.0,1.0,,,SIM,NÃO,SIM,MANAUS,69037-000,AM,REGULAR
SALA CINEPOLIS PONTA NEGRA 03 VIP,EM FUNCIONAMENTO,10/12/2022,87.0,1.0,,,SIM,NÃO,SIM,MANAUS,69037-000,AM,REGULAR
SALA CINEPOLIS PONTA NEGRA 04 TRADICIONAL,EM FUNCIONAMENTO,10/12/2022,270.0,6.0,3.0,3.0,SIM,NÃO,SIM,MANAUS,69037-000,AM,REGULAR
SALA CINEPOLIS PONTA NEGRA 05 MACRO XE,EM FUNCIONAMENTO,23/03/2023,380.0,8.0,4.0,4.0,SIM,NÃO,SIM,MANAUS,69037-000,AM,REGULAR
SALA CINEPOLIS PONTA NEGRA 06 TRADICIONAL,EM FUNCIONAMENTO,13/11/2021,161.0,4.0,1.0,1.0,SIM,NÃO,SIM,MANAUS,69037-000,AM,REGULAR
SALA CINEPOLIS PONTA NEGRA 07 TRADICIONAL,EM FUNCIONAMENTO,13/11/2021,192.0,4.0,1.0,1.0,SIM,NÃO,SIM,MANAUS,69037-000,AM,REGULAR
SALA CINEPOLIS PONTA NEGRA 08 TRADICIONAL,EM FUNCIONAMENTO,01/07/2021,192.0,4.0,1.0,1.0,SIM,NÃO,SIM,MANAUS,69037-000,AM,REGULAR
SALA CINEPOLIS PONTA NEGRA 09 TRADICIONAL,EM FUNCIONAMENTO,01/07/2021,192.0,4.0,1.0,1.0,SIM,NÃO,SIM,MANAUS,69037-000,AM,REGULAR
SALA CINEPOLIS PONTA NEGRA 10 TRADICIONAL,EM FUNCIONAMENTO,01/07/2021,161.0,4.0,1.0,1.0,SIM,NÃO,SIM,MANAUS,69037-000,AM,REGULAR
CINÉPOLIS RIO DESIGN BARRA - SALA 01 TRADICIONAL,EM FUNCIONAMENTO,27/05/2021,158.0,4.0,1.0,1.0,SIM,NÃO,NÃO,RIO DE JANEIRO,22793-081,RJ,REGULAR
CINÉPOLIS RIO DESIGN BARRA - SALA 02 TRADICIONAL,EM FUNCIONAMENTO,26/04/2021,149.0,4.0,1.0,1.0,SIM,NÃO,NÃO,RIO DE JANEIRO,22793-081,RJ,REGULAR
CINÉPOLIS RIO DESIGN BARRA - SALA 03 VIP,EM FUNCIONAMENTO,26/04/2021,52.0,3.0,1.0,1.0,SIM,NÃO,NÃO,RIO DE JANEIRO,22793-081,RJ,REGULAR
CINÉPOLIS RIO POTY SALA 01-VIP,EM FUNCIONAMENTO,29/04/2021,55.0,3.0,1.0,1.0,NÃO,NÃO,SIM,TERESINA,64003-087,PI,REGULAR
CINÉPOLIS RIO POTY SALA 02-VIP,EM FUNCIONAMENTO,22/04/2021,82.0,3.0,1.0,1.0,NÃO,NÃO,SIM,TERESINA,64003-087,PI,REGULAR
CINÉPOLIS RIO POTY SALA 03-VIP,EM FUNCIONAMENTO,05/04/2021,104.0,4.0,1.0,1.0,NÃO,NÃO,SIM,TERESINA,64003-087,PI,REGULAR
CINÉPOLIS RIO POTY SALA 04-MACRO,EM FUNCIONAMENTO,05/04/2021,340.0,7.0,3.0,3.0,NÃO,NÃO,SIM,TERESINA,64003-087,PI,REGULAR
CINÉPOLIS RIO POTY SALA 10,EM FUNCIONAMENTO,05/04/2021,179.0,4.0,2.0,1.0,NÃO,NÃO,SIM,TERESINA,64003-087,PI,REGULAR
CINÉPOLIS RIO POTY SALA 11,EM FUNCIONAMENTO,30/10/2022,179.0,4.0,1.0,1.0,NÃO,NÃO,SIM,TERESINA,64003-087,PI,REGULAR
CINÉPOLIS RIO POTY SALA 12,EM FUNCIONAMENTO,05/04/2021,208.0,4.0,2.0,2.0,NÃO,NÃO,SIM,TERESINA,64003-087,PI,REGULAR
CINÉPOLIS RIO POTY SALA 5,EM FUNCIONAMENTO,24/02/2022,153.0,4.0,1.0,1.0,NÃO,NÃO,SIM,TERESINA,64003-087,PI,REGULAR
CINÉPOLIS RIO POTY SALA 6,EM FUNCIONAMENTO,11/11/2022,139.0,4.0,1.0,1.0,NÃO,NÃO,SIM,TERESINA,64003-087,PI,REGULAR
CINÉPOLIS RIO POTY SALA 7,EM FUNCIONAMENTO,28/04/2022,139.0,4.0,1.0,1.0,NÃO,NÃO,SIM,TERESINA,64003-087,PI,REGULAR
CINÉPOLIS RIO POTY SALA 8,EM FUNCIONAMENTO,05/04/2021,211.0,4.0,2.0,2.0,NÃO,NÃO,SIM,TERESINA,64003-087,PI,REGULAR
CINÉPOLIS RIO POTY SALA 9,EM FUNCIONAMENTO,05/04/2021,211.0,4.0,2.0,2.0,NÃO,NÃO,SIM,TERESINA,64003-087,PI,REGULAR
SALA RIOMAR 1 - 4DX,EM FUNCIONAMENTO,04/11/2022,202.0,4.0,1.0,1.0,SIM,NÃO,SIM,FORTALEZA,60176-065,CE,REGULAR
SALA RIOMAR 10 - TRADICIONAL,EM FUNCIONAMENTO,30/09/2021,146.0,4.0,1.0,1.0,SIM,NÃO,SIM,FORTALEZA,60176-065,CE,REGULAR
SALA RIOMAR 2 - VIP,EM FUNCIONAMENTO,23/06/2021,91.0,3.0,,,SIM,NÃO,SIM,FORTALEZA,60176-065,CE,REGULAR
SALA RIOMAR 3 - VIP,EM FUNCIONAMENTO,23/07/2021,88.0,3.0,,,SIM,NÃO,SIM,FORTALEZA,60176-065,CE,REGULAR
SALA RIOMAR 4 -VIP,EM FUNCIONAMENTO,08/07/2021,74.0,3.0,,,SIM,NÃO,SIM,FORTALEZA,60176-065,CE,REGULAR
SALA RIOMAR 5 - MACRO XE,EM FUNCIONAMENTO,14/06/2021,449.0,9.0,4.0,4.0,SIM,NÃO,SIM,FORTALEZA,60176-065,CE,REGULAR
SALA RIOMAR 6 - TRADICIONAL,EM FUNCIONAMENTO,14/06/2021,286.0,6.0,3.0,3.0,SIM,NÃO,SIM,FORTALEZA,60176-065,CE,REGULAR
SALA RIOMAR 7 - TRADICIONAL,EM FUNCIONAMENTO,14/06/2021,278.0,5.0,2.0,2.0,SIM,NÃO,SIM,FORTALEZA,60176-065,CE,REGULAR
SALA RIOMAR 8 - TRADICIONAL,EM FUNCIONAMENTO,22/06/2021,248.0,5.0,3.0,3.0,NÃO,NÃO,NÃO,FORTALEZA,60176-065,CE,REGULAR
SALA RIOMAR 9 - TRADICIONAL,EM FUNCIONAMENTO,23/09/2021,162.0,4.0,1.0,1.0,SIM,NÃO,SIM,FORTALEZA,60176-065,CE,REGULAR
CINEPOLIS RIOMAR KENNEDY - SALA 01,EM FUNCIONAMENTO,14/06/2021,426.0,9.0,4.0,4.0,SIM,NÃO,SIM,FORTALEZA,60355-512,CE,REGULAR
CINEPOLIS RIOMAR KENNEDY - SALA 02,EM FUNCIONAMENTO,14/06/2021,216.0,4.0,2.0,2.0,SIM,NÃO,SIM,FORTALEZA,60355-512,CE,REGULAR
CINEPOLIS RIOMAR KENNEDY - SALA 03,EM FUNCIONAMENTO,14/06/2021,197.0,4.0,1.0,1.0,SIM,NÃO,SIM,FORTALEZA,60355-512,CE,REGULAR
CINEPOLIS RIOMAR KENNEDY - SALA 04,EM FUNCIONAMENTO,14/06/2021,183.0,4.0,1.0,1.0,SIM,NÃO,SIM,FORTALEZA,60355-512,CE,REGULAR
CINEPOLIS RIOMAR KENNEDY - SALA 05,EM FUNCIONAMENTO,14/06/2021,157.0,4.0,1.0,1.0,SIM,NÃO,SIM,FORTALEZA,60355-512,CE,REGULAR
CINEPOLIS RIOMAR KENNEDY - SALA 06,EM FUNCIONAMENTO,14/06/2021,159.0,4.0,1.0,1.0,SIM,NÃO,SIM,FORTALEZA,60355-512,CE,REGULAR
CINÉPOLIS SANTA MARIA - SALA 1,EM FUNCIONAMENTO,20/05/2021,327.0,6.0,3.0,3.0,SIM,NÃO,SIM,SANTA MARIA,97030-630,RS,REGULAR
CINÉPOLIS SANTA MARIA - SALA 2,EM FUNCIONAMENTO,18/09/2021,237.0,5.0,2.0,2.0,SIM,NÃO,SIM,SANTA MARIA,97030-630,RS,REGULAR
CINÉPOLIS SANTA MARIA - SALA 3,EM FUNCIONAMENTO,18/09/2021,157.0,4.0,1.0,1.0,SIM,NÃO,SIM,SANTA MARIA,97030-630,RS,REGULAR
CINÉPOLIS SANTA MARIA - SALA 4,EM FUNCIONAMENTO,20/05/2021,157.0,4.0,1.0,1.0,SIM,NÃO,SIM,SANTA MARIA,97030-630,RS,REGULAR
CINÉPOLIS SANTA MARIA - SALA 5,EM FUNCIONAMENTO,20/05/2021,168.0,4.0,1.0,1.0,SIM,NÃO,SIM,SANTA MARIA,97030-630,RS,REGULAR
CINÉPOLIS SHOPPING CERRADO SALA 01,EM FUNCIONAMENTO,16/07/2021,241.0,5.0,3.0,3.0,SIM,NÃO,SIM,GOIÂNIA,74435-300,GO,REGULAR
CINÉPOLIS SHOPPING CERRADO SALA 02,EM FUNCIONAMENTO,16/07/2021,343.0,7.0,3.0,3.0,SIM,NÃO,SIM,GOIÂNIA,74435-300,GO,REGULAR
CINÉPOLIS SHOPPING CERRADO SALA 03,EM FUNCIONAMENTO,16/07/2021,197.0,4.0,1.0,1.0,SIM,NÃO,SIM,GOIÂNIA,74435-300,GO,REGULAR
CINÉPOLIS SHOPPING CERRADO SALA 04,EM FUNCIONAMENTO,13/09/2021,163.0,4.0,1.0,1.0,NÃO,NÃO,NÃO,GOIÂNIA,74435-300,GO,REGULAR
CINÉPOLIS SHOPPING CERRADO SALA 06,EM FUNCIONAMENTO,16/07/2021,230.0,5.0,3.0,3.0,SIM,NÃO,SIM,GOIÂNIA,74435-300,GO,REGULAR
CINÉPOLIS SHOPPING CERRADO SALA 07,EM FUNCIONAMENTO,16/07/2021,176.0,4.0,1.0,1.0,SIM,NÃO,SIM,GOIÂNIA,74435-300,GO,REGULAR
CINÉPOLIS SHOPPING CERRADO SALA MACRO XE 05,EM FUNCIONAMENTO,16/07/2021,372.0,7.0,4.0,4.0,SIM,NÃO,SIM,GOIÂNIA,74435-300,GO,REGULAR
CINÉPOLIS SHOPPING GUARARAPES - SALA 1,EM FUNCIONAMENTO,22/09/2022,185.0,6.0,,,SIM,NÃO,SIM,JABOATÃO DOS GUARARAPES,54410-902,PE,REGULAR
CINÉPOLIS SHOPPING GUARARAPES - SALA 10,EM FUNCIONAMENTO,22/06/2021,140.0,6.0,,,SIM,NÃO,SIM,JABOATÃO DOS GUARARAPES,54410-902,PE,REGULAR
CINÉPOLIS SHOPPING GUARARAPES - SALA 2,EM FUNCIONAMENTO,01/12/2022,140.0,6.0,,,SIM,NÃO,SIM,JABOATÃO DOS GUARARAPES,54410-902,PE,REGULAR
CINÉPOLIS SHOPPING GUARARAPES - SALA 3,EM FUNCIONAMENTO,03/03/2022,140.0,6.0,,,SIM,NÃO,SIM,JABOATÃO DOS GUARARAPES,54410-902,PE,REGULAR
CINÉPOLIS SHOPPING GUARARAPES - SALA 4,EM FUNCIONAMENTO,24/09/2022,140.0,6.0,,,SIM,NÃO,SIM,JABOATÃO DOS GUARARAPES,54410-902,PE,REGULAR
CINÉPOLIS SHOPPING GUARARAPES - SALA 5,EM FUNCIONAMENTO,22/09/2022,185.0,6.0,,,SIM,NÃO,SIM,JABOATÃO DOS GUARARAPES,54410-902,PE,REGULAR
CINÉPOLIS SHOPPING GUARARAPES - SALA 6,EM FUNCIONAMENTO,07/07/2021,456.0,6.0,,,SIM,NÃO,SIM,JABOATÃO DOS GUARARAPES,54410-902,PE,REGULAR
CINÉPOLIS SHOPPING GUARARAPES - SALA 7,EM FUNCIONAMENTO,22/06/2021,456.0,6.0,,,SIM,NÃO,SIM,JABOATÃO DOS GUARARAPES,54410-902,PE,REGULAR
CINÉPOLIS SHOPPING GUARARAPES - SALA 8,EM FUNCIONAMENTO,22/06/2021,185.0,6.0,,,SIM,NÃO,SIM,JABOATÃO DOS GUARARAPES,54410-902,PE,REGULAR
CINÉPOLIS SHOPPING GUARARAPES - SALA 9,EM FUNCIONAMENTO,22/06/2021,140.0,6.0,,,SIM,NÃO,SIM,JABOATÃO DOS GUARARAPES,54410-902,PE,REGULAR
SALA 1 MAKRO,EM FUNCIONAMENTO,09/06/2021,291.0,6.0,6.0,3.0,SIM,NÃO,SIM,RIBEIRÃO PRETO,14027-250,SP,REGULAR
SALA 2 VIP,EM FUNCIONAMENTO,07/06/2021,90.0,3.0,,-1.0,SIM,NÃO,SIM,RIBEIRÃO PRETO,14027-250,SP,REGULAR
SALA 3 VIP,EM FUNCIONAMENTO,07/06/2021,90.0,3.0,,,SIM,NÃO,SIM,RIBEIRÃO PRETO,14027-250,SP,REGULAR
SALA 4 TRADICIONAL,EM FUNCIONAMENTO,07/06/2021,178.0,4.0,1.0,1.0,SIM,NÃO,SIM,RIBEIRÃO PRETO,14027-250,SP,REGULAR
SALA 5 TRADICIONAL,EM FUNCIONAMENTO,07/06/2021,178.0,4.0,1.0,1.0,SIM,NÃO,SIM,RIBEIRÃO PRETO,14027-250,SP,REGULAR
SALA 6 TRADICIONAL,EM FUNCIONAMENTO,07/06/2021,148.0,4.0,1.0,1.0,SIM,NÃO,SIM,RIBEIRÃO PRETO,14027-250,SP,REGULAR
SALA CINEPOLIS SÃO BERNARDO 01,EM FUNCIONAMENTO,29/04/2021,464.0,7.0,4.0,4.0,SIM,NÃO,SIM,SÃO BERNARDO DO CAMPO,09721-000,SP,REGULAR
SALA CINEPOLIS SÃO BERNARDO 02,EM FUNCIONAMENTO,23/09/2022,201.0,2.0,,,SIM,NÃO,SIM,SÃO BERNARDO DO CAMPO,09721-000,SP,REGULAR
SALA CINEPOLIS SÃO BERNARDO 03,EM FUNCIONAMENTO,05/06/2021,121.0,4.0,3.0,3.0,SIM,NÃO,SIM,SÃO BERNARDO DO CAMPO,09721-000,SP,REGULAR
SALA CINEPOLIS SÃO BERNARDO 04,EM FUNCIONAMENTO,26/04/2021,130.0,4.0,1.0,1.0,SIM,NÃO,SIM,SÃO BERNARDO DO CAMPO,09721-000,SP,REGULAR
SALA CINEPOLIS SÃO BERNARDO 05,EM FUNCIONAMENTO,26/04/2021,130.0,4.0,1.0,1.0,SIM,NÃO,SIM,SÃO BERNARDO DO CAMPO,09721-000,SP,REGULAR
SALA CINEPOLIS SÃO BERNARDO 06,EM FUNCIONAMENTO,29/04/2021,165.0,4.0,2.0,2.0,SIM,NÃO,SIM,SÃO BERNARDO DO CAMPO,09721-000,SP,REGULAR
SALA CINEPOLIS SÃO BERNARDO 07,EM FUNCIONAMENTO,26/04/2021,200.0,4.0,2.0,2.0,SIM,NÃO,SIM,SÃO BERNARDO DO CAMPO,09721-000,SP,REGULAR
SALA CINEPOLIS SÃO BERNARDO 08,EM FUNCIONAMENTO,29/04/2021,175.0,4.0,2.0,2.0,SIM,NÃO,SIM,SÃO BERNARDO DO CAMPO,09721-000,SP,REGULAR
CINÉPOLIS SÃO GONÇALO SHOPPING - SALA 1,EM FUNCIONAMENTO,26/04/2021,169.0,6.0,,,SIM,NÃO,SIM,SÃO GONÇALO,24466-315,RJ,REGULAR
CINÉPOLIS SÃO GONÇALO SHOPPING - SALA 2,EM FUNCIONAMENTO,26/04/2021,159.0,6.0,,,SIM,NÃO,SIM,SÃO GONÇALO,24466-315,RJ,REGULAR
CINÉPOLIS SÃO GONÇALO SHOPPING - SALA 3,EM FUNCIONAMENTO,29/04/2021,169.0,6.0,,,SIM,NÃO,SIM,SÃO GONÇALO,24466-315,RJ,REGULAR
CINÉPOLIS SÃO GONÇALO SHOPPING - SALA 4,EM FUNCIONAMENTO,29/04/2021,174.0,6.0,,,SIM,NÃO,SIM,SÃO GONÇALO,24466-315,RJ,REGULAR
CINÉPOLIS SÃO GONÇALO SHOPPING - SALA 5,EM FUNCIONAMENTO,12/06/2021,169.0,6.0,,,SIM,NÃO,SIM,SÃO GONÇALO,24466-315,RJ,REGULAR
CINÉPOLIS SÃO GONÇALO SHOPPING - SALA 6,EM FUNCIONAMENTO,29/04/2021,169.0,6.0,,,SIM,NÃO,SIM,SÃO GONÇALO,24466-315,RJ,REGULAR
CINÉPOLIS SÃO GONÇALO SHOPPING - SALA 7,EM FUNCIONAMENTO,20/05/2021,213.0,6.0,,,SIM,NÃO,SIM,SÃO GONÇALO,24466-315,RJ,REGULAR
CINÉPOLIS SÃO GONÇALO SHOPPING - SALA 8,EM FUNCIONAMENTO,29/04/2021,208.0,6.0,,,SIM,NÃO,SIM,SÃO GONÇALO,24466-315,RJ,REGULAR
CINÉPOLIS SÃO LUIS SALA 01 - VIP,EM FUNCIONAMENTO,17/05/2022,48.0,2.0,1.0,1.0,SIM,NÃO,SIM,SÃO LUÍS,65076-820,MA,REGULAR
CINÉPOLIS SÃO LUIS SALA 02 - VIP,EM FUNCIONAMENTO,24/02/2022,49.0,2.0,1.0,1.0,SIM,NÃO,SIM,SÃO LUÍS,65076-820,MA,REGULAR
CINÉPOLIS SÃO LUIS SALA 03 - VIP,EM FUNCIONAMENTO,22/07/2021,78.0,3.0,1.0,1.0,SIM,NÃO,SIM,SÃO LUÍS,65076-820,MA,REGULAR
CINÉPOLIS SÃO LUIS SALA 04,EM FUNCIONAMENTO,22/07/2021,165.0,2.0,,,SIM,NÃO,SIM,SÃO LUÍS,65076-820,MA,REGULAR
CINÉPOLIS SÃO LUIS SALA 05,EM FUNCIONAMENTO,22/07/2021,173.0,2.0,,,SIM,NÃO,SIM,SÃO LUÍS,65076-820,MA,REGULAR
CINÉPOLIS SÃO LUIS SALA 06,EM FUNCIONAMENTO,22/07/2021,237.0,2.0,,,SIM,NÃO,SIM,SÃO LUÍS,65076-820,MA,REGULAR
CINÉPOLIS SÃO LUIS SALA 07,EM FUNCIONAMENTO,25/11/2022,237.0,2.0,,,SIM,NÃO,SIM,SÃO LUÍS,65076-820,MA,REGULAR
CINÉPOLIS SÃO LUIS SALA 08,EM FUNCIONAMENTO,22/07/2021,323.0,2.0,,,SIM,NÃO,SIM,SÃO LUÍS,65076-820,MA,REGULAR
