NOME_SALA,SITUACAO_SALA,DATA_SITUACAO_SALA,ASSENTOS_SALA,ASSENTOS_CADEIRANTES,ASSENTOS_MOBILIDADE_REDUZIDA,ASSENTOS_OBESIDADE,ACESSO_ASSENTOS_COM_RAMPA,ACESSO_SALA_COM_RAMPA,BANHEIROS_ACESSIVEIS,MUNICIPIO_COMPLEXO,CEP_COMPLEXO,UF_COMPLEXO,SITUACAO_EXIBIDOR
CINEX PALMAS 04,EM FUNCIONAMENTO,16/01/2022,125.0,2.0,0.0,0.0,NÃO,NÃO,NÃO,PALMAS,77015-004,TO,REGULAR
CINE PONTA GROSSA 04,EM FUNCIONAMENTO,16/01/2022,253.0,2.0,0.0,0.0,NÃO,NÃO,SIM,PONTA GROSSA,84053-000,PR,REGULAR
CINEX PONTA GROSSA 01,EM FUNCIONAMENTO,16/01/2022,174.0,2.0,0.0,0.0,NÃO,NÃO,NÃO,PONTA GROSSA,84053-000,PR,REGULAR
CINEX PONTA GROSSA 02,EM FUNCIONAMENTO,16/01/2022,215.0,2.0,0.0,0.0,NÃO,NÃO,NÃO,PONTA GROSSA,84053-000,PR,REGULAR
CINEX PONTA GROSSA 03,EM FUNCIONAMENTO,16/01/2022,157.0,2.0,0.0,0.0,NÃO,NÃO,SIM,PONTA GROSSA,84053-000,PR,REGULAR
CINEX SÃO LUÍS 01,EM FUNCIONAMENTO,08/07/2022,167.0,2.0,0.0,0.0,SIM,SIM,NÃO,SÃO LUÍS,65053-780,MA,REGULAR
CINEX SÃO LUÍS 03,EM FUNCIONAMENTO,14/07/2022,117.0,2.0,0.0,0.0,SIM,SIM,NÃO,SÃO LUÍS,65053-780,MA,REGULAR
CINEX SÃO LUÍS 04,EM FUNCIONAMENTO,07/07/2022,166.0,2.0,0.0,0.0,SIM,SIM,NÃO,SÃO LUÍS,65053-780,MA,REGULAR
CINE XTREME,EM FUNCIONAMENTO,01/10/2020,190.0,2.0,1.0,1.0,SIM,NÃO,SIM,ITAMARAJU,45836-000,BA,REGULAR
CINUSP MARIA ANTÔNIA,EM FUNCIONAMENTO,24/05/2013,70.0,2.0,,,NÃO,NÃO,SIM,SÃO PAULO,01222-010,SP,REGULAR
UNIVERSIDADE DE SAO PAULO,EM FUNCIONAMENTO,13/10/1993,100.0,2.0,,,SIM,NÃO,SIM,SÃO PAULO,05508-060,SP,REGULAR
CINÉPOLIS AMAPÁ GARDEN SHOPPING - SALA 1,EM FUNCIONAMENTO,08/12/2021,85.0,3.0,,,SIM,NÃO,SIM,MACAPÁ,68903-419,AP,REGULAR
CINÉPOLIS AMAPÁ GARDEN SHOPPING - SALA 2,EM FUNCIONAMENTO,29/04/2021,85.0,3.0,,,SIM,NÃO,SIM,MACAPÁ,68903-419,AP,REGULAR
CINÉPOLIS AMAPÁ GARDEN SHOPPING - SALA 3,EM FUNCIONAMENTO,18/10/2021,376.0,7.0,4.0,4.0,SIM,NÃO,SIM,MACAPÁ,68903-419,AP,REGULAR
CINÉPOLIS AMAPÁ GARDEN SHOPPING - SALA 4,EM FUNCIONAMENTO,06/05/2021,355.0,7.0,4.0,4.0,SIM,NÃO,SIM,MACAPÁ,68903-419,AP,REGULAR
CINÉPOLIS AMAPÁ GARDEN SHOPPING - SALA 5,EM FUNCIONAMENTO,29/04/2021,196.0,4.0,1.0,1.0,SIM,NÃO,SIM,MACAPÁ,68903-419,AP,REGULAR
CINÉPOLIS AMAPÁ GARDEN SHOPPING - SALA 6,EM FUNCIONAMENTO,18/10/2021,130.0,4.0,1.0,1.0,SIM,NÃO,SIM,MACAPÁ,68903-419,AP,REGULAR
CINÉPOLIS AMAPÁ GARDEN SHOPPING - SALA 7,EM FUNCIONAMENTO,12/05/2021,130.0,4.0,1.0,1.0,SIM,NÃO,SIM,MACAPÁ,68903-419,AP,REGULAR
CINÉPOLIS AMAPÁ GARDEN SHOPPING - SALA 8,EM FUNCIONAMENTO,11/05/2021,252.0,5.0,3.0,3.0,SIM,NÃO,SIM,MACAPÁ,68903-419,AP,REGULAR
SALA CINEPOLIS BAURU 01,EM FUNCIONAMENTO,29/04/2021,403.0,8.0,4.0,4.0,NÃO,NÃO,SIM,BAURU,17010-040,SP,REGULAR
SALA CINEPOLIS BAURU 02,EM FUNCIONAMENTO,21/05/2021,246.0,5.0,2.0,2.0,SIM,NÃO,SIM,BAURU,17010-040,SP,REGULAR
SALA CINEPOLIS BAURU 03,EM FUNCIONAMENTO,12/11/2021,335.0,7.0,3.0,3.0,SIM,NÃO,SIM,BAURU,17010-040,SP,REGULAR
SALA CINEPOLIS BAURU 04,EM FUNCIONAMENTO,26/04/2021,215.0,4.0,2.0,2.0,SIM,NÃO,SIM,BAURU,17010-040,SP,REGULAR
SALA CINEPOLIS BAURU 05,EM FUNCIONAMENTO,25/06/2021,215.0,4.0,2.0,2.0,SIM,NÃO,SIM,BAURU,17010-040,SP,REGULAR
SALA CINEPOLIS BAURU 06,EM FUNCIONAMENTO,26/04/2021,236.0,5.0,2.0,2.0,SIM,NÃO,SIM,BAURU,17010-040,SP,REGULAR
CINÉPOLIS CAMPINAS SHOPPING - SALA 1,EM FUNCIONAMENTO,03/06/2021,336.0,6.0,,,SIM,NÃO,SIM,CAMPINAS,13050-008,SP,REGULAR
CINÉPOLIS CAMPINAS SHOPPING - SALA 10,EM FUNCIONAMENTO,29/04/2021,131.0,6.0,,,SIM,NÃO,SIM,CAMPINAS,13050-008,SP,REGULAR
CINÉPOLIS CAMPINAS SHOPPING - SALA 2,EM FUNCIONAMENTO,29/04/2021,308.0,6.0,,,SIM,NÃO,SIM,CAMPINAS,13050-008,SP,REGULAR
CINÉPOLIS CAMPINAS SHOPPING - SALA 3,EM FUNCIONAMENTO,29/04/2021,185.0,6.0,,,SIM,NÃO,SIM,CAMPINAS,13050-008,SP,REGULAR
CINÉPOLIS CAMPINAS SHOPPING - SALA 4,EM FUNCIONAMENTO,26/06/2021,185.0,6.0,,,SIM,NÃO,SIM,CAMPINAS,13050-008,SP,REGULAR
CINÉPOLIS CAMPINAS SHOPPING - SALA 5,EM FUNCIONAMENTO,26/04/2021,225.0,6.0,,,SIM,NÃO,SIM,CAMPINAS,13050-008,SP,REGULAR
CINÉPOLIS CAMPINAS SHOPPING - SALA 6,EM FUNCIONAMENTO,06/05/2021,105.0,6.0,,,SIM,NÃO,SIM,CAMPINAS,13050-008,SP,REGULAR
CINÉPOLIS CAMPINAS SHOPPING - SALA 7,EM FUNCIONAMENTO,26/04/2021,150.0,6.0,,,SIM,NÃO,SIM,CAMPINAS,13050-008,SP,REGULAR
CINÉPOLIS CAMPINAS SHOPPING - SALA 8,EM FUNCIONAMENTO,26/04/2021,161.0,6.0,,,SIM,NÃO,SIM,CAMPINAS,13050-008,SP,REGULAR
CINÉPOLIS CAMPINAS SHOPPING - SALA 9,EM FUNCIONAMENTO,29/04/2021,122.0,6.0,,,SIM,NÃO,SIM,CAMPINAS,13050-008,SP,REGULAR
CINEPOLIS CARAPICUIBA 01,EM FUNCIONAMENTO,29/04/2021,179.0,4.0,1.0,1.0,SIM,NÃO,SIM,CARAPICUÍBA,06382-260,SP,REGULAR
CINEPOLIS CARAPICUIBA 02,EM FUNCIONAMENTO,26/04/2021,262.0,5.0,3.0,3.0,NÃO,NÃO,SIM,CARAPICUÍBA,06382-260,SP,REGULAR
CINEPOLIS CARAPICUIBA 03,EM FUNCIONAMENTO,21/07/2021,377.0,8.0,4.0,4.0,NÃO,NÃO,SIM,CARAPICUÍBA,06382-260,SP,REGULAR
CINEPOLIS CARAPICUIBA 04,EM FUNCIONAMENTO,26/04/2021,262.0,5.0,3.0,3.0,NÃO,NÃO,SIM,CARAPICUÍBA,06382-260,SP,REGULAR
CINEPOLIS CARAPICUIBA 05,EM FUNCIONAMENTO,09/04/2022,179.0,4.0,1.0,1.0,NÃO,NÃO,SIM,CARAPICUÍBA,06382-260,SP,REGULAR
CINÉPOLIS CENTER SHOPPING UBERLÂNDIA - SALA 1,EM FUNCIONAMENTO,26/11/2021,160.0,2.0,,4.0,SIM,NÃO,SIM,UBERLÂNDIA,38405-140,MG,REGULAR
CINÉPOLIS CENTER SHOPPING UBERLÂNDIA - SALA 10 VIP,EM FUNCIONAMENTO,26/11/2021,94.0,3.0,1.0,1.0,SIM,NÃO,SIM,UBERLÂNDIA,38405-140,MG,REGULAR
CINÉPOLIS CENTER SHOPPING UBERLÂNDIA - SALA 2,EM FUNCIONAMENTO,12/12/2021,176.0,2.0,,4.0,SIM,NÃO,SIM,UBERLÂNDIA,38405-140,MG,REGULAR
CINÉPOLIS CENTER SHOPPING UBERLÂNDIA - SALA 3,EM FUNCIONAMENTO,26/11/2021,176.0,2.0,,4.0,SIM,NÃO,SIM,UBERLÂNDIA,38405-140,MG,REGULAR
CINÉPOLIS CENTER SHOPPING UBERLÂNDIA - SALA 4,EM FUNCIONAMENTO,26/11/2021,289.0,4.0,,6.0,SIM,NÃO,SIM,UBERLÂNDIA,38405-140,MG,REGULAR
CINÉPOLIS CENTER SHOPPING UBERLÂNDIA - SALA 5,EM FUNCIONAMENTO,26/11/2021,289.0,4.0,,6.0,SIM,NÃO,SIM,UBERLÂNDIA,38405-140,MG,REGULAR
CINÉPOLIS CENTER SHOPPING UBERLÂNDIA - SALA 6,EM FUNCIONAMENTO,26/11/2021,289.0,4.0,,6.0,SIM,NÃO,SIM,UBERLÂNDIA,38405-140,MG,REGULAR
CINÉPOLIS CENTER SHOPPING UBERLÂNDIA - SALA 7,EM FUNCIONAMENTO,26/11/2021,289.0,4.0,,6.0,SIM,NÃO,SIM,UBERLÂNDIA,38405-140,MG,REGULAR
CINÉPOLIS CENTER SHOPPING UBERLÂNDIA - SALA 8,EM FUNCIONAMENTO,26/11/2021,176.0,2.0,,4.0,SIM,NÃO,SIM,UBERLÂNDIA,38405-140,MG,REGULAR
CINÉPOLIS CENTER SHOPPING UBERLÂNDIA - SALA 9 VIP,EM FUNCIONAMENTO,26/11/2021,94.0,3.0,1.0,1.0,SIM,NÃO,SIM,UBERLÂNDIA,38405-140,MG,REGULAR
CINÉPOLIS ESTAÇÃO CUIABÁ 01,EM FUNCIONAMENTO,26/04/2021,259.0,5.0,2.0,2.0,SIM,NÃO,SIM,CUIABÁ,78040-365,MT,REGULAR
CINÉPOLIS ESTAÇÃO CUIABÁ 02,EM FUNCIONAMENTO,25/10/2022,208.0,4.0,2.0,2.0,SIM,NÃO,SIM,CUIABÁ,78040-365,MT,REGULAR
CINÉPOLIS ESTAÇÃO CUIABÁ 03,EM FUNCIONAMENTO,07/11/2021,208.0,4.0,2.0,2.0,SIM,NÃO,SIM,CUIABÁ,78040-365,MT,REGULAR
CINÉPOLIS ESTAÇÃO CUIABÁ 04,EM FUNCIONAMENTO,29/04/2021,208.0,4.0,2.0,2.0,SIM,NÃO,SIM,CUIABÁ,78040-365,MT,REGULAR
CINÉPOLIS ESTAÇÃO CUIABÁ 05 - MACROXE,EM FUNCIONAMENTO,05/08/2021,378.0,7.0,4.0,4.0,SIM,NÃO,SIM,CUIABÁ,78040-365,MT,REGULAR
CINÉPOLIS ESTAÇÃO CUIABÁ 06 - VIP,EM FUNCIONAMENTO,21/10/2021,81.0,3.0,3.0,75.0,SIM,NÃO,SIM,CUIABÁ,78040-365,MT,REGULAR
CINÉPOLIS ESTAÇÃO CUIABÁ 07 - VIP,EM FUNCIONAMENTO,26/04/2021,91.0,3.0,1.0,87.0,SIM,NÃO,SIM,CUIABÁ,78040-365,MT,REGULAR
GALLERIA CAMPINAS 01 - VIP,EM FUNCIONAMENTO,26/04/2021,76.0,3.0,1.0,1.0,SIM,NÃO,SIM,CAMPINAS,13091-605,SP,REGULAR
GALLERIA CAMPINAS 02 - VIP,EM FUNCIONAMENTO,26/04/2021,69.0,3.0,1.0,1.0,SIM,NÃO,SIM,CAMPINAS,13091-605,SP,REGULAR
GALLERIA CAMPINAS 03 - VIP,EM FUNCIONAMENTO,26/04/2021,69.0,3.0,1.0,1.0,SIM,NÃO,SIM,CAMPINAS,13091-605,SP,REGULAR
GALLERIA CAMPINAS 04 - VIP,EM FUNCIONAMENTO,26/04/2021,69.0,3.0,1.0,1.0,SIM,NÃO,SIM,CAMPINAS,13091-605,SP,REGULAR
GALLERIA CAMPINAS 05 - JUNIOR,EM FUNCIONAMENTO,23/12/2021,100.0,3.0,1.0,1.0,SIM,NÃO,SIM,CAMPINAS,13091-605,SP,REGULAR
SALA 1 ESPLANADA TRADICIONAL,EM FUNCIONAMENTO,29/04/2021,215.0,4.0,2.0,2.0,SIM,NÃO,SIM,VOTORANTIM,18110-650,SP,REGULAR
SALA 10 ESPLANADA VIP,EM FUNCIONAMENTO,05/06/2021,50.0,2.0,1.0,1.0,SIM,NÃO,SIM,VOTORANTIM,18110-650,SP,REGULAR
SALA 2 ESPLANADA TRADICIONAL,EM FUNCIONAMENTO,26/04/2021,215.0,4.0,2.0,2.0,SIM,NÃO,SIM,VOTORANTIM,18110-650,SP,REGULAR
SALA 3 ESPLANADA MACRO,EM FUNCIONAMENTO,29/04/2021,384.0,8.0,4.0,4.0,SIM,NÃO,SIM,VOTORANTIM,18110-650,SP,REGULAR
SALA 4 ESPLANADA TRADICIONAL,EM FUNCIONAMENTO,26/04/2021,252.0,5.0,3.0,3.0,SIM,NÃO,SIM,VOTORANTIM,18110-650,SP,REGULAR
SALA 5 ESPLANADA TRADICIONAL,EM FUNCIONAMENTO,24/06/2021,258.0,5.0,3.0,3.0,SIM,NÃO,SIM,VOTORANTIM,18110-650,SP,REGULAR
SALA 6 ESPLANADA TRADICIONAL,EM FUNCIONAMENTO,03/06/2021,144.0,4.0,1.0,1.0,SIM,NÃO,SIM,VOTORANTIM,18110-650,SP,REGULAR
SALA 7 ESPLANADA TRADICIONAL,EM FUNCIONAMENTO,29/04/2021,149.0,4.0,1.0,1.0,SIM,NÃO,SIM,VOTORANTIM,18110-650,SP,REGULAR
SALA 8 ESPLANADA VIP,EM FUNCIONAMENTO,26/04/2021,58.0,3.0,1.0,1.0,SIM,NÃO,SIM,VOTORANTIM,18110-650,SP,REGULAR
SALA 9 ESPLANADA VIP,EM FUNCIONAMENTO,26/04/2021,51.0,2.0,1.0,1.0,SIM,NÃO,SIM,VOTORANTIM,18110-650,SP,REGULAR
CINEPOLIS ITAQUA GARDEN - SALA 01,EM FUNCIONAMENTO,26/04/2021,307.0,6.0,3.0,3.0,SIM,NÃO,SIM,ITAQUAQUECETUBA,08598-000,SP,REGULAR
CINEPOLIS ITAQUA GARDEN - SALA 02,EM FUNCIONAMENTO,29/04/2021,185.0,4.0,1.0,1.0,SIM,NÃO,SIM,ITAQUAQUECETUBA,08598-000,SP,REGULAR
CINEPOLIS ITAQUA GARDEN - SALA 03,EM FUNCIONAMENTO,26/04/2021,204.0,4.0,1.0,1.0,SIM,NÃO,SIM,ITAQUAQUECETUBA,08598-000,SP,REGULAR
CINEPOLIS ITAQUA GARDEN - SALA 04,EM FUNCIONAMENTO,29/04/2021,150.0,4.0,1.0,1.0,SIM,NÃO,SIM,ITAQUAQUECETUBA,08598-000,SP,REGULAR
CINEPOLIS ITAQUA GARDEN - SALA 05,EM FUNCIONAMENTO,26/04/2021,307.0,6.0,3.0,3.0,SIM,NÃO,SIM,ITAQUAQUECETUBA,08598-000,SP,REGULAR
CINÉPOLIS ITAQUERA SALA 01,EM FUNCIONAMENTO,22/04/2022,426.0,6.0,1.0,1.0,SIM,NÃO,SIM,SÃO PAULO,08220-900,SP,REGULAR
CINÉPOLIS ITAQUERA SALA 02,EM FUNCIONAMENTO,13/10/2022,396.0,6.0,1.0,1.0,SIM,NÃO,SIM,SÃO PAULO,08220-900,SP,REGULAR
CINÉPOLIS ITAQUERA SALA 03,EM FUNCIONAMENTO,29/04/2021,323.0,6.0,1.0,1.0,SIM,NÃO,SIM,SÃO PAULO,08220-900,SP,REGULAR
CINÉPOLIS ITAQUERA SALA 04,EM FUNCIONAMENTO,03/07/2021,294.0,6.0,1.0,1.0,SIM,NÃO,SIM,SÃO PAULO,08220-900,SP,REGULAR
CINÉPOLIS ITAQUERA SALA 05,EM FUNCIONAMENTO,26/04/2021,296.0,6.0,1.0,1.0,SIM,NÃO,SIM,SÃO PAULO,08220-900,SP,REGULAR
CINÉPOLIS ITAQUERA SALA 06,EM FUNCIONAMENTO,29/04/2021,164.0,6.0,1.0,1.0,SIM,NÃO,SIM,SÃO PAULO,08220-900,SP,REGULAR
CINÉPOLIS ITAQUERA SALA 07,EM FUNCIONAMENTO,29/04/2021,211.0,6.0,1.0,1.0,SIM,NÃO,SIM,SÃO PAULO,08220-900,SP,REGULAR
CINÉPOLIS ITAQUERA SALA 08,EM FUNCIONAMENTO,29/04/2021,254.0,6.0,1.0,1.0,SIM,NÃO,SIM,SÃO PAULO,08220-900,SP,REGULAR
CINÉPOLIS JOCKEY PLAZA 1 - MACRO XE,EM FUNCIONAMENTO,09/07/2021,425.0,8.0,4.0,4.0,SIM,NÃO,SIM,CURITIBA,82810-350,PR,REGULAR
CINÉPOLIS JOCKEY PLAZA 2,EM FUNCIONAMENTO,09/07/2021,257.0,5.0,3.0,3.0,SIM,NÃO,SIM,CURITIBA,82810-350,PR,REGULAR
CINÉPOLIS JOCKEY PLAZA 3 - VIP,EM FUNCIONAMENTO,09/07/2021,62.0,3.0,1.0,1.0,SIM,NÃO,SIM,CURITIBA,82810-350,PR,REGULAR
CINÉPOLIS JOCKEY PLAZA 4 - VIP,EM FUNCIONAMENTO,09/07/2021,87.0,3.0,1.0,1.0,SIM,NÃO,SIM,CURITIBA,82810-350,PR,REGULAR
CINÉPOLIS JOCKEY PLAZA 5,EM FUNCIONAMENTO,09/07/2021,151.0,4.0,1.0,1.0,SIM,NÃO,SIM,CURITIBA,82810-350,PR,REGULAR
CINÉPOLIS JOCKEY PLAZA 6,EM FUNCIONAMENTO,09/07/2021,142.0,4.0,1.0,1.0,SIM,NÃO,SIM,CURITIBA,82810-350,PR,REGULAR
CINÉPOLIS JOCKEY PLAZA 7,EM FUNCIONAMENTO,09/07/2021,179.0,4.0,1.0,1.0,SIM,NÃO,SIM,CURITIBA,82810-350,PR,REGULAR
CINÉPOLIS JOCKEY PLAZA 8,EM FUNCIONAMENTO,09/07/2021,179.0,4.0,1.0,1.0,SIM,NÃO,SIM,CURITIBA,82810-350,PR,REGULAR
JUNDIAI SHOPPING 01,EM FUNCIONAMENTO,26/04/2021,240.0,5.0,2.0,2.0,SIM,NÃO,SIM,JUNDIAÍ,13208-056,SP,REGULAR
JUNDIAI SHOPPING 02,EM FUNCIONAMENTO,13/05/2021,400.0,8.0,4.0,4.0,SIM,NÃO,SIM,JUNDIAÍ,13208-056,SP,REGULAR
JUNDIAI SHOPPING 03,EM FUNCIONAMENTO,29/04/2021,319.0,7.0,3.0,3.0,NÃO,NÃO,NÃO,JUNDIAÍ,13208-056,SP,REGULAR
JUNDIAI SHOPPING 04,EM FUNCIONAMENTO,20/07/2021,170.0,4.0,1.0,1.0,SIM,NÃO,SIM,JUNDIAÍ,13208-056,SP,REGULAR
JUNDIAI SHOPPING 05,EM FUNCIONAMENTO,29/04/2021,155.0,4.0,1.0,1.0,SIM,NÃO,SIM,JUNDIAÍ,13208-056,SP,REGULAR
JUNDIAI SHOPPING 06,EM FUNCIONAMENTO,29/04/2021,167.0,4.0,1.0,1.0,SIM,NÃO,SIM,JUNDIAÍ,13208-056,SP,REGULAR
JUNDIAI SHOPPING 07,EM FUNCIONAMENTO,22/02/2022,128.0,4.0,1.0,1.0,SIM,NÃO,SIM,JUNDIAÍ,13208-056,SP,REGULAR
JUNDIAI SHOPPING 08 - VIP,EM FUNCIONAMENTO,26/04/2021,70.0,3.0,0.0,0.0,SIM,NÃO,SIM,JUNDIAÍ,13208-056,SP,REGULAR
JUNDIAI SHOPPING 09 - VIP,EM FUNCIONAMENTO,26/04/2021,67.0,3.0,0.0,0.0,SIM,NÃO,SIM,JUNDIAÍ,13208-056,SP,REGULAR
JUNDIAI SHOPPING 10 - VIP,EM FUNCIONAMENTO,26/04/2021,70.0,3.0,0.0,0.0,SIM,NÃO,SIM,JUNDIAÍ,13208-056,SP,REGULAR
SALA 01,EM FUNCIONAMENTO,24/06/2021,131.0,4.0,1.0,1.0,SIM,NÃO,SIM,SÃO PAULO,04752-005,SP,REGULAR
SALA 04,EM FUNCIONAMENTO,08/11/2021,179.0,4.0,1.0,1.0,SIM,NÃO,SIM,SÃO PAULO,04752-005,SP,REGULAR
SALA 05,EM FUNCIONAMENTO,26/04/2021,131.0,4.0,1.0,1.0,SIM,NÃO,SIM,SÃO PAULO,04752-005,SP,REGULAR
SALA 06,EM FUNCIONAMENTO,13/05/2021,131.0,4.0,1.0,1.0,SIM,NÃO,SIM,SÃO PAULO,04752-005,SP,REGULAR
SALA 07,EM FUNCIONAMENTO,26/04/2021,217.0,4.0,2.0,2.0,SIM,NÃO,SIM,SÃO PAULO,04752-005,SP,REGULAR
SALA 08,EM FUNCIONAMENTO,26/04/2021,136.0,4.0,2.0,2.0,SIM,NÃO,SIM,SÃO PAULO,04752-005,SP,REGULAR
CINÉPOLIS MANAUS PLAZA - SALA 1,EM FUNCIONAMENTO,01/07/2021,336.0,5.0,,,SIM,NÃO,SIM,MANAUS,69050-010,AM,REGULAR
CINÉPOLIS MANAUS PLAZA - SALA 2,EM FUNCIONAMENTO,01/07/2021,336.0,5.0,,,SIM,NÃO,SIM,MANAUS,69050-010,AM,REGULAR
CINÉPOLIS MANAUS PLAZA - SALA 3,EM FUNCIONAMENTO,01/07/2021,165.0,4.0,,,SIM,NÃO,SIM,MANAUS,69050-010,AM,REGULAR
CINÉPOLIS MANAUS PLAZA - SALA 4,EM FUNCIONAMENTO,01/07/2021,165.0,4.0,,,SIM,NÃO,SIM,MANAUS,69050-010,AM,REGULAR
CINÉPOLIS MANAUS PLAZA - SALA 5,EM FUNCIONAMENTO,01/07/2021,165.0,4.0,,,SIM,NÃO,SIM,MANAUS,69050-010,AM,REGULAR
CINÉPOLIS MANAUS PLAZA - SALA 6,EM FUNCIONAMENTO,01/07/2021,156.0,4.0,,,SIM,NÃO,SIM,MANAUS,69050-010,AM,REGULAR
CINÉPOLIS MANAUS PLAZA - SALA 7,EM FUNCIONAMENTO,01/07/2021,144.0,4.0,,,SIM,NÃO,SIM,MANAUS,69050-010,AM,REGULAR
CINÉPOLIS MANAUS PLAZA - SALA 8,EM FUNCIONAMENTO,15/12/2022,142.0,4.0,,,SIM,NÃO,SIM,MANAUS,69050-010,AM,REGULAR
CINÉPOLIS MANAÍRA SHOPPING - SALA 1,EM FUNCIONAMENTO,29/04/2022,142.0,6.0,1.0,1.0,SIM,NÃO,SIM,JOÃO PESSOA,58038-680,PB,REGULAR
CINÉPOLIS MANAÍRA SHOPPING - SALA 10,EM FUNCIONAMENTO,05/07/2021,86.0,3.0,1.0,1.0,SIM,NÃO,SIM,JOÃO PESSOA,58038-680,PB,REGULAR
CINÉPOLIS MANAÍRA SHOPPING - SALA 11,EM FUNCIONAMENTO,01/08/2021,86.0,3.0,1.0,1.0,SIM,NÃO,SIM,JOÃO PESSOA,58038-680,PB,REGULAR
CINÉPOLIS MANAÍRA SHOPPING - SALA 2,EM FUNCIONAMENTO,05/07/2021,132.0,6.0,1.0,1.0,SIM,NÃO,SIM,JOÃO PESSOA,58038-680,PB,REGULAR
CINÉPOLIS MANAÍRA SHOPPING - SALA 3,EM FUNCIONAMENTO,11/11/2021,156.0,6.0,1.0,1.0,SIM,NÃO,SIM,JOÃO PESSOA,58038-680,PB,REGULAR
CINÉPOLIS MANAÍRA SHOPPING - SALA 4,EM FUNCIONAMENTO,05/07/2021,132.0,6.0,1.0,1.0,SIM,NÃO,SIM,JOÃO PESSOA,58038-680,PB,REGULAR
CINÉPOLIS MANAÍRA SHOPPING - SALA 5,EM FUNCIONAMENTO,13/03/2023,289.0,6.0,1.0,1.0,SIM,NÃO,SIM,JOÃO PESSOA,58038-680,PB,REGULAR
CINÉPOLIS MANAÍRA SHOPPING - SALA 6,EM FUNCIONAMENTO,09/10/2021,200.0,6.0,1.0,1.0,SIM,NÃO,SIM,JOÃO PESSOA,58038-680,PB,REGULAR
CINÉPOLIS MANAÍRA SHOPPING - SALA 7,EM FUNCIONAMENTO,05/07/2021,158.0,6.0,1.0,1.0,SIM,NÃO,SIM,JOÃO PESSOA,58038-680,PB,REGULAR
CINÉPOLIS MANAÍRA SHOPPING - SALA 8,EM FUNCIONAMENTO,05/07/2021,120.0,6.0,1.0,1.0,NÃO,NÃO,SIM,JOÃO PESSOA,58038-680,PB,REGULAR
CINÉPOLIS MANAÍRA SHOPPING - SALA 9,EM FUNCIONAMENTO,05/07/2021,479.0,9.0,3.0,4.0,SIM,NÃO,SIM,JOÃO PESSOA,58038-680,PB,REGULAR
CINÉPOLIS MANGABEIRA SALA 01,EM FUNCIONAMENTO,05/07/2021,465.0,9.0,5.0,5.0,SIM,NÃO,SIM,JOÃO PESSOA,58055-018,PB,REGULAR
CINÉPOLIS MANGABEIRA SALA 02,EM FUNCIONAMENTO,05/07/2021,144.0,4.0,1.0,1.0,SIM,NÃO,SIM,JOÃO PESSOA,58055-018,PB,REGULAR
CINÉPOLIS MANGABEIRA SALA 03,EM FUNCIONAMENTO,05/07/2021,341.0,7.0,3.0,3.0,SIM,NÃO,SIM,JOÃO PESSOA,58055-018,PB,REGULAR
CINÉPOLIS MANGABEIRA SALA 04,EM FUNCIONAMENTO,05/07/2021,210.0,4.0,2.0,2.0,SIM,NÃO,SIM,JOÃO PESSOA,58055-018,PB,REGULAR
CINÉPOLIS MANGABEIRA SALA 05,EM FUNCIONAMENTO,05/07/2021,225.0,4.0,2.0,2.0,SIM,NÃO,SIM,JOÃO PESSOA,58055-018,PB,REGULAR
CINÉPOLIS MARÍLIA SHOPPING - SALA 1,EM FUNCIONAMENTO,26/04/2021,287.0,6.0,,,SIM,NÃO,SIM,MARÍLIA,17507-280,SP,REGULAR
CINÉPOLIS MARÍLIA SHOPPING - SALA 2,EM FUNCIONAMENTO,26/04/2021,251.0,6.0,,,SIM,NÃO,SIM,MARÍLIA,17507-280,SP,REGULAR
CINÉPOLIS MARÍLIA SHOPPING - SALA 3,EM FUNCIONAMENTO,26/04/2021,142.0,3.0,,,SIM,NÃO,SIM,MARÍLIA,17507-280,SP,REGULAR
CINÉPOLIS MARÍLIA SHOPPING - SALA 4,EM FUNCIONAMENTO,29/04/2021,142.0,3.0,,,SIM,NÃO,SIM,MARÍLIA,17507-280,SP,REGULAR
CINÉPOLIS MARÍLIA SHOPPING - SALA 5,EM FUNCIONAMENTO,29/04/2021,142.0,3.0,,,SIM,NÃO,SIM,MARÍLIA,17507-280,SP,REGULAR
CINÉPOLIS MILLENNIUM - SALA 1,EM FUNCIONAMENTO,01/07/2021,372.0,6.0,,,SIM,NÃO,SIM,MANAUS,69050-010,AM,REGULAR
CINÉPOLIS MILLENNIUM - SALA 2,EM FUNCIONAMENTO,01/07/2021,162.0,4.0,,,SIM,NÃO,SIM,MANAUS,69050-010,AM,REGULAR
CINÉPOLIS MILLENNIUM - SALA 3,EM FUNCIONAMENTO,01/07/2021,245.0,4.0,,,SIM,NÃO,SIM,MANAUS,69050-010,AM,REGULAR
CINÉPOLIS MILLENNIUM - SALA 4,EM FUNCIONAMENTO,01/07/2021,227.0,4.0,,,SIM,NÃO,SIM,MANAUS,69050-010,AM,REGULAR
CINÉPOLIS MILLENNIUM - SALA 5,EM FUNCIONAMENTO,01/07/2021,232.0,4.0,,,SIM,NÃO,SIM,MANAUS,69050-010,AM,REGULAR
CINÉPOLIS MILLENNIUM - SALA 6,EM FUNCIONAMENTO,28/05/2022,182.0,4.0,,,SIM,NÃO,SIM,MANAUS,69050-010,AM,REGULAR
