CD_ALUNO;NOMEDEP;RegiaoMetropolitana;DE;MUN;TIPOCLASSE;SERIE_ANO;SEXO;PERIODO;DEF1;DEF2;DEF3;DEF4;DEF5;TOTAL_PONTO_LP;TOTAL_PONTO_MAT;TOTAL_PONTO_CIE;profic_lp;profic_mat;profic_cie;nivel_profic_lp;nivel_profic_mat;nivel_profic_cie
19870714;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;CAJURU;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;5;11;5;204;267;191;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19870765;ESTADUAL-SE;Região Metropolitana de Campinas;JUNDIAI;ITATIBA;17;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;19;16;10;318;346;290;Adequado;Básico;Básico
19871443;ESTADUAL-OUT;Região Metropolitana do Vale do Paraíba e Litoral Norte;CARAGUATATUBA;CARAGUATATUBA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;19;17;13;337;332;349;Adequado;Básico;Básico
19871543;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;TAUBATE;CACAPAVA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;4;6;8;153;221;194;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19871601;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;TAUBATE;CACAPAVA;0;EM-3ª série;F;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19871992;ESTADUAL-SE;Interior;BAURU;PIRAJUI;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;5;3;4;207;174;163;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19872505;ESTADUAL-SE;Região Metropolitana de Campinas;SUMARE;PAULINIA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19877487;ESTADUAL-SE;Região Metropolitana de Campinas;CAMPINAS OESTE;CAMPINAS;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19879447;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;17;7;7;314;226;256;Adequado;Abaixo do Básico;Abaixo do Básico
19880549;ESTADUAL-SE;Interior;JABOTICABAL;BEBEDOURO;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19880986;ESTADUAL-SE;Interior;JAU;JAU;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;19;14;13;334;320;352;Adequado;Básico;Adequado
19881005;ESTADUAL-SE;Região Metropolitana de São Paulo;CENTRO OESTE;SAO PAULO;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;3;13;7;176;313;249;Abaixo do Básico;Básico;Abaixo do Básico
19881383;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;SERTAOZINHO;JARDINOPOLIS;0;EM-3ª série;F;MANHÃ;4;NULL;NULL;NULL;NULL;5;5;5;215;210;204;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19886110;ESTADUAL-SE;Interior;JUNDIAI;JUNDIAI;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19888158;ESTADUAL-SE;Região Metropolitana de Campinas;SUMARE;PAULINIA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;4;4;5;177;202;255;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19888545;ESTADUAL-SE;Interior;REGISTRO;SETE BARRAS;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19890545;ESTADUAL-SE;Região Metropolitana de Sorocaba;SOROCABA;SOROCABA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;7;12;8;209;271;230;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19890665;ESTADUAL-SE;Interior;JABOTICABAL;BEBEDOURO;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;8;4;5;204;199;167;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19890836;ESTADUAL-SE;Interior;ARARAQUARA;ARARAQUARA;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19891365;ESTADUAL-SE;Região Metropolitana de Campinas;JUNDIAI;ITATIBA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;5;7;8;185;253;268;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19891480;ESTADUAL-SE;Região Metropolitana de Campinas;JUNDIAI;ITATIBA;17;EM-3ª série;M;MANHÃ;11;NULL;NULL;NULL;NULL;3;6;4;168;203;186;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19891521;ESTADUAL-SE;Interior;PIRASSUNUNGA;ARARAS;0;EM-3ª série;F;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19891643;ESTADUAL-SE;Região Metropolitana de Campinas;JUNDIAI;ITATIBA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6;NULL;NULL;218;NULL;NULL;Abaixo do Básico
19891846;ESTADUAL-OUT;Região Metropolitana de Ribeirão Preto;SAO JOAQUIM DA BARRA;ORLANDIA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;15;13;16;293;303;351;Básico;Básico;Adequado
19896988;ESTADUAL-SE;Interior;MOGI MIRIM;MOGI GUACU;0;EM-3ª série;F;TARDE;NULL;NULL;NULL;NULL;NULL;9;4;6;224;230;199;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19898375;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;GUARATINGUETA;GUARATINGUETA;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19898830;ESTADUAL-SE;Interior;PIRASSUNUNGA;ARARAS;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;5;13;5;204;312;190;Abaixo do Básico;Básico;Abaixo do Básico
19899397;ESTADUAL-SE;Interior;MOGI MIRIM;MOGI GUACU;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;4;3;7;173;199;257;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19901556;ESTADUAL-SE;Interior;PIRASSUNUNGA;ARARAS;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19901999;ESTADUAL-SE;Região Metropolitana de São Paulo;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;0;EM-3ª série;F;TARDE;10;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19902144;ESTADUAL-OUT;Região Metropolitana do Vale do Paraíba e Litoral Norte;GUARATINGUETA;CACHOEIRA PAULISTA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;10;12;8;257;266;242;Básico;Abaixo do Básico;Abaixo do Básico
19902268;ESTADUAL-SE;Interior;JAU;JAU;0;EM-3ª série;F;MANHÃ;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19904706;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;JABOTICABAL;MONTE ALTO;0;EM-3ª série;M;MANHÃ;11;NULL;NULL;NULL;NULL;8;2;11;211;185;311;Abaixo do Básico;Abaixo do Básico;Básico
19906111;ESTADUAL-SE;Interior;BOTUCATU;BOTUCATU;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;5;3;7;179;175;182;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19906369;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;RIBEIRAO PRETO;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19908068;ESTADUAL-SE;Interior;ARARAQUARA;ARARAQUARA;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19908076;ESTADUAL-SE;Interior;ARARAQUARA;ARARAQUARA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;9;NULL;NULL;269,3;NULL;NULL;Abaixo do Básico
19908080;ESTADUAL-SE;Interior;ARARAQUARA;ARARAQUARA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;11;NULL;NULL;308,8;NULL;NULL;Básico
19908438;ESTADUAL-SE;Interior;MIRACATU;ITARIRI;0;EM-3ª série;M;TARDE;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19908675;ESTADUAL-SE;Região Metropolitana de Campinas;AMERICANA;AMERICANA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19910740;ESTADUAL-SE;Região Metropolitana de São Paulo;MOGI DAS CRUZES;MOGI DAS CRUZES;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19911026;ESTADUAL-SE;Interior;VOTUPORANGA;VOTUPORANGA;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;10;6;8;224;249;267;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19912726;ESTADUAL-SE;Interior;MOGI MIRIM;ITAPIRA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19912901;ESTADUAL-SE;Região Metropolitana de São Paulo;SUZANO;SUZANO;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;6;4;NULL;185;206;NULL;Abaixo do Básico;Abaixo do Básico;NULL
19913218;ESTADUAL-SE;Interior;LINS;LINS;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19913335;ESTADUAL-SE;Interior;SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19914005;ESTADUAL-SE;Interior;ARARAQUARA;ARARAQUARA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19915382;ESTADUAL-SE;Interior;BOTUCATU;BOTUCATU;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;5;5;8;207;204;223;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19915428;ESTADUAL-SE;Interior;JAU;JAU;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;3;7;8;190;264;223;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19915450;ESTADUAL-SE;Interior;BOTUCATU;BOTUCATU;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19915531;ESTADUAL-SE;Região Metropolitana de São Paulo;TABOAO DA SERRA;TABOAO DA SERRA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19919100;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;RIBEIRAO PRETO;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19919888;ESTADUAL-SE;Interior;JAU;JAU;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19920969;ESTADUAL-SE;Interior;SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;0;9º Ano EF;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19922707;ESTADUAL-SE;Interior;ARARAQUARA;ARARAQUARA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;5;8;9;210;262;253;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19922723;ESTADUAL-SE;Interior;ARARAQUARA;ARARAQUARA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19925487;ESTADUAL-SE;Região Metropolitana de Campinas;CAPIVARI;INDAIATUBA;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;8;11;NULL;224;248;NULL;Abaixo do Básico;Abaixo do Básico;NULL
19926033;ESTADUAL-OUT;Interior;BOTUCATU;BOTUCATU;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;20;7;8;326;261;291;Adequado;Abaixo do Básico;Básico
19927801;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;RIBEIRAO PRETO;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;6;11;NULL;204;307;NULL;Abaixo do Básico;Básico;NULL
19928145;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;SERRANA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19929671;ESTADUAL-SE;Região Metropolitana de São Paulo;SUZANO;SUZANO;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;8;7;8;214;247;266;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19931759;ESTADUAL-SE;Interior;PIRASSUNUNGA;PIRASSUNUNGA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19932563;ESTADUAL-SE;Interior;PRESIDENTE PRUDENTE;ALFREDO MARCONDES;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;7;9;5;219;249;242;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19934574;ESTADUAL-SE;Interior;JAU;JAU;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;19;11;10;313;306;315;Adequado;Básico;Básico
19936425;ESTADUAL-SE;Região Metropolitana de Campinas;SUMARE;SUMARE;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19938665;ESTADUAL-SE;Interior;PRESIDENTE PRUDENTE;REGENTE FEIJO;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;7;6;6;224;229;213;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19939458;ESTADUAL-SE;Interior;JOSE BONIFACIO;JOSE BONIFACIO;0;EM-3ª série;F;TARDE;NULL;NULL;NULL;NULL;NULL;6;7;8;230;259;286;Abaixo do Básico;Abaixo do Básico;Básico
19940138;ESTADUAL-SE;Interior;ARARAQUARA;ARARAQUARA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19943913;ESTADUAL-SE;Região Metropolitana de São Paulo;MOGI DAS CRUZES;MOGI DAS CRUZES;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19944101;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;PINDAMONHANGABA;CAMPOS DO JORDAO;0;EM-3ª série;F;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19944185;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;JACAREI;JACAREI;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19944302;ESTADUAL-SE;Interior;BARRETOS;BARRETOS;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;9;13;10;245;313;286;Abaixo do Básico;Básico;Básico
19946342;ESTADUAL-SE;Região Metropolitana de São Paulo;SUZANO;SUZANO;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;7;12;6;211;289;234;Abaixo do Básico;Básico;Abaixo do Básico
19946549;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;CARAGUATATUBA;CARAGUATATUBA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;4;9;9;178;255;244;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19946807;ESTADUAL-SE;Região Metropolitana de São Paulo;CENTRO SUL;SAO PAULO;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19947143;ESTADUAL-SE;Região Metropolitana de São Paulo;MOGI DAS CRUZES;MOGI DAS CRUZES;0;EM-3ª série;M;MANHÃ;11;NULL;NULL;NULL;NULL;4;4;6;180;220;251;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19951357;ESTADUAL-SE;Região Metropolitana de São Paulo;ITAPEVI;BARUERI;17;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;230,2;NULL;NULL;Abaixo do Básico
19951415;ESTADUAL-SE;Região Metropolitana de São Paulo;ITAPEVI;BARUERI;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19954909;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;SAO JOAO DA BOA VISTA;MOCOCA;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;7;7;NULL;180;215;NULL;Abaixo do Básico;Abaixo do Básico;NULL
19956051;ESTADUAL-SE;Região Metropolitana de São Paulo;OSASCO;OSASCO;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;10;5;4;235;192;172;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19957435;ESTADUAL-SE;Região Metropolitana de São Paulo;LESTE 4;SAO PAULO;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19958932;ESTADUAL-OUT;Interior;BARRETOS;BARRETOS;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19960906;ESTADUAL-SE;Região Metropolitana de São Paulo;OSASCO;OSASCO;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;8;6;6;211;233;225;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19960934;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;RIBEIRAO PRETO;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19961923;ESTADUAL-SE;Interior;ARARAQUARA;ARARAQUARA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19962628;ESTADUAL-SE;Região Metropolitana da Baixada Santista;SANTOS;SANTOS;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;10;7;13;231;245;300;Abaixo do Básico;Abaixo do Básico;Básico
19963831;ESTADUAL-SE;Região Metropolitana de Sorocaba;ITU;SALTO;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;8;8;7;225;265;222;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19965559;ESTADUAL-SE;Região Metropolitana de São Paulo;ITAPEVI;BARUERI;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19965669;ESTADUAL-SE;Região Metropolitana de São Paulo;OSASCO;OSASCO;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;5;6;5;186;201;209;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19965704;ESTADUAL-SE;Região Metropolitana de São Paulo;OSASCO;OSASCO;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19965877;ESTADUAL-SE;Região Metropolitana de São Paulo;OSASCO;OSASCO;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;11;8;8;255;255;260;Básico;Abaixo do Básico;Abaixo do Básico
19967921;ESTADUAL-SE;Interior;JUNDIAI;JUNDIAI;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19968190;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;RIBEIRAO PRETO;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;6;11;11;205;294;288;Abaixo do Básico;Básico;Básico
19968474;ESTADUAL-SE;Região Metropolitana de São Paulo;NORTE 1;SAO PAULO;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;6;16;NULL;185;319;NULL;Abaixo do Básico;Básico;NULL
19969155;ESTADUAL-SE;Interior;JUNDIAI;CAMPO LIMPO PAULISTA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;7;8;7;228;247;245;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19969337;ESTADUAL-SE;Região Metropolitana de São Paulo;OSASCO;OSASCO;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;5;7;6;204;234;234;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19969366;ESTADUAL-SE;Região Metropolitana de São Paulo;OSASCO;OSASCO;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19970604;ESTADUAL-SE;Interior;CAPIVARI;RIO DAS PEDRAS;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;9;3;7;224;213;229;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19970845;ESTADUAL-SE;Região Metropolitana da Baixada Santista;SAO VICENTE;SAO VICENTE;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;6;6;8;186;205;266;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19973047;ESTADUAL-SE;Região Metropolitana de São Paulo;MOGI DAS CRUZES;MOGI DAS CRUZES;26;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;14;16;6;295;314;196;Básico;Básico;Abaixo do Básico
19973125;ESTADUAL-SE;Região Metropolitana de São Paulo;MOGI DAS CRUZES;MOGI DAS CRUZES;26;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;8;11;6;210;257;205;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19973236;ESTADUAL-SE;Região Metropolitana de São Paulo;JACAREI;SANTA ISABEL;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;7;11;9;220;284;245;Abaixo do Básico;Básico;Abaixo do Básico
19973324;ESTADUAL-SE;Interior;BRAGANCA PAULISTA;NAZARE PAULISTA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;7;6;7;208;195;274;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19973608;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;RIBEIRAO PRETO;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;10;6;7;247;226;258;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19973656;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;RIBEIRAO PRETO;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19975083;ESTADUAL-SE;Região Metropolitana de São Paulo;ITAPEVI;PIRAPORA DO BOM JESUS;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;11;6;6;234;229;188;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19975253;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;CARAGUATATUBA;UBATUBA;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19975677;ESTADUAL-SE;Interior;BAURU;BAURU;26;EM-3ª série;M;TARDE;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19975726;ESTADUAL-SE;Região Metropolitana da Baixada Santista;SAO VICENTE;MONGAGUA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19976121;ESTADUAL-SE;Região Metropolitana de São Paulo;JACAREI;SANTA ISABEL;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;7;6;7;216;220;214;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19976584;ESTADUAL-SE;Interior;PENAPOLIS;PENAPOLIS;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;3;9;6;181;192;226;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19977109;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;GUARATINGUETA;ROSEIRA;0;EM-3ª série;F;MANHÃ;8;NULL;NULL;NULL;NULL;5;5;9;191;183;253;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19978148;ESTADUAL-SE;Região Metropolitana da Baixada Santista;SAO VICENTE;SAO VICENTE;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19978397;ESTADUAL-SE;Região Metropolitana de Sorocaba;SAO ROQUE;MAIRINQUE;0;EM-3ª série;F;MANHÃ;11;NULL;NULL;NULL;NULL;6;4;3;194;173;191;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
