nquest,idade1,faixa etária,sexo,cor,REGIAO,RCLASSE2,estcivil,renda,escola,nfilhos,p52aa,p55,p56,p66,p67a,p68,p27,p28,rendacat,escolacat,p64b,p64g,p64h,perfil
193451622,27,25-34,Masculino,Branca,Sudeste,C1,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,1,0,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,4,1,investidor
193451741,36,35-44,Masculino,Branca,Sudeste,C1,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,2,0,Sim,Blogs e foruns de investimentos/ Sites sobre investimentos/ educacao financeira/ economia,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não pensa em se aposentar,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,1,1,investidor
193451790,37,35-44,Feminino,Parda,Sudeste,C2,Separado/Divorciado,"De R$ 2.640,00 Até R$ 3.960,00",Fundamental I completo/ Fundamental II incompleto,3,Instagram,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,2,5,2,1,investidor
193451802,76,60+,Masculino,Preta,Sudeste,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,3,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,9,1,2,2,2,investidor
193451807,51,45-59,Feminino,Branca,Sudeste,C2,Solteiro (a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio completo,0,Portal / site,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,62,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,5,5,1,1,investidor
193452094,48,45-59,Masculino,Parda,Norte,C2,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Fundamental II completo,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,3,5,5,1,investidor
193452258,20,16-24,Masculino,Branca,Sul,C1,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,0,0,Sim,"Internet/ Google/ Redes Sociais (Facebook, Instagram)/ YouTube","Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,48,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,2,1,1,investidor
193452293,61,60+,Masculino,Parda,Sudeste,D/E,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Analfabeto/ Fundamental I incompleto,3,Televisao,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,63,Não comecou uma reserva para a aposentadoria e Não pretende comecar,1,1,5,1,1,investidor
193452310,37,35-44,Feminino,Branca,Sul,C1,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Fundamental I completo/ Fundamental II incompleto,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,2,5,1,99,investidor
193452632,20,16-24,Feminino,Parda,Sudeste,C2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,0,0,Nao,0,De vez em quando,f. Oportunidade de apostar valores pequenos,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,1,5,investidor
193452711,17,16-24,Feminino,Parda,Sul,C1,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio incompleto,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,5,5,1,investidor
193452712,20,16-24,Feminino,Branca,Sul,B1,Solteiro (a),"De R$ 2.640,00 Até R$ 3.960,00",Superior incompleto,0,0,Sim,Consultorias de investimento,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,6,5,1,2,investidor
193452717,55,45-59,Masculino,Branca,Sudeste,B1,Casado(a)/com companheiro(a),"De R$ 3.961,00 Até R$ 6.600,00",Superior completo,3,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,Não comecou uma reserva para a aposentadoria e Não pretende comecar,3,7,2,1,1,investidor
193452741,42,35-44,Feminino,Parda,Nordeste,D/E,Separado/Divorciado,"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,7,0,Nao,0,Não usou em 2023,0,0,Não sabe,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,1,5,5,1,investidor
193453110,53,45-59,Masculino,Branca,Sudeste,B2,Casado(a)/com companheiro(a),"De R$ 6.601,00 Até R$ 13.200,00",Superior completo,2,0,Sim,Sites de noticias,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,Ja comecou uma reserva para a aposentadoria,4,7,5,1,4,investidor
193453351,55,45-59,Masculino,Branca,Centro Oeste,C2,Casado(a)/com companheiro(a),"De R$ 3.961,00 Até R$ 6.600,00",Analfabeto/ Fundamental I incompleto,3,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não pensa em se aposentar,Não comecou uma reserva para a aposentadoria e Não pretende comecar,3,1,4,1,1,investidor
193453366,38,35-44,Masculino,Branca,Sudeste,A,Casado(a)/com companheiro(a),"De R$ 6.601,00 Até R$ 13.200,00",Superior completo,2,0,Sim,"Presencialmente, ou seja, falando com o gerente ou com o assessor/ especialista de investimento. (presencialmente na age","Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Não comecou uma reserva para a aposentadoria e Não pretende comecar,4,7,5,1,1,investidor
193453379,30,25-34,Feminino,Branca,Sul,C2,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,0,0,Sim,Influenciadores que abordam assuntos sobre investimento,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,1,1,investidor
193453738,52,45-59,Masculino,Preta,Centro Oeste,C1,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Fundamental I completo/ Fundamental II incompleto,3,0,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Ja comecou uma reserva para a aposentadoria,1,2,5,1,1,investidor
193453739,64,60+,Masculino,Preta,Centro Oeste,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio incompleto,3,0,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,9,4,5,4,4,investidor
193453869,29,25-34,Masculino,Parda,Norte,C2,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,70,Não comecou uma reserva para a aposentadoria e Não pretende comecar,1,5,5,5,5,investidor
193454013,51,45-59,Masculino,Branca,Sul,D/E,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Analfabeto/ Fundamental I incompleto,4,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Ja comecou uma reserva para a aposentadoria,1,1,5,1,5,investidor
193454036,28,25-34,Feminino,Amarela,Sudeste,B2,Casado(a)/com companheiro(a),"De R$ 6.601,00 Até R$ 13.200,00",Fundamental I completo/ Fundamental II incompleto,0,0,Sim,Sites de noticias,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",4,2,5,1,5,investidor
193454174,16,16-24,Masculino,Parda,Sul,C2,Solteiro (a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,2,1,1,1,investidor
193454198,45,45-59,Masculino,Branca,Sul,C2,Solteiro (a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,0,Radio,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,1,5,1,1,investidor
193454249,56,45-59,Feminino,Preta,Sudeste,C1,Solteiro (a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Ja comecou uma reserva para a aposentadoria,9,1,5,1,1,investidor
193454264,24,16-24,Feminino,Branca,Sudeste,C1,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,1,0,Nao,0,Raramente,h. Considerar uma forma de investir,0,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,5,5,investidor
193454426,51,45-59,Feminino,Parda,Sudeste,C2,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,62,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,1,1,investidor
193454570,48,45-59,Feminino,Preta,Sudeste,D/E,Solteiro (a),Não sabe,Analfabeto/ Fundamental I incompleto,1,0,Nao,0,Não usou em 2023,0,0,Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",99,1,5,5,2,investidor
193454572,36,35-44,Masculino,Branca,Sudeste,C1,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Superior completo,0,Televisao,0,0,Não usou em 2023,0,0,65,Não comecou uma reserva para a aposentadoria e Não pretende comecar,1,7,4,1,1,investidor
193454598,34,25-34,Masculino,Branca,Sudeste,D/E,Solteiro (a),"Até R$ 1.320,00",Fundamental II completo,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,"Aposentou,mas continua trabalhado",0,9,3,1,1,1,investidor
193454612,43,35-44,Feminino,Parda,Norte,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio completo,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não pensa em se aposentar,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,1,1,investidor
193454710,63,60+,Feminino,Branca,Sudeste,C2,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Fundamental I completo/ Fundamental II incompleto,3,0,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,68,Não comecou uma reserva para a aposentadoria e Não pretende comecar,1,2,1,1,1,investidor
193454756,45,45-59,Masculino,Branca,Sul,C2,Separado/Divorciado,"De R$ 1.321,00 Até R$ 2.640,00",Fundamental II completo,3,0,Sim,Sites de noticias,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,3,5,5,5,investidor
193455000,27,25-34,Masculino,Branca,Sudeste,C2,Solteiro (a),"De R$ 6.601,00 Até R$ 13.200,00",Ensino Médio incompleto,1,0,Nao,0,De vez em quando,d. Chance de ganhar um dinheiro rápido em momentos de necessidade,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",4,4,5,5,5,investidor
193455051,35,35-44,Feminino,Parda,Sul,C1,Casado(a)/com companheiro(a),"De R$ 2.640,00 Até R$ 3.960,00",Superior incompleto,0,Linkedin,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,50,Ja comecou uma reserva para a aposentadoria,2,6,2,1,4,investidor
193455140,83,60+,Masculino,Branca,Sudeste,B1,Casado(a)/com companheiro(a),"De R$ 3.961,00 Até R$ 6.600,00",Pós-graduação,4,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,3,8,5,1,1,investidor
193455204,54,45-59,Masculino,Branca,Sudeste,B2,Casado(a)/com companheiro(a),Recusa,Pós-graduação,0,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,64,Ja comecou uma reserva para a aposentadoria,97,8,4,1,1,investidor
193455331,30,25-34,Masculino,Parda,Sul,C2,Casado(a)/com companheiro(a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio incompleto,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,4,5,1,1,investidor
193455332,49,45-59,Feminino,Parda,Sul,C1,Casado(a)/com companheiro(a),"De R$ 2.640,00 Até R$ 3.960,00",Fundamental I completo/ Fundamental II incompleto,4,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,62,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,2,5,4,1,investidor
193455419,17,16-24,Masculino,Parda,Sudeste,C2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio incompleto,0,0,Nao,0,De vez em quando,b. A emoção de apostar,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,5,4,1,investidor
193455420,43,35-44,Masculino,Parda,Sudeste,C2,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,4,1,1,investidor
193455421,45,45-59,Feminino,Parda,Sudeste,D/E,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,5,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,55,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,4,1,1,investidor
193455423,27,25-34,Masculino,Parda,Sudeste,C1,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,0,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,Não comecou uma reserva para a aposentadoria e Não pretende comecar,1,5,5,1,1,investidor
193455448,16,16-24,Feminino,Preta,Sudeste,C1,Solteiro (a),Não sabe,Ensino Médio incompleto,0,0,Sim,Amigos/ Parentes,Não usou em 2023,0,0,64,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",99,4,5,2,5,investidor
193456012,30,25-34,Masculino,Branca,Centro Oeste,B2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio completo,3,0,Sim,Sites de noticias,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,5,5,5,1,investidor
193456150,49,45-59,Masculino,Parda,Sudeste,C2,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não pensa em se aposentar,Não comecou uma reserva para a aposentadoria e Não pretende comecar,1,5,5,1,1,investidor
193456151,43,35-44,Feminino,Branca,Sudeste,C1,Solteiro (a),"Até R$ 1.320,00",Superior completo,2,0,Sim,Aplicativos de corretoras e investimentos (do banco/ bancos digitais),"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,7,5,5,5,investidor
193456166,62,60+,Feminino,Indigena,Sul,D/E,Solteiro (a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,5,Nenhum,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,"Aposentou,mas continua trabalhado",0,9,2,5,1,1,investidor
193456503,50,45-59,Feminino,Branca,Sul,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,7,Instagram,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não pensa em se aposentar,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,2,5,1,1,investidor
193456554,16,16-24,Masculino,Branca,Sul,C1,Solteiro (a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio incompleto,0,0,Sim,Sites de noticias,Raramente,d. Chance de ganhar um dinheiro rápido em momentos de necessidade,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,30,Não comecou uma reserva para a aposentadoria e Não pretende comecar,2,4,5,1,1,investidor
193456576,62,60+,Feminino,Branca,Sul,B2,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Superior completo,2,WhatsApp,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,1,7,1,1,1,investidor
193456585,18,16-24,Masculino,Parda,Sul,D/E,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio incompleto,0,0,Nao,0,De vez em quando,b. A emoção de apostar,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,4,5,1,1,investidor
193456586,50,45-59,Feminino,Branca,Sul,C2,Separado/Divorciado,"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio completo,0,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,5,5,4,4,investidor
193456587,21,16-24,Feminino,Branca,Sul,C2,Casado(a)/com companheiro(a),"De R$ 3.961,00 Até R$ 6.600,00",Ensino Médio completo,2,0,Nao,0,De vez em quando,b. A emoção de apostar,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",3,5,5,1,1,investidor
193456602,19,16-24,Masculino,Branca,Sudeste,C1,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,9,5,5,1,1,investidor
193456711,42,35-44,Feminino,Preta,Sudeste,C2,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio incompleto,5,Youtube,0,0,De vez em quando,e. Chance de ganhar uma grande quantia de dinheiro,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,55,Ja comecou uma reserva para a aposentadoria,1,4,4,4,5,investidor
193456733,55,45-59,Feminino,Outras,Sudeste,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio completo,0,0,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,62,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,4,2,1,investidor
193456855,40,35-44,Feminino,Branca,Sul,D/E,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Fundamental I completo/ Fundamental II incompleto,3,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,2,4,4,5,investidor
