nquest,idade1,faixa etária,sexo,cor,REGIAO,RCLASSE2,estcivil,renda,escola,nfilhos,p52aa,p55,p56,p66,p67a,p68,p27,p28,rendacat,escolacat,p64b,p64g,p64h,perfil
193222872,36,35-44,Masculino,Parda,Sul,B2,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,0,0,Nao,0,Frequentemente,d. Chance de ganhar um dinheiro rápido em momentos de necessidade,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,45,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,5,5,apostador
193222893,58,45-59,Feminino,Branca,Sudeste,D/E,Viuvo(a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,2,0,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,59,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,1,5,1,4,investidor
193222976,24,16-24,Feminino,Preta,Sudeste,D/E,Solteiro (a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio completo,2,0,Nao,0,Raramente,d. Chance de ganhar um dinheiro rápido em momentos de necessidade,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,60,Ja comecou uma reserva para a aposentadoria,2,5,5,1,1,investidor
193223167,50,45-59,Feminino,Parda,Sudeste,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio completo,2,0,Sim,"Presencialmente, ou seja, falando com o gerente ou com o assessor/ especialista de investimento. (presencialmente na age","Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,2,2,investidor
193223224,18,16-24,Feminino,Parda,Sul,B1,Solteiro (a),"Até R$ 1.320,00",Superior incompleto,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,58,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,6,5,2,1,investidor
193223233,31,25-34,Feminino,Preta,Nordeste,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio incompleto,3,WhatsApp,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,4,5,1,5,investidor
193223237,50,45-59,Feminino,Branca,Sudeste,C2,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Superior completo,0,Portal / site,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,7,4,1,5,investidor
193223256,35,35-44,Feminino,Parda,Sul,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio incompleto,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,4,4,4,investidor
193223257,18,16-24,Feminino,Parda,Sul,B2,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio incompleto,0,Televisao,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,45,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,4,5,5,4,investidor
193223259,39,35-44,Masculino,Branca,Sul,C1,Casado(a)/com companheiro(a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio completo,2,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,5,5,5,5,investidor
193223260,53,45-59,Feminino,Branca,Sul,C1,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,1,Portal / site,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,54,Ja comecou uma reserva para a aposentadoria,1,5,4,1,2,investidor
193223261,19,16-24,Masculino,Branca,Sul,C1,Solteiro (a),Recusa,Ensino Médio incompleto,0,Instagram,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,40,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",97,4,4,1,4,investidor
193223262,17,16-24,Masculino,Branca,Sul,B2,Solteiro (a),Não sabe,Ensino Médio incompleto,0,Instagram,0,0,Não usou em 2023,0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",99,4,5,4,1,investidor
193223263,49,45-59,Masculino,Parda,Sul,C2,Solteiro (a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio incompleto,0,Youtube,0,0,De vez em quando,a. A facilidade de usar os aplicativos,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,55,Ja comecou uma reserva para a aposentadoria,2,4,5,1,5,investidor
193223264,18,16-24,Feminino,Branca,Sul,C2,Solteiro (a),Não sabe,Ensino Médio incompleto,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",99,4,4,4,1,investidor
193223265,18,16-24,Masculino,Branca,Sul,C1,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,0,0,Sim,Influenciadores que abordam assuntos sobre investimento,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,1,1,investidor
193223327,32,25-34,Feminino,Preta,Sudeste,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Fundamental II completo,2,0,Nao,0,De vez em quando,e. Chance de ganhar uma grande quantia de dinheiro,Uma forma de investir seu dinheiro pensando em montar uma reserva para o futuro,70,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,3,5,1,1,investidor
193223350,53,45-59,Feminino,Parda,Sul,C1,Solteiro (a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio completo,2,Nenhum,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Não comecou uma reserva para a aposentadoria e Não pretende comecar,2,5,5,1,1,investidor
193223351,24,16-24,Masculino,Parda,Sul,C1,Solteiro (a),"De R$ 3.961,00 Até R$ 6.600,00",Ensino Médio completo,0,0,Nao,0,De vez em quando,e. Chance de ganhar uma grande quantia de dinheiro,0,65,Ja comecou uma reserva para a aposentadoria,3,5,5,1,1,investidor
193223352,25,25-34,Masculino,Parda,Sul,B1,Solteiro (a),"Até R$ 1.320,00",Superior incompleto,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,6,3,4,1,investidor
193223354,38,35-44,Masculino,Preta,Sudeste,B2,Casado(a)/com companheiro(a),"De R$ 2.640,00 Até R$ 3.960,00",Fundamental I completo/ Fundamental II incompleto,1,0,Sim,Amigos/ Parentes,Frequentemente,a. A facilidade de usar os aplicativos,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,2,5,5,5,apostador
193223373,18,16-24,Masculino,Parda,Sudeste,A,Solteiro (a),"De R$ 3.961,00 Até R$ 6.600,00",Ensino Médio incompleto,0,Podcasts,0,0,Frequentemente,c. Considerar como uma diversao,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,30,Ja comecou uma reserva para a aposentadoria,3,4,5,1,1,apostador
193223640,38,35-44,Masculino,Amarela,Sul,B2,Separado/Divorciado,"De R$ 13.201,00 Até R$ 26.400,00",Ensino Médio completo,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,40,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",5,5,1,1,5,investidor
193223698,26,25-34,Masculino,Branca,Sudeste,C2,Solteiro (a),"De R$ 3.961,00 Até R$ 6.600,00",Ensino Médio completo,0,0,Nao,0,Frequentemente,b. A emoção de apostar,Nenhum dos dois (Não LER - ESPONTANEO),60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",3,5,5,1,2,apostador
193223833,31,25-34,Masculino,Preta,Sudeste,B2,Solteiro (a),"De R$ 3.961,00 Até R$ 6.600,00",Superior completo,0,Youtube,0,0,De vez em quando,d. Chance de ganhar um dinheiro rápido em momentos de necessidade,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,Não pensa em se aposentar,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",3,7,2,2,4,investidor
193223834,71,60+,Feminino,Parda,Centro Oeste,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,6,0,Nao,0,Não usou em 2023,0,0,0,0,9,1,5,4,4,investidor
193223838,64,60+,Feminino,Parda,Nordeste,C1,Casado(a)/com companheiro(a),Recusa,Fundamental I completo/ Fundamental II incompleto,3,0,Nao,0,Não sabe,0,0,65,Não comecou uma reserva para a aposentadoria e Não pretende comecar,97,2,2,4,4,investidor
193223839,57,45-59,Feminino,Parda,Nordeste,C2,Separado/Divorciado,Não sabe,Ensino Médio incompleto,3,0,Nao,0,Não usou em 2023,0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",99,4,5,1,1,investidor
193223840,26,25-34,Feminino,Parda,Nordeste,C2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,0,0,Nao,0,Não usou em 2023,0,0,Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,1,1,investidor
193223841,63,60+,Masculino,Parda,Nordeste,B2,Viuvo(a),"De R$ 3.961,00 Até R$ 6.600,00",Ensino Médio completo,4,0,0,0,Não usou em 2023,0,0,0,0,3,5,5,2,1,investidor
193223842,25,25-34,Feminino,Preta,Nordeste,B2,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Superior incompleto,0,0,Nao,0,Não usou em 2023,0,0,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,6,5,1,1,investidor
193224039,66,60+,Masculino,Branca,Sudeste,D/E,Solteiro (a),Não sabe,Analfabeto/ Fundamental I incompleto,3,0,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,"Aposentou,mas continua trabalhado",0,99,1,2,2,2,investidor
193224045,35,35-44,Masculino,Parda,Sudeste,C1,Solteiro (a),"De R$ 2.640,00 Até R$ 3.960,00",Superior incompleto,1,Linkedin,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,70,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,6,4,1,4,investidor
193224057,45,45-59,Feminino,Preta,Sudeste,C1,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Superior incompleto,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,6,5,4,1,investidor
193224252,47,45-59,Masculino,Outras,Nordeste,C1,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Fundamental II completo,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,3,5,5,1,investidor
193224293,53,45-59,Feminino,Branca,Sul,C1,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Fundamental I completo/ Fundamental II incompleto,4,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,62,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,2,5,1,1,investidor
193224352,36,35-44,Masculino,Parda,Sudeste,C1,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio completo,4,0,Sim,"Internet/ Google/ Redes Sociais (Facebook, Instagram)/ YouTube",Raramente,e. Chance de ganhar uma grande quantia de dinheiro,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,5,5,investidor
193224444,28,25-34,Feminino,Branca,Sudeste,B2,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Superior completo,0,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não pensa em se aposentar,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,7,4,1,1,investidor
193224610,28,25-34,Masculino,Parda,Nordeste,A,Casado(a)/com companheiro(a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio completo,3,0,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,Não comecou uma reserva para a aposentadoria e Não pretende comecar,2,5,5,1,1,investidor
193224687,25,25-34,Feminino,Branca,Sudeste,A,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,0,0,Sim,Sites de noticias,Não usou em 2023,0,0,Não pensa em se aposentar,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,2,4,investidor
193224697,43,35-44,Masculino,Branca,Sul,A,Solteiro (a),"De R$ 26.401,00 Até R$ 66.000,00",Pós-graduação,0,Instagram,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,70,Ja comecou uma reserva para a aposentadoria,6,8,5,1,5,investidor
193224799,17,16-24,Masculino,Parda,Sul,C1,Solteiro (a),"Até R$ 1.320,00",Ensino Médio incompleto,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,70,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,2,2,5,investidor
193224808,30,25-34,Masculino,Preta,Sudeste,C1,Casado(a)/com companheiro(a),"De R$ 3.961,00 Até R$ 6.600,00",Ensino Médio completo,2,0,Sim,Sites de noticias,Raramente,e. Chance de ganhar uma grande quantia de dinheiro,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",3,5,5,1,5,investidor
193224844,45,45-59,Feminino,Parda,Sudeste,B2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,2,0,Sim,Amigos/ Parentes,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,1,5,investidor
193224861,19,16-24,Feminino,Parda,Sudeste,B2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,4,1,1,investidor
193224956,28,25-34,Masculino,Branca,Centro Oeste,B2,Casado(a)/com companheiro(a),"De R$ 6.601,00 Até R$ 13.200,00",Ensino Médio completo,4,0,Nao,0,Não usou em 2023,0,0,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",4,5,5,5,5,investidor
193224959,18,16-24,Feminino,Branca,Nordeste,C1,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,0,Instagram,0,0,Frequentemente,e. Chance de ganhar uma grande quantia de dinheiro,Uma forma de investir seu dinheiro pensando em montar uma reserva para o futuro,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,5,2,apostador
193225030,27,25-34,Masculino,Parda,Nordeste,C1,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Pós-graduação,0,0,Sim,"Internet/ Google/ Redes Sociais (Facebook, Instagram)/ YouTube",Não usou em 2023,0,0,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,8,5,1,1,investidor
193225288,16,16-24,Masculino,Branca,Nordeste,C2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio incompleto,0,0,Nao,0,Raramente,f. Oportunidade de apostar valores pequenos,Nenhum dos dois (Não LER - ESPONTANEO),Não sabe,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,4,5,5,5,investidor
193225498,60,60+,Feminino,Parda,Centro Oeste,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,2,5,1,1,investidor
193225520,65,60+,Feminino,Preta,Sudeste,B2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio completo,2,0,Sim,Amigos/ Parentes,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,9,5,5,2,2,investidor
193225521,21,16-24,Feminino,Branca,Sudeste,C2,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,1,0,Nao,0,De vez em quando,e. Chance de ganhar uma grande quantia de dinheiro,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,58,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,4,2,investidor
193225559,58,45-59,Masculino,Parda,Nordeste,C2,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,4,Portal / site,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,1,4,1,investidor
193225560,40,35-44,Masculino,Outras,Nordeste,D/E,Solteiro (a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,0,0,0,0,Não usou em 2023,0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,1,5,5,1,investidor
193225571,30,25-34,Feminino,Parda,Sudeste,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Fundamental II completo,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,3,4,5,2,investidor
193225572,35,35-44,Masculino,Parda,Nordeste,D/E,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,1,4,investidor
193225573,21,16-24,Masculino,Parda,Sudeste,D/E,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,0,Portal / site,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,1,1,investidor
193225579,58,45-59,Feminino,Branca,Sudeste,C1,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio completo,3,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,64,Ja comecou uma reserva para a aposentadoria,9,5,5,1,1,investidor
193225643,35,35-44,Masculino,Parda,Sul,D/E,Solteiro (a),"Até R$ 1.320,00",Ensino Médio incompleto,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,45,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,4,1,1,investidor
193225644,61,60+,Feminino,Parda,Sul,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,61,Ja comecou uma reserva para a aposentadoria,9,1,5,5,4,investidor
193225645,30,25-34,Masculino,Branca,Sul,D/E,Solteiro (a),"Até R$ 1.320,00",Fundamental II completo,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,3,5,5,5,investidor
193225647,54,45-59,Feminino,Branca,Sul,B2,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,0,Portal / site,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,1,5,1,1,1,investidor
193225693,48,45-59,Feminino,Branca,Sul,B1,Casado(a)/com companheiro(a),"De R$ 3.961,00 Até R$ 6.600,00",Superior completo,2,WhatsApp,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,57,Não comecou uma reserva para a aposentadoria e Não pretende comecar,3,7,5,5,5,investidor
193225952,21,16-24,Masculino,Branca,Sudeste,B1,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,0,0,Sim,"Internet/ Google/ Redes Sociais (Facebook, Instagram)/ YouTube",Não usou em 2023,0,0,55,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,4,4,1,investidor
193225953,76,60+,Feminino,Branca,Sudeste,C2,Viuvo(a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,6,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,9,1,5,5,1,investidor
193225986,29,25-34,Feminino,Parda,Sudeste,B2,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,2,1,1,investidor
193226029,30,25-34,Masculino,Amarela,Sudeste,C1,Casado(a)/com companheiro(a),"De R$ 2.640,00 Até R$ 3.960,00",Analfabeto/ Fundamental I incompleto,2,0,Sim,"Internet/ Google/ Redes Sociais (Facebook, Instagram)/ YouTube",Frequentemente,e. Chance de ganhar uma grande quantia de dinheiro,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,Não pensa em se aposentar,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,1,5,1,1,apostador
193226085,25,25-34,Masculino,Parda,Sul,C2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio incompleto,0,Youtube,0,0,De vez em quando,d. Chance de ganhar um dinheiro rápido em momentos de necessidade,0,40,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,5,2,5,investidor
193226309,20,16-24,Feminino,Branca,Nordeste,C1,Solteiro (a),"Até R$ 1.320,00",Superior incompleto,0,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,45,Ja comecou uma reserva para a aposentadoria,9,6,1,4,4,investidor
193226310,17,16-24,Masculino,Branca,Sudeste,B2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio incompleto,0,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,70,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,4,2,1,investidor
193226336,35,35-44,Masculino,Preta,Sudeste,D/E,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,0,Radio,0,0,De vez em quando,c. Considerar como uma diversao,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,4,1,investidor
193226401,56,45-59,Feminino,Branca,Sudeste,B2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio completo,4,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não pensa em se aposentar,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,5,1,5,1,investidor
193226408,62,60+,Masculino,Branca,Nordeste,D/E,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,5,1,investidor
193226541,50,45-59,Feminino,Preta,Sul,C1,Solteiro (a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,1,0,Sim,Amigos/ Parentes,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,2,5,2,4,investidor
193226595,45,45-59,Masculino,Parda,Sul,B2,Solteiro (a),"De R$ 2.640,00 Até R$ 3.960,00",Pós-graduação,0,Portal / site,0,0,Raramente,c. Considerar como uma diversao,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,8,2,1,1,investidor
193226888,67,60+,Feminino,Preta,Sudeste,C2,Viuvo(a),"Até R$ 1.320,00",Ensino Médio incompleto,2,0,Sim,"Presencialmente, ou seja, falando com o gerente ou com o assessor/ especialista de investimento. (presencialmente na age",Não usou em 2023,0,0,"Aposentou,mas continua trabalhado",0,9,4,5,1,5,investidor
193226894,69,60+,Feminino,Preta,Nordeste,C2,Viuvo(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,1,5,5,1,1,investidor
193226895,26,25-34,Feminino,Parda,Nordeste,C2,Separado/Divorciado,"Até R$ 1.320,00",Ensino Médio completo,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,55,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,2,4,investidor
193226988,45,45-59,Feminino,Preta,Centro Oeste,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,2,0,0,0,Não usou em 2023,0,0,Não sabe,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,1,5,5,5,investidor
193226991,54,45-59,Masculino,Parda,Sudeste,C1,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Fundamental II completo,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,3,5,2,4,investidor
193227091,35,35-44,Feminino,Preta,Sudeste,C1,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Superior completo,2,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,7,5,2,1,investidor
193227112,34,25-34,Feminino,Parda,Sul,C2,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,2,0,Nao,0,De vez em quando,d. Chance de ganhar um dinheiro rápido em momentos de necessidade,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,1,1,investidor
193227132,42,35-44,Masculino,Parda,Nordeste,C2,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,0,0,Sim,"Presencialmente, ou seja, falando com o gerente ou com o assessor/ especialista de investimento. (presencialmente na age",Frequentemente,b. A emoção de apostar,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,52,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,2,5,apostador
