BIOMA,MUNICIPIO,AREAHA,ANODETEC,DATADETEC,Municípios,Ano,CO2_emitido
Caatinga,cotegipe,6.52,2020,2020/01/01,cotegipe,2020,559960.0834841728
Caatinga,cotegipe,5.44,2020,2020/01/01,cotegipe,2020,559960.0834841728
Cerrado,baianópolis,3.05,2020,2020/01/01,baianópolis,2020,790814.9751247168
Cerrado,baianópolis,1.3,2020,2020/01/01,baianópolis,2020,790814.9751247168
Cerrado,correntina,3.61,2020,2020/01/01,correntina,2020,1060525.6563282013
Cerrado,correntina,1.29,2020,2020/01/01,correntina,2020,1060525.6563282013
Cerrado,são desidério,5.75,2020,2020/01/01,são desidério,2020,3091203.197527945
Cerrado,baianópolis,7.5,2020,2020/01/01,baianópolis,2020,790814.9751247168
Cerrado,baianópolis,2.0,2020,2020/01/01,baianópolis,2020,790814.9751247168
Cerrado,jaborandi,3.07,2020,2020/01/01,jaborandi,2020,1744004.154955864
Caatinga,jaborandi,1.63,2020,2020/01/01,jaborandi,2020,1744004.154955864
Caatinga,santa rita de cássia,2.81,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,formosa do rio preto,1.45,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,formosa do rio preto,20.19,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,barreiras,15.62,2020,2020/01/01,barreiras,2020,1179766.0970728395
Cerrado,formosa do rio preto,2.8,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,formosa do rio preto,3.17,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,santa rita de cássia,7.25,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,cocos,8.56,2020,2020/01/01,cocos,2020,1218387.32458961
Cerrado,cocos,7.46,2020,2020/01/01,cocos,2020,1218387.32458961
Cerrado,santa rita de cássia,386.84,2021,2021/05/01,santa rita de cássia,2021,998700.5789114236
Caatinga,cocos,9.16,2021,2021/08/08,cocos,2021,1229644.9681953788
Cerrado,são desidério,103.02,2021,2021/08/22,são desidério,2021,3159579.701361537
Cerrado,jaborandi,30.17,2021,2021/08/22,jaborandi,2021,2051920.940728784
Cerrado,barreiras,110.39,2021,2021/08/28,barreiras,2021,958306.347179532
Cerrado,barreiras,54.04,2021,2021/07/01,barreiras,2021,958306.347179532
Caatinga,santa rita de cássia,13.47,2021,2021/10/30,santa rita de cássia,2021,998700.5789114236
Caatinga,barra,15.87,2021,2021/08/01,barra,2021,79058.81857037544
Caatinga,santa rita de cássia,28.78,2021,2021/08/01,santa rita de cássia,2021,998700.5789114236
Mata Atlântica,belmonte,27.44,2021,2021/09/01,belmonte,2021,331485.0170983076
Mata Atlântica,itambé,25.31,2021,2021/11/01,itambé,2021,65263.4872546196
Mata Atlântica,itambé,3.36,2021,2021/12/01,itambé,2021,65263.4872546196
Caatinga,santa rita de cássia,0.61,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,11.24,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,1.65,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,cocos,11.58,2021,2021/10/01,cocos,2021,1229644.9681953788
Caatinga,cocos,12.54,2021,2021/10/01,cocos,2021,1229644.9681953788
Cerrado,riachão das neves,1.95,2021,2021/11/01,riachão das neves,2021,761963.2862440944
Cerrado,são desidério,64.79,2021,2021/03/05,são desidério,2021,3159579.701361537
Cerrado,jaborandi,3887.74,2021,2021/06/17,jaborandi,2021,2051920.940728784
Mata Atlântica,encruzilhada,4.95,2022,2022/03/31,encruzilhada,2022,414662.0
Cerrado,riachão das neves,250.21,2022,2022/03/01,riachão das neves,2022,670183.0
Cerrado,luís eduardo magalhães,126.25,2022,2022/05/18,luís eduardo magalhães,2022,343098.0
Cerrado,correntina,497.62,2022,2022/05/15,correntina,2022,1473135.0
Cerrado,são desidério,46.54,2022,2022/05/09,são desidério,2022,2729422.0
Cerrado,correntina,1046.07,2022,2022/04/07,correntina,2022,1473135.0
Cerrado,formosa do rio preto,141.71,2022,2022/04/27,formosa do rio preto,2022,2432263.0
Cerrado,jaborandi,149.32,2022,2022/04/19,jaborandi,2022,1734316.0
Cerrado,santa rita de cássia,2.06,2022,2022/02/01,santa rita de cássia,2022,569631.0
Cerrado,jaborandi,956.95,2022,2022/06/01,jaborandi,2022,1734316.0
Cerrado,barreiras,102.55,2022,2022/06/07,barreiras,2022,996163.0
Caatinga,cotegipe,6.77,2022,2022/03/01,cotegipe,2022,297663.0
Cerrado,formosa do rio preto,9.45,2022,2022/03/01,formosa do rio preto,2022,2432263.0
Cerrado,santa rita de cássia,5.11,2022,2022/03/01,santa rita de cássia,2022,569631.0
Cerrado,barreiras,375.94,2022,2022/08/04,barreiras,2022,996163.0
Cerrado,formosa do rio preto,36.92,2022,2022/08/01,formosa do rio preto,2022,2432263.0
Cerrado,baianópolis,70.57,2022,2022/08/07,baianópolis,2022,413632.0
Cerrado,jaborandi,5.8,2022,2022/04/01,jaborandi,2022,1734316.0
Caatinga,barra,2.39,2022,2022/05/01,barra,2022,312169.0
Cerrado,cocos,32.26,2022,2022/05/01,cocos,2022,367625.0
Mata Atlântica,iguaí,0.77,2022,2022/07/31,iguaí,2022,277970.0
Mata Atlântica,encruzilhada,5.76,2022,2022/07/31,encruzilhada,2022,414662.0
Caatinga,santa rita de cássia,13.74,2019,2019/01/17,santa rita de cássia,2019,694797.0868461728
Mata Atlântica,ilhéus,15.6,2019,2019/06/26,ilhéus,2019,158872.06799983978
Cerrado,formosa do rio preto,316.86,2019,2019/08/08,formosa do rio preto,2019,4220327.0016454905
Cerrado,correntina,488.23,2019,2019/09/11,correntina,2019,1545572.943816781
Cerrado,luís eduardo magalhães,25.68,2019,2019/10/16,luís eduardo magalhães,2019,800435.7103590965
Caatinga,cotegipe,37.87,2019,2019/12/16,cotegipe,2019,331163.8086628318
Cerrado,baianópolis,12.12,2019,2019/08/02,baianópolis,2019,607436.7982445955
Cerrado,são desidério,4.81,2019,2019/04/29,são desidério,2019,2024107.6610826247
Cerrado,são desidério,17.39,2019,2019/01/06,são desidério,2019,2024107.6610826247
Cerrado,barreiras,7.48,2019,2019/04/17,barreiras,2019,1568927.0175619423
Cerrado,baianópolis,13.49,2019,2019/04/29,baianópolis,2019,607436.7982445955
Caatinga,cotegipe,12.26,2019,2019/06/20,cotegipe,2019,331163.8086628318
Cerrado,formosa do rio preto,523.73,2019,2019/08/31,formosa do rio preto,2019,4220327.0016454905
Mata Atlântica,valença,3.16,2019,2019/04/22,valença,2019,247673.75340151787
Mata Atlântica,belmonte,10.02,2019,2019/04/23,belmonte,2019,390403.1881421805
Mata Atlântica,itapetinga,29.27,2019,2019/02/01,itapetinga,2019,57074.17749881744
Mata Atlântica,camamu,6.29,2019,2019/01/24,camamu,2019,221471.44368362427
Mata Atlântica,belmonte,6.67,2019,2019/03/30,belmonte,2019,390403.1881421805
Cerrado,jaborandi,159.88,2020,2020/04/03,jaborandi,2020,1744004.154955864
Caatinga,cotegipe,14.28,2020,2020/01/11,cotegipe,2020,559960.0834841728
Cerrado,barreiras,1.84,2020,2020/03/29,barreiras,2020,1179766.0970728395
Cerrado,formosa do rio preto,169.01,2020,2020/02/26,formosa do rio preto,2020,3073766.4334418774
Cerrado,são desidério,105.18,2020,2020/05/11,são desidério,2020,3091203.197527945
Cerrado,são desidério,12.41,2020,2020/05/11,são desidério,2020,3091203.197527945
Mata Atlântica,camamu,14.16,2020,2020/04/16,camamu,2020,434741.3974044919
Mata Atlântica,camamu,1.65,2020,2020/05/02,camamu,2020,434741.3974044919
Cerrado,baianópolis,1.03,2020,2020/05/01,baianópolis,2020,790814.9751247168
Cerrado,são desidério,4.73,2020,2020/05/01,são desidério,2020,3091203.197527945
Caatinga,santa rita de cássia,72.61,2020,2020/06/01,santa rita de cássia,2020,859509.3606863022
Caatinga,santa rita de cássia,16.55,2020,2020/02/01,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,226.59,2020,2020/05/23,santa rita de cássia,2020,859509.3606863022
Cerrado,luís eduardo magalhães,28.99,2020,2020/05/28,luís eduardo magalhães,2020,1523413.1056941748
Cerrado,correntina,293.82,2020,2020/05/28,correntina,2020,1060525.6563282013
Cerrado,formosa do rio preto,210.99,2020,2020/05/31,formosa do rio preto,2020,3073766.4334418774
Cerrado,santa rita de cássia,389.6,2020,2020/05/23,santa rita de cássia,2020,859509.3606863022
Cerrado,barreiras,78.13,2020,2020/06/06,barreiras,2020,1179766.0970728395
Cerrado,riachão das neves,195.43,2020,2020/07/01,riachão das neves,2020,1085054.2665590644
Caatinga,santa rita de cássia,69.42,2020,2020/07/14,santa rita de cássia,2020,859509.3606863022
Cerrado,baianópolis,8.18,2020,2020/07/01,baianópolis,2020,790814.9751247168
Cerrado,santa rita de cássia,34.49,2020,2020/07/01,santa rita de cássia,2020,859509.3606863022
Cerrado,formosa do rio preto,40.91,2020,2020/08/29,formosa do rio preto,2020,3073766.4334418774
Cerrado,santa rita de cássia,1.04,2020,2020/09/01,santa rita de cássia,2020,859509.3606863022
Mata Atlântica,camamu,1.01,2020,2020/09/08,camamu,2020,434741.3974044919
Cerrado,riachão das neves,29.12,2020,2020/09/21,riachão das neves,2020,1085054.2665590644
Cerrado,riachão das neves,5.52,2020,2020/09/24,riachão das neves,2020,1085054.2665590644
Caatinga,cocos,29.02,2020,2020/10/14,cocos,2020,1218387.32458961
Cerrado,são desidério,136.55,2020,2020/10/20,são desidério,2020,3091203.197527945
Cerrado,cocos,3.07,2020,2020/10/01,cocos,2020,1218387.32458961
Cerrado,cotegipe,12.54,2020,2020/11/24,cotegipe,2020,559960.0834841728
Mata Atlântica,nilo peçanha,1.59,2020,2020/12/12,nilo peçanha,2020,154625.95725762844
Caatinga,barra,9.42,2020,2020/12/23,barra,2020,139778.05993533134
Caatinga,santa rita de cássia,2.46,2020,2020/12/01,santa rita de cássia,2020,859509.3606863022
Mata Atlântica,maraú,1.28,2021,2021/02/06,maraú,2021,103211.31101250648
Mata Atlântica,dário meira,4.64,2021,2021/02/14,dário meira,2021,101797.88742160796
Mata Atlântica,ilhéus,1.37,2021,2021/03/11,ilhéus,2021,131715.1359180212
Caatinga,santa rita de cássia,11.73,2021,2021/03/22,santa rita de cássia,2021,998700.5789114236
Cerrado,cocos,206.49,2021,2021/03/19,cocos,2021,1229644.9681953788
Cerrado,jaborandi,42.75,2021,2021/03/25,jaborandi,2021,2051920.940728784
Cerrado,santa rita de cássia,50.43,2021,2021/05/04,santa rita de cássia,2021,998700.5789114236
Cerrado,barreiras,1.19,2021,2021/01/01,barreiras,2021,958306.347179532
Cerrado,barreiras,13.54,2021,2021/01/01,barreiras,2021,958306.347179532
Cerrado,riachão das neves,3.49,2021,2021/01/01,riachão das neves,2021,761963.2862440944
Cerrado,riachão das neves,11.33,2021,2021/01/01,riachão das neves,2021,761963.2862440944
Cerrado,baianópolis,8.81,2021,2021/01/01,baianópolis,2021,1700892.2622466087
Cerrado,são desidério,2.8,2021,2021/01/01,são desidério,2021,3159579.701361537
Cerrado,riachão das neves,5.01,2021,2021/01/01,riachão das neves,2021,761963.2862440944
Cerrado,são desidério,425.52,2021,2021/03/01,são desidério,2021,3159579.701361537
Cerrado,baianópolis,14.62,2021,2021/05/16,baianópolis,2021,1700892.2622466087
Cerrado,santa rita de cássia,43.67,2021,2021/04/01,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,2.3,2021,2021/04/01,santa rita de cássia,2021,998700.5789114236
Caatinga,barra,0.4,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,6.66,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,1.53,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,1.2,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,1.57,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,cotegipe,3.34,2020,2020/01/01,cotegipe,2020,559960.0834841728
Caatinga,barra,7.79,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,0.78,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,1.35,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,cotegipe,3.52,2020,2020/01/01,cotegipe,2020,559960.0834841728
Cerrado,santa rita de cássia,0.76,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,10.07,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,baianópolis,4.54,2020,2020/01/01,baianópolis,2020,790814.9751247168
Cerrado,são desidério,0.7,2020,2020/01/01,são desidério,2020,3091203.197527945
Cerrado,correntina,23.41,2020,2020/01/01,correntina,2020,1060525.6563282013
Cerrado,baianópolis,1.58,2020,2020/01/01,baianópolis,2020,790814.9751247168
Cerrado,baianópolis,3.54,2020,2020/01/01,baianópolis,2020,790814.9751247168
Caatinga,jaborandi,7.95,2020,2020/01/01,jaborandi,2020,1744004.154955864
Cerrado,barreiras,4.92,2020,2020/01/01,barreiras,2020,1179766.0970728395
Cerrado,santa rita de cássia,1.4,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,barreiras,4.14,2020,2020/01/01,barreiras,2020,1179766.0970728395
Cerrado,riachão das neves,0.9,2020,2020/01/01,riachão das neves,2020,1085054.2665590644
Cerrado,riachão das neves,6.99,2020,2020/01/01,riachão das neves,2020,1085054.2665590644
Cerrado,barreiras,6.78,2021,2021/05/01,barreiras,2021,958306.347179532
Cerrado,riachão das neves,3.02,2021,2021/05/01,riachão das neves,2021,761963.2862440944
Caatinga,cotegipe,15.93,2021,2021/05/01,cotegipe,2021,292547.2605621815
Cerrado,barreiras,27.08,2021,2021/08/02,barreiras,2021,958306.347179532
Mata Atlântica,belmonte,2.94,2021,2021/09/03,belmonte,2021,331485.0170983076
Mata Atlântica,guaratinga,6.42,2021,2021/09/02,guaratinga,2021,171742.56461274624
Mata Atlântica,iguaí,3.51,2021,2021/09/18,iguaí,2021,155962.6907043457
Cerrado,cocos,48.67,2021,2021/09/29,cocos,2021,1229644.9681953788
Mata Atlântica,belmonte,25.21,2021,2021/10/29,belmonte,2021,331485.0170983076
Mata Atlântica,itambé,4.52,2021,2021/11/01,itambé,2021,65263.4872546196
Cerrado,riachão das neves,42.33,2021,2021/09/01,riachão das neves,2021,761963.2862440944
Caatinga,santa rita de cássia,0.87,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,0.34,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,13.01,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,0.74,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,1.71,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,cotegipe,6.92,2021,2021/09/01,cotegipe,2021,292547.2605621815
Caatinga,cocos,6.59,2021,2021/10/01,cocos,2021,1229644.9681953788
Cerrado,santa rita de cássia,25.18,2021,2021/11/01,santa rita de cássia,2021,998700.5789114236
Cerrado,santa rita de cássia,103.42,2021,2021/12/01,santa rita de cássia,2021,998700.5789114236
Cerrado,baianópolis,107.1,2021,2021/12/01,baianópolis,2021,1700892.2622466087
Cerrado,barreiras,36.67,2021,2021/05/04,barreiras,2021,958306.347179532
Cerrado,cocos,199.01,2021,2021/07/07,cocos,2021,1229644.9681953788
Cerrado,santa rita de cássia,140.91,2021,2021/07/27,santa rita de cássia,2021,998700.5789114236
Cerrado,são desidério,456.98,2021,2021/01/01,são desidério,2021,3159579.701361537
Mata Atlântica,dário meira,3.86,2022,2022/02/28,dário meira,2022,217077.0
Mata Atlântica,itapetinga,15.44,2022,2022/03/31,itapetinga,2022,285382.0
Mata Atlântica,jequié,4.42,2022,2022/03/31,jequié,2022,498001.0
Cerrado,baianópolis,141.22,2022,2022/01/22,baianópolis,2022,413632.0
Cerrado,formosa do rio preto,11.51,2022,2022/05/29,formosa do rio preto,2022,2432263.0
Caatinga,santa rita de cássia,80.25,2022,2022/02/01,santa rita de cássia,2022,569631.0
Caatinga,santa rita de cássia,3.41,2022,2022/02/01,santa rita de cássia,2022,569631.0
Cerrado,santa rita de cássia,4.02,2022,2022/02/01,santa rita de cássia,2022,569631.0
Cerrado,formosa do rio preto,271.3,2022,2022/02/01,formosa do rio preto,2022,2432263.0
Cerrado,santa rita de cássia,6.62,2022,2022/02/01,santa rita de cássia,2022,569631.0
Cerrado,santa rita de cássia,4.41,2022,2022/03/01,santa rita de cássia,2022,569631.0
Cerrado,baianópolis,6.53,2022,2022/08/04,baianópolis,2022,413632.0
Cerrado,correntina,146.07,2022,2022/09/06,correntina,2022,1473135.0
Cerrado,formosa do rio preto,544.98,2019,2019/09/14,formosa do rio preto,2019,4220327.0016454905
Cerrado,riachão das neves,10.29,2019,2019/09/20,riachão das neves,2019,580173.0040331781
Cerrado,cocos,37.3,2019,2019/10/28,cocos,2019,959394.147064954
Cerrado,baianópolis,31.86,2019,2019/11/02,baianópolis,2019,607436.7982445955
Mata Atlântica,itambé,19.45,2019,2019/10/31,itambé,2019,100107.73387336732
Cerrado,cocos,27.88,2019,2019/12/16,cocos,2019,959394.147064954
Caatinga,cocos,97.39,2019,2019/12/27,cocos,2019,959394.147064954
Cerrado,formosa do rio preto,5.92,2019,2019/06/08,formosa do rio preto,2019,4220327.0016454905
Cerrado,baianópolis,45.84,2019,2019/04/17,baianópolis,2019,607436.7982445955
Cerrado,cocos,172.61,2019,2019/05/19,cocos,2019,959394.147064954
Cerrado,formosa do rio preto,973.28,2019,2019/04/17,formosa do rio preto,2019,4220327.0016454905
Cerrado,formosa do rio preto,26.04,2019,2019/04/17,formosa do rio preto,2019,4220327.0016454905
Caatinga,santa rita de cássia,5.52,2019,2019/05/07,santa rita de cássia,2019,694797.0868461728
Cerrado,formosa do rio preto,11.47,2019,2019/04/23,formosa do rio preto,2019,4220327.0016454905
Caatinga,cotegipe,18.85,2019,2019/08/08,cotegipe,2019,331163.8086628318
Caatinga,santa rita de cássia,5.28,2019,2019/03/31,santa rita de cássia,2019,694797.0868461728
Cerrado,riachão das neves,3.99,2019,2019/08/08,riachão das neves,2019,580173.0040331781
Cerrado,barreiras,110.84,2019,2019/06/02,barreiras,2019,1568927.0175619423
Cerrado,santa rita de cássia,50.87,2019,2019/06/11,santa rita de cássia,2019,694797.0868461728
Mata Atlântica,jequié,2.56,2019,2019/02/25,jequié,2019,249169.2120203972
Mata Atlântica,guaratinga,1.37,2019,2019/08/20,guaratinga,2019,211708.01093423367
Cerrado,barreiras,4.8,2020,2020/04/21,barreiras,2020,1179766.0970728395
Cerrado,são desidério,1291.53,2020,2020/01/31,são desidério,2020,3091203.197527945
Cerrado,riachão das neves,458.81,2020,2020/05/28,riachão das neves,2020,1085054.2665590644
Cerrado,formosa do rio preto,18.14,2020,2020/07/25,formosa do rio preto,2020,3073766.4334418774
Cerrado,baianópolis,6.96,2020,2020/07/01,baianópolis,2020,790814.9751247168
Mata Atlântica,camamu,5.58,2020,2020/08/31,camamu,2020,434741.3974044919
Cerrado,cocos,26.03,2020,2020/08/01,cocos,2020,1218387.32458961
Caatinga,santa rita de cássia,76.85,2020,2020/08/01,santa rita de cássia,2020,859509.3606863022
Cerrado,são desidério,7.4,2020,2020/09/01,são desidério,2020,3091203.197527945
Caatinga,jaborandi,3.52,2020,2020/09/01,jaborandi,2020,1744004.154955864
Caatinga,cotegipe,11.83,2020,2020/09/04,cotegipe,2020,559960.0834841728
Mata Atlântica,valença,3.19,2020,2020/10/09,valença,2020,427637.707020998
Mata Atlântica,maraú,1.88,2020,2020/11/10,maraú,2020,170126.90513539314
Cerrado,baianópolis,3.44,2020,2020/11/24,baianópolis,2020,790814.9751247168
Caatinga,santa rita de cássia,13.58,2020,2020/11/01,santa rita de cássia,2020,859509.3606863022
Caatinga,santa rita de cássia,37.67,2020,2020/11/01,santa rita de cássia,2020,859509.3606863022
Mata Atlântica,belmonte,6.7,2020,2020/12/13,belmonte,2020,350558.8480718136
Caatinga,barra,8.94,2021,2021/01/23,barra,2021,79058.81857037544
Mata Atlântica,valença,1.66,2021,2021/02/06,valença,2021,195332.51262283325
Mata Atlântica,itagibá,0.88,2021,2021/02/22,itagibá,2021,111453.28504517674
Mata Atlântica,dário meira,0.86,2021,2021/02/22,dário meira,2021,101797.88742160796
Cerrado,jaborandi,150.75,2021,2021/03/13,jaborandi,2021,2051920.940728784
Caatinga,correntina,5.98,2021,2021/03/13,correntina,2021,1585476.3940644264
Cerrado,baianópolis,13.49,2021,2021/03/13,baianópolis,2021,1700892.2622466087
Mata Atlântica,itambé,3.36,2021,2021/03/10,itambé,2021,65263.4872546196
Mata Atlântica,valença,1.8,2021,2021/04/27,valença,2021,195332.51262283325
Cerrado,luís eduardo magalhães,104.44,2021,2021/05/04,luís eduardo magalhães,2021,654262.0002045631
Cerrado,são desidério,1.45,2021,2021/01/01,são desidério,2021,3159579.701361537
Cerrado,formosa do rio preto,417.24,2021,2021/01/01,formosa do rio preto,2021,2299737.8741800785
Caatinga,barra,36.71,2021,2021/03/01,barra,2021,79058.81857037544
Cerrado,jaborandi,431.67,2021,2021/05/27,jaborandi,2021,2051920.940728784
Caatinga,barra,4.35,2021,2021/05/28,barra,2021,79058.81857037544
Caatinga,santa rita de cássia,5.44,2021,2021/04/01,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,3.69,2021,2021/04/01,santa rita de cássia,2021,998700.5789114236
Cerrado,luís eduardo magalhães,1.14,2020,2020/01/01,luís eduardo magalhães,2020,1523413.1056941748
Cerrado,são desidério,1.16,2020,2020/01/01,são desidério,2020,3091203.197527945
Caatinga,barra,5.04,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,3.58,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,6.54,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,santa rita de cássia,4.51,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,cotegipe,1.74,2020,2020/01/01,cotegipe,2020,559960.0834841728
Cerrado,são desidério,2.1,2020,2020/01/01,são desidério,2020,3091203.197527945
Cerrado,baianópolis,8.8,2020,2020/01/01,baianópolis,2020,790814.9751247168
Cerrado,santa rita de cássia,1.16,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,santa rita de cássia,1.36,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,barreiras,5.57,2020,2020/01/01,barreiras,2020,1179766.0970728395
Cerrado,riachão das neves,7.48,2020,2020/01/01,riachão das neves,2020,1085054.2665590644
Cerrado,luís eduardo magalhães,13.59,2020,2020/01/01,luís eduardo magalhães,2020,1523413.1056941748
Cerrado,formosa do rio preto,0.81,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,formosa do rio preto,3.94,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,formosa do rio preto,7.77,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,formosa do rio preto,67.25,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Caatinga,santa rita de cássia,0.79,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,cocos,2.33,2020,2020/01/01,cocos,2020,1218387.32458961
Cerrado,jaborandi,4.14,2020,2020/01/01,jaborandi,2020,1744004.154955864
Caatinga,barra,1.22,2021,2021/05/01,barra,2021,79058.81857037544
Cerrado,santa rita de cássia,302.89,2021,2021/07/04,santa rita de cássia,2021,998700.5789114236
Cerrado,jaborandi,39.72,2021,2021/08/02,jaborandi,2021,2051920.940728784
Cerrado,correntina,155.66,2021,2021/08/22,correntina,2021,1585476.3940644264
Cerrado,santa rita de cássia,27.39,2021,2021/09/23,santa rita de cássia,2021,998700.5789114236
Mata Atlântica,valença,3.11,2021,2021/09/18,valença,2021,195332.51262283325
Cerrado,baianópolis,9.28,2021,2021/09/26,baianópolis,2021,1700892.2622466087
Cerrado,santa rita de cássia,4.07,2021,2021/09/23,santa rita de cássia,2021,998700.5789114236
Cerrado,são desidério,153.12,2021,2021/10/10,são desidério,2021,3159579.701361537
Caatinga,santa rita de cássia,10.57,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,40.47,2021,2021/12/01,santa rita de cássia,2021,998700.5789114236
Cerrado,baianópolis,6.27,2021,2021/12/01,baianópolis,2021,1700892.2622466087
Cerrado,formosa do rio preto,1073.03,2021,2021/06/14,formosa do rio preto,2021,2299737.8741800785
Cerrado,cocos,443.54,2021,2021/07/07,cocos,2021,1229644.9681953788
Caatinga,cotegipe,5.42,2021,2021/09/01,cotegipe,2021,292547.2605621815
Cerrado,riachão das neves,24.59,2021,2021/11/01,riachão das neves,2021,761963.2862440944
Mata Atlântica,itambé,6.42,2022,2022/03/31,itambé,2022,227632.0
Mata Atlântica,itagibá,0.56,2022,2022/03/31,itagibá,2022,288483.0
Mata Atlântica,jequié,0.5,2022,2022/03/31,jequié,2022,498001.0
Cerrado,correntina,20.8,2022,2022/01/19,correntina,2022,1473135.0
Cerrado,barreiras,27.09,2022,2022/03/30,barreiras,2022,996163.0
Cerrado,santa rita de cássia,589.8,2022,2022/03/30,santa rita de cássia,2022,569631.0
Mata Atlântica,maraú,1.4,2022,2022/03/31,maraú,2022,275953.0
Cerrado,jaborandi,17.94,2022,2022/04/25,jaborandi,2022,1734316.0
Cerrado,santa rita de cássia,7.56,2022,2022/02/01,santa rita de cássia,2022,569631.0
Cerrado,luís eduardo magalhães,58.77,2022,2022/06/10,luís eduardo magalhães,2022,343098.0
Mata Atlântica,camamu,0.39,2022,2022/06/30,camamu,2022,232571.0
Cerrado,riachão das neves,20.08,2022,2022/03/01,riachão das neves,2022,670183.0
Cerrado,santa rita de cássia,23.65,2022,2022/03/01,santa rita de cássia,2022,569631.0
Cerrado,luís eduardo magalhães,259.74,2022,2022/03/01,luís eduardo magalhães,2022,343098.0
Cerrado,barreiras,0.5,2022,2022/03/01,barreiras,2022,996163.0
Cerrado,correntina,361.37,2022,2022/07/17,correntina,2022,1473135.0
Cerrado,formosa do rio preto,59.81,2022,2022/08/04,formosa do rio preto,2022,2432263.0
Caatinga,barra,0.79,2022,2022/04/01,barra,2022,312169.0
Caatinga,barra,1.36,2022,2022/04/01,barra,2022,312169.0
Mata Atlântica,valença,2.8,2022,2022/07/31,valença,2022,378871.0
Cerrado,são desidério,105.29,2022,2022/09/03,são desidério,2022,2729422.0
Mata Atlântica,itagibá,8.49,2019,2019/06/01,itagibá,2019,121675.55451917648
Cerrado,santa rita de cássia,4.81,2019,2019/10/02,santa rita de cássia,2019,694797.0868461728
Cerrado,cocos,10.33,2019,2019/10/31,cocos,2019,959394.147064954
Mata Atlântica,valença,3.3,2019,2019/11/24,valença,2019,247673.75340151787
Caatinga,cotegipe,10.88,2019,2019/11/23,cotegipe,2019,331163.8086628318
Cerrado,barreiras,111.73,2019,2019/03/16,barreiras,2019,1568927.0175619423
Cerrado,santa rita de cássia,47.9,2019,2019/04/26,santa rita de cássia,2019,694797.0868461728
Cerrado,são desidério,181.23,2019,2019/03/09,são desidério,2019,2024107.6610826247
Cerrado,baianópolis,17.55,2019,2019/08/02,baianópolis,2019,607436.7982445955
Cerrado,barreiras,92.57,2019,2019/06/08,barreiras,2019,1568927.0175619423
Cerrado,santa rita de cássia,6.09,2019,2019/02/21,santa rita de cássia,2019,694797.0868461728
Cerrado,barreiras,43.33,2019,2019/07/13,barreiras,2019,1568927.0175619423
Cerrado,baianópolis,49.25,2019,2019/01/29,baianópolis,2019,607436.7982445955
