BIOMA,MUNICIPIO,AREAHA,ANODETEC,DATADETEC,Municípios,Ano,CO2_emitido
Cerrado,jaborandi,591.5,2021,2021/10/25,jaborandi,2021,2051920.940728784
Cerrado,barreiras,34.24,2021,2021/08/01,barreiras,2021,958306.347179532
Cerrado,correntina,986.4,2021,2021/11/25,correntina,2021,1585476.3940644264
Cerrado,baianópolis,651.93,2021,2021/12/13,baianópolis,2021,1700892.2622466087
Caatinga,santa rita de cássia,8.33,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,cotegipe,4.61,2021,2021/11/01,cotegipe,2021,292547.2605621815
Caatinga,barra,205.53,2021,2021/11/01,barra,2021,79058.81857037544
Cerrado,santa rita de cássia,159.45,2021,2021/01/17,santa rita de cássia,2021,998700.5789114236
Cerrado,cocos,368.05,2021,2021/01/20,cocos,2021,1229644.9681953788
Cerrado,são desidério,11.44,2021,2021/03/28,são desidério,2021,3159579.701361537
Cerrado,barreiras,21.73,2021,2021/04/11,barreiras,2021,958306.347179532
Cerrado,riachão das neves,75.43,2021,2021/05/04,riachão das neves,2021,761963.2862440944
Cerrado,santa rita de cássia,36.89,2021,2021/06/14,santa rita de cássia,2021,998700.5789114236
Caatinga,barra,156.66,2022,2022/01/01,barra,2022,312169.0
Cerrado,são desidério,173.78,2022,2022/05/03,são desidério,2022,2729422.0
Cerrado,são desidério,29.18,2022,2022/05/06,são desidério,2022,2729422.0
Mata Atlântica,guaratinga,18.88,2022,2022/04/30,guaratinga,2022,243882.0
Mata Atlântica,camamu,5.62,2022,2022/04/30,camamu,2022,232571.0
Cerrado,santa rita de cássia,14.19,2022,2022/02/01,santa rita de cássia,2022,569631.0
Cerrado,formosa do rio preto,30.22,2022,2022/02/01,formosa do rio preto,2022,2432263.0
Cerrado,santa rita de cássia,55.53,2022,2022/06/07,santa rita de cássia,2022,569631.0
Cerrado,baianópolis,1.91,2022,2022/03/01,baianópolis,2022,413632.0
Cerrado,barreiras,7.0,2022,2022/03/01,barreiras,2022,996163.0
Cerrado,são desidério,13.09,2022,2022/03/01,são desidério,2022,2729422.0
Cerrado,correntina,63.98,2022,2022/03/01,correntina,2022,1473135.0
Cerrado,cocos,25.7,2022,2022/03/01,cocos,2022,367625.0
Cerrado,santa rita de cássia,14.16,2022,2022/03/01,santa rita de cássia,2022,569631.0
Cerrado,correntina,18.1,2022,2022/03/01,correntina,2022,1473135.0
Cerrado,baianópolis,3.56,2022,2022/08/04,baianópolis,2022,413632.0
Cerrado,formosa do rio preto,70.51,2022,2022/08/24,formosa do rio preto,2022,2432263.0
Mata Atlântica,maraú,3.76,2022,2022/07/31,maraú,2022,275953.0
Mata Atlântica,belmonte,0.78,2022,2022/07/31,belmonte,2022,354868.0
Mata Atlântica,camamu,0.84,2022,2022/07/31,camamu,2022,232571.0
Cerrado,barreiras,99.99,2022,2022/09/04,barreiras,2022,996163.0
Cerrado,correntina,527.22,2022,2022/09/03,correntina,2022,1473135.0
Mata Atlântica,igrapiúna,3.93,2019,2019/11/08,igrapiúna,2019,257694.0746061802
Mata Atlântica,guaratinga,9.28,2019,2019/10/31,guaratinga,2019,211708.01093423367
Cerrado,formosa do rio preto,2.1,2019,2019/12/16,formosa do rio preto,2019,4220327.0016454905
Caatinga,barra,2.31,2019,2019/12/16,barra,2019,226011.0523688793
Mata Atlântica,encruzilhada,22.1,2019,2019/04/05,encruzilhada,2019,403895.9177992344
Caatinga,santa rita de cássia,12.86,2019,2019/05/13,santa rita de cássia,2019,694797.0868461728
Cerrado,barreiras,107.56,2019,2019/08/22,barreiras,2019,1568927.0175619423
Cerrado,barreiras,17.43,2019,2019/01/29,barreiras,2019,1568927.0175619423
Cerrado,são desidério,33.56,2019,2019/01/06,são desidério,2019,2024107.6610826247
Cerrado,formosa do rio preto,10.59,2019,2019/03/31,formosa do rio preto,2019,4220327.0016454905
Caatinga,santa rita de cássia,17.13,2019,2019/05/22,santa rita de cássia,2019,694797.0868461728
Mata Atlântica,dário meira,8.09,2019,2019/06/01,dário meira,2019,94401.96469908953
Cerrado,são desidério,31.73,2020,2020/04/21,são desidério,2020,3091203.197527945
Caatinga,correntina,18.05,2020,2020/04/04,correntina,2020,1060525.6563282013
Cerrado,cotegipe,190.24,2020,2020/02/26,cotegipe,2020,559960.0834841728
Mata Atlântica,maraú,1.74,2020,2020/04/24,maraú,2020,170126.90513539314
Mata Atlântica,camamu,2.74,2020,2020/04/16,camamu,2020,434741.3974044919
Cerrado,são desidério,138.52,2020,2020/05/01,são desidério,2020,3091203.197527945
Cerrado,barreiras,979.89,2020,2020/06/01,barreiras,2020,1179766.0970728395
Caatinga,santa rita de cássia,5.76,2020,2020/02/01,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,276.82,2020,2020/02/01,santa rita de cássia,2020,859509.3606863022
Mata Atlântica,itagibá,3.72,2020,2020/06/30,itagibá,2020,72102.08046793938
Mata Atlântica,encruzilhada,29.52,2020,2020/06/26,encruzilhada,2020,451620.4507952333
Cerrado,jaborandi,471.53,2020,2020/05/28,jaborandi,2020,1744004.154955864
Mata Atlântica,belmonte,35.66,2020,2020/07/14,belmonte,2020,350558.8480718136
Cerrado,baianópolis,1.88,2020,2020/07/01,baianópolis,2020,790814.9751247168
Cerrado,baianópolis,6.95,2020,2020/07/01,baianópolis,2020,790814.9751247168
Caatinga,santa rita de cássia,83.97,2020,2020/09/01,santa rita de cássia,2020,859509.3606863022
Caatinga,santa rita de cássia,7.74,2020,2020/12/17,santa rita de cássia,2020,859509.3606863022
Mata Atlântica,belmonte,1.39,2020,2020/12/13,belmonte,2020,350558.8480718136
Mata Atlântica,igrapiúna,2.29,2020,2020/12/12,igrapiúna,2020,378236.5840551853
Mata Atlântica,belmonte,6.52,2020,2020/12/13,belmonte,2020,350558.8480718136
Mata Atlântica,belmonte,12.35,2020,2020/12/12,belmonte,2020,350558.8480718136
Cerrado,baianópolis,14.84,2020,2020/12/31,baianópolis,2020,790814.9751247168
Caatinga,santa rita de cássia,4.96,2020,2020/12/01,santa rita de cássia,2020,859509.3606863022
Caatinga,cotegipe,13.33,2021,2021/01/29,cotegipe,2021,292547.2605621815
Cerrado,cocos,14.64,2021,2021/03/08,cocos,2021,1229644.9681953788
Cerrado,formosa do rio preto,12.07,2021,2021/03/10,formosa do rio preto,2021,2299737.8741800785
Cerrado,são desidério,27.16,2021,2021/03/28,são desidério,2021,3159579.701361537
Mata Atlântica,valença,1.84,2021,2021/04/27,valença,2021,195332.51262283325
Cerrado,santa rita de cássia,20.46,2021,2021/05/04,santa rita de cássia,2021,998700.5789114236
Cerrado,barreiras,9.05,2021,2021/01/01,barreiras,2021,958306.347179532
Cerrado,riachão das neves,8.0,2021,2021/01/01,riachão das neves,2021,761963.2862440944
Cerrado,santa rita de cássia,47.43,2021,2021/01/01,santa rita de cássia,2021,998700.5789114236
Caatinga,barra,6.64,2021,2021/05/28,barra,2021,79058.81857037544
Caatinga,santa rita de cássia,5.94,2021,2021/04/01,santa rita de cássia,2021,998700.5789114236
Cerrado,formosa do rio preto,70.13,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,são desidério,3.11,2020,2020/01/01,são desidério,2020,3091203.197527945
Caatinga,cotegipe,3.46,2020,2020/01/01,cotegipe,2020,559960.0834841728
Caatinga,barra,1.68,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,0.89,2020,2020/01/01,barra,2020,139778.05993533134
Cerrado,santa rita de cássia,6.15,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,barra,1.72,2020,2020/01/01,barra,2020,139778.05993533134
Cerrado,cotegipe,7.41,2020,2020/01/01,cotegipe,2020,559960.0834841728
Cerrado,cotegipe,2.6,2020,2020/01/01,cotegipe,2020,559960.0834841728
Cerrado,correntina,2.29,2020,2020/01/01,correntina,2020,1060525.6563282013
Cerrado,baianópolis,4.84,2020,2020/01/01,baianópolis,2020,790814.9751247168
Caatinga,barra,1.33,2020,2020/01/01,barra,2020,139778.05993533134
Cerrado,santa rita de cássia,16.42,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,2.77,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,1.12,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,riachão das neves,4.42,2020,2020/01/01,riachão das neves,2020,1085054.2665590644
Cerrado,riachão das neves,1.95,2020,2020/01/01,riachão das neves,2020,1085054.2665590644
Cerrado,formosa do rio preto,5.23,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Caatinga,santa rita de cássia,1.19,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,jaborandi,114.93,2021,2021/08/05,jaborandi,2021,2051920.940728784
Cerrado,formosa do rio preto,62.83,2021,2021/08/13,formosa do rio preto,2021,2299737.8741800785
Caatinga,santa rita de cássia,375.26,2021,2021/09/11,santa rita de cássia,2021,998700.5789114236
Caatinga,barra,18.54,2021,2021/08/01,barra,2021,79058.81857037544
Mata Atlântica,itagibá,1.81,2021,2021/11/29,itagibá,2021,111453.28504517674
Caatinga,santa rita de cássia,6.06,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,1.12,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,cotegipe,9.92,2021,2021/09/01,cotegipe,2021,292547.2605621815
Caatinga,santa rita de cássia,179.42,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,2.65,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Cerrado,santa rita de cássia,11.45,2021,2021/11/01,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,5.08,2021,2021/12/01,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,7.86,2021,2021/12/01,santa rita de cássia,2021,998700.5789114236
Cerrado,jaborandi,4977.61,2021,2021/01/20,jaborandi,2021,2051920.940728784
Caatinga,jaborandi,17.22,2021,2021/05/13,jaborandi,2021,2051920.940728784
Cerrado,são desidério,186.73,2021,2021/05/04,são desidério,2021,3159579.701361537
Cerrado,riachão das neves,2.98,2021,2021/02/01,riachão das neves,2021,761963.2862440944
Caatinga,barra,284.22,2021,2021/12/01,barra,2021,79058.81857037544
Cerrado,barreiras,3099.55,2022,2022/03/01,barreiras,2022,996163.0
Cerrado,são desidério,139.65,2022,2022/03/09,são desidério,2022,2729422.0
Cerrado,são desidério,46.6,2022,2022/01/01,são desidério,2022,2729422.0
Cerrado,formosa do rio preto,93.03,2022,2022/05/15,formosa do rio preto,2022,2432263.0
Cerrado,santa rita de cássia,6.66,2022,2022/02/01,santa rita de cássia,2022,569631.0
Cerrado,luís eduardo magalhães,9.13,2022,2022/06/04,luís eduardo magalhães,2022,343098.0
Mata Atlântica,valença,0.51,2022,2022/06/30,valença,2022,378871.0
Mata Atlântica,itarantim,5.45,2022,2022/06/30,itarantim,2022,203154.0
Cerrado,cocos,21.9,2022,2022/03/01,cocos,2022,367625.0
Caatinga,barra,22.69,2022,2022/03/01,barra,2022,312169.0
Cerrado,riachão das neves,4.2,2022,2022/03/01,riachão das neves,2022,670183.0
Cerrado,correntina,1600.65,2022,2022/07/23,correntina,2022,1473135.0
Cerrado,são desidério,227.63,2022,2022/08/02,são desidério,2022,2729422.0
Cerrado,formosa do rio preto,4.54,2022,2022/08/01,formosa do rio preto,2022,2432263.0
Cerrado,são desidério,511.31,2022,2022/08/02,são desidério,2022,2729422.0
Cerrado,são desidério,69.71,2022,2022/08/04,são desidério,2022,2729422.0
Mata Atlântica,ilhéus,0.91,2022,2022/07/31,ilhéus,2022,209209.0
Mata Atlântica,valença,2.92,2022,2022/07/31,valença,2022,378871.0
Cerrado,são desidério,3.86,2022,2022/09/28,são desidério,2022,2729422.0
Caatinga,santa rita de cássia,35.81,2019,2019/09/14,santa rita de cássia,2019,694797.0868461728
Cerrado,cocos,22.25,2019,2019/09/23,cocos,2019,959394.147064954
Cerrado,baianópolis,14.02,2019,2019/10/13,baianópolis,2019,607436.7982445955
Cerrado,cocos,3.22,2019,2019/10/13,cocos,2019,959394.147064954
Mata Atlântica,belmonte,2.84,2019,2019/11/08,belmonte,2019,390403.1881421805
Mata Atlântica,ibirapitanga,1.14,2019,2019/10/23,ibirapitanga,2019,86205.62920188904
Mata Atlântica,igrapiúna,0.85,2019,2019/06/09,igrapiúna,2019,257694.0746061802
Cerrado,correntina,6.28,2019,2019/01/23,correntina,2019,1545572.943816781
Caatinga,santa rita de cássia,15.01,2019,2019/05/07,santa rita de cássia,2019,694797.0868461728
Cerrado,barreiras,32.92,2019,2019/02/24,barreiras,2019,1568927.0175619423
Cerrado,jaborandi,1145.3,2019,2019/06/02,jaborandi,2019,1706967.7386553884
Cerrado,barreiras,27.18,2019,2019/04/29,barreiras,2019,1568927.0175619423
Cerrado,são desidério,33.19,2019,2019/04/14,são desidério,2019,2024107.6610826247
Cerrado,santa rita de cássia,19.0,2019,2019/04/29,santa rita de cássia,2019,694797.0868461728
Caatinga,jaborandi,8.14,2019,2019/05/02,jaborandi,2019,1706967.7386553884
Cerrado,formosa do rio preto,10.51,2019,2019/02/21,formosa do rio preto,2019,4220327.0016454905
Cerrado,santa rita de cássia,80.42,2019,2019/01/29,santa rita de cássia,2019,694797.0868461728
Mata Atlântica,belmonte,2.24,2019,2019/03/30,belmonte,2019,390403.1881421805
Mata Atlântica,encruzilhada,2.78,2019,2019/04/05,encruzilhada,2019,403895.9177992344
Mata Atlântica,camamu,6.47,2019,2019/06/09,camamu,2019,221471.44368362427
Cerrado,baianópolis,3.29,2020,2020/04/30,baianópolis,2020,790814.9751247168
Cerrado,riachão das neves,113.58,2020,2020/01/11,riachão das neves,2020,1085054.2665590644
Cerrado,barreiras,1.86,2020,2020/03/29,barreiras,2020,1179766.0970728395
Mata Atlântica,ilhéus,1.53,2020,2020/04/24,ilhéus,2020,191205.86366391185
Mata Atlântica,itagibá,17.81,2020,2020/04/08,itagibá,2020,72102.08046793938
Cerrado,são desidério,343.36,2020,2020/06/01,são desidério,2020,3091203.197527945
Caatinga,santa rita de cássia,10.06,2020,2020/06/01,santa rita de cássia,2020,859509.3606863022
Mata Atlântica,belmonte,2.14,2020,2020/06/28,belmonte,2020,350558.8480718136
Cerrado,formosa do rio preto,12.34,2020,2020/07/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,santa rita de cássia,35.73,2020,2020/07/25,santa rita de cássia,2020,859509.3606863022
Cerrado,correntina,1.53,2020,2020/07/01,correntina,2020,1060525.6563282013
Cerrado,baianópolis,3.01,2020,2020/07/01,baianópolis,2020,790814.9751247168
Cerrado,cocos,2.53,2020,2020/07/01,cocos,2020,1218387.32458961
Caatinga,correntina,7.34,2020,2020/09/01,correntina,2020,1060525.6563282013
Cerrado,luís eduardo magalhães,5.36,2020,2020/09/01,luís eduardo magalhães,2020,1523413.1056941748
Mata Atlântica,camamu,2.52,2020,2020/09/08,camamu,2020,434741.3974044919
Cerrado,santa rita de cássia,50.46,2020,2020/09/24,santa rita de cássia,2020,859509.3606863022
Mata Atlântica,encruzilhada,29.06,2020,2020/09/30,encruzilhada,2020,451620.4507952333
Cerrado,cocos,3.48,2020,2020/10/01,cocos,2020,1218387.32458961
Cerrado,cocos,32.03,2020,2020/10/01,cocos,2020,1218387.32458961
Caatinga,santa rita de cássia,5.35,2020,2020/11/01,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,83.86,2020,2020/12/17,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,100.78,2020,2020/12/17,santa rita de cássia,2020,859509.3606863022
Cerrado,baianópolis,41.37,2021,2021/01/23,baianópolis,2021,1700892.2622466087
Caatinga,santa rita de cássia,2.24,2021,2021/02/01,santa rita de cássia,2021,998700.5789114236
Cerrado,são desidério,330.84,2021,2021/03/28,são desidério,2021,3159579.701361537
Cerrado,jaborandi,17.3,2021,2021/03/13,jaborandi,2021,2051920.940728784
Cerrado,luís eduardo magalhães,800.38,2021,2021/03/28,luís eduardo magalhães,2021,654262.0002045631
Cerrado,santa rita de cássia,7.94,2021,2021/04/20,santa rita de cássia,2021,998700.5789114236
Mata Atlântica,maraú,0.85,2021,2021/04/19,maraú,2021,103211.31101250648
Caatinga,jequié,2.84,2021,2021/04/27,jequié,2021,163926.43447589874
Cerrado,são desidério,3.22,2021,2021/01/01,são desidério,2021,3159579.701361537
Cerrado,correntina,0.79,2021,2021/01/01,correntina,2021,1585476.3940644264
Cerrado,baianópolis,1.68,2021,2021/03/01,baianópolis,2021,1700892.2622466087
Cerrado,jaborandi,22.03,2021,2021/05/07,jaborandi,2021,2051920.940728784
Caatinga,santa rita de cássia,30.18,2021,2021/05/22,santa rita de cássia,2021,998700.5789114236
Cerrado,cocos,253.16,2021,2021/05/30,cocos,2021,1229644.9681953788
Caatinga,cotegipe,22.74,2021,2021/05/30,cotegipe,2021,292547.2605621815
Caatinga,cotegipe,3.28,2020,2020/01/01,cotegipe,2020,559960.0834841728
Cerrado,são desidério,1.45,2020,2020/01/01,são desidério,2020,3091203.197527945
Caatinga,santa rita de cássia,3.36,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,barra,0.89,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,santa rita de cássia,1.76,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,santa rita de cássia,6.08,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,baianópolis,7.71,2020,2020/01/01,baianópolis,2020,790814.9751247168
Caatinga,jaborandi,2.79,2020,2020/01/01,jaborandi,2020,1744004.154955864
Cerrado,baianópolis,3.28,2020,2020/01/01,baianópolis,2020,790814.9751247168
Cerrado,são desidério,6.46,2020,2020/01/01,são desidério,2020,3091203.197527945
Cerrado,jaborandi,3.77,2020,2020/01/01,jaborandi,2020,1744004.154955864
Cerrado,correntina,2.98,2020,2020/01/01,correntina,2020,1060525.6563282013
Cerrado,formosa do rio preto,46.42,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,formosa do rio preto,2.21,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,barreiras,10.05,2020,2020/01/01,barreiras,2020,1179766.0970728395
Cerrado,santa rita de cássia,23.81,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,riachão das neves,43.7,2020,2020/01/01,riachão das neves,2020,1085054.2665590644
Cerrado,jaborandi,16.03,2020,2020/01/01,jaborandi,2020,1744004.154955864
Cerrado,santa rita de cássia,3.46,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,baianópolis,174.9,2021,2021/07/01,baianópolis,2021,1700892.2622466087
Cerrado,jaborandi,17.0,2021,2021/07/13,jaborandi,2021,2051920.940728784
Caatinga,barra,1.34,2021,2021/06/01,barra,2021,79058.81857037544
Cerrado,baianópolis,6.29,2021,2021/09/26,baianópolis,2021,1700892.2622466087
Cerrado,santa rita de cássia,38.5,2021,2021/09/23,santa rita de cássia,2021,998700.5789114236
Mata Atlântica,itagibá,4.33,2021,2021/10/04,itagibá,2021,111453.28504517674
Cerrado,baianópolis,77.99,2021,2021/08/01,baianópolis,2021,1700892.2622466087
Cerrado,baianópolis,9.91,2021,2021/11/17,baianópolis,2021,1700892.2622466087
Cerrado,santa rita de cássia,10.84,2021,2021/11/17,santa rita de cássia,2021,998700.5789114236
Mata Atlântica,itambé,2.24,2021,2021/12/01,itambé,2021,65263.4872546196
Caatinga,santa rita de cássia,1.26,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,2.92,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,cotegipe,4.83,2021,2021/09/01,cotegipe,2021,292547.2605621815
Caatinga,barra,0.92,2021,2021/11/01,barra,2021,79058.81857037544
Caatinga,cotegipe,27.81,2021,2021/05/25,cotegipe,2021,292547.2605621815
Cerrado,luís eduardo magalhães,135.33,2021,2021/05/30,luís eduardo magalhães,2021,654262.0002045631
Cerrado,são desidério,2238.44,2021,2021/06/11,são desidério,2021,3159579.701361537
Cerrado,riachão das neves,1.74,2021,2021/02/01,riachão das neves,2021,761963.2862440944
Caatinga,santa rita de cássia,0.75,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Cerrado,cotegipe,56.34,2021,2021/09/01,cotegipe,2021,292547.2605621815
