BIOMA,ESTADO,MUNICIPIO,DTIMGANT,DTIMGDEP
Mata Atlântica,BAHIA,Itamaraju,19/08/2019,20/12/2019
Mata Atlântica,BAHIA,Ilhéus,01/08/2019,30/11/2019
Mata Atlântica,BAHIA,Itagibá,02/06/2019,05/12/2019
Cerrado,BAHIA,Luís Eduardo Magalhães,21/01/2019,14/12/2019
Caatinga,BAHIA,Carinhanha,03/03/2019,25/04/2019
Mata Atlântica,BAHIA,Esplanada,01/07/2019,21/11/2019
Caatinga,BAHIA,Bom Jesus da Lapa,11/05/2019,03/07/2019
Mata Atlântica,BAHIA,Inhambupe,22/01/2019,25/04/2019
Caatinga,BAHIA,Jacobina,27/02/2019,29/04/2019
Caatinga,BAHIA,Iaçu,19/03/2019,15/05/2019
Cerrado,BAHIA,Barreiras,19/12/2018,09/03/2019
Cerrado,BAHIA,Formosa do Rio Preto,11/10/2018,28/02/2019
Cerrado,BAHIA,Formosa do Rio Preto,21/12/2018,28/02/2019
Cerrado,BAHIA,Barreiras,17/03/2019,31/03/2019
Cerrado,BAHIA,Cotegipe,17/02/2018,07/03/2019
Cerrado,BAHIA,Santa Maria da Vitória,02/05/2019,06/07/2019
Cerrado,BAHIA,Riachão das Neves,30/04/2019,28/08/2019
Cerrado,BAHIA,Formosa do Rio Preto,27/04/2019,30/05/2019
Cerrado,BAHIA,Formosa do Rio Preto,13/01/2019,30/01/2019
Cerrado,BAHIA,Santa Maria da Vitória,05/10/2018,19/05/2019
Caatinga,BAHIA,Iuiu,31/07/2019,19/09/2019
Caatinga,BAHIA,Santa Rita de Cássia,04/02/2019,14/04/2019
Caatinga,BAHIA,Wanderley,02/05/2019,01/06/2019
Caatinga,BAHIA,Barra,16/06/2019,31/07/2019
Caatinga,BAHIA,Wanderley,02/10/2018,21/02/2019
Mata Atlântica,BAHIA,Santa Cruz Cabrália,01/02/2019,29/05/2019
Mata Atlântica,BAHIA,Itajuípe,17/12/2018,30/01/2019
Mata Atlântica,BAHIA,Vitória da Conquista,09/10/2018,12/03/2019
Mata Atlântica,BAHIA,Belmonte,16/02/2019,15/04/2019
Mata Atlântica,BAHIA,Itambé,17/11/2018,13/02/2019
Mata Atlântica,BAHIA,Camaçari,22/01/2019,20/03/2019
Mata Atlântica,BAHIA,Entre Rios,28/12/2018,19/03/2019
Mata Atlântica,BAHIA,Una,05/02/2019,15/07/2019
Mata Atlântica,BAHIA,Santa Luzia,10/10/2018,13/02/2019
Mata Atlântica,BAHIA,Camaçari,10/02/2019,03/09/2019
Mata Atlântica,BAHIA,Valença,20/11/2018,08/03/2019
Mata Atlântica,BAHIA,Santa Luzia,03/10/2018,06/02/2019
Mata Atlântica,BAHIA,Uruçuca,04/11/2018,08/12/2018
Mata Atlântica,BAHIA,Taperoá,09/10/2018,24/04/2019
Caatinga,BAHIA,Wanderley,05/04/2020,30/04/2020
Cerrado,BAHIA,Correntina,31/08/2019,18/12/2019
Cerrado,BAHIA,Correntina,30/07/2019,18/10/2019
Caatinga,BAHIA,Carinhanha,18/01/2020,01/02/2020
Caatinga,BAHIA,Sebastião Laranjeiras,08/04/2020,02/05/2020
Mata Atlântica,BAHIA,Entre Rios,10/07/2018,17/05/2020
Mata Atlântica,BAHIA,Itanagra,13/12/2019,19/03/2020
Mata Atlântica,BAHIA,Camamu,13/02/2020,04/04/2020
Mata Atlântica,BAHIA,Ubaitaba,11/01/2020,27/04/2020
Mata Atlântica,BAHIA,Piraí do Norte,06/12/2019,27/03/2020
Mata Atlântica,BAHIA,Ibirapitanga,20/02/2020,04/04/2020
Mata Atlântica,BAHIA,Mascote,13/02/2020,23/04/2020
Mata Atlântica,BAHIA,Itagibá,09/07/2019,27/03/2020
Caatinga,BAHIA,Jequié,30/04/2019,02/06/2019
Caatinga,BAHIA,Miguel Calmon,16/07/2019,28/10/2019
Mata Atlântica,BAHIA,Barra do Choça,19/10/2019,12/02/2020
Caatinga,BAHIA,Piripá,24/07/2019,31/08/2019
Mata Atlântica,BAHIA,Entre Rios,25/09/2018,01/12/2019
Caatinga,BAHIA,Presidente Jânio Quadros,21/02/2020,31/03/2020
Caatinga,BAHIA,Canudos,13/01/2020,27/05/2020
Cerrado,BAHIA,Catolândia,31/01/2020,19/02/2020
Cerrado,BAHIA,Baianópolis,28/10/2019,28/05/2020
Caatinga,BAHIA,Brumado,19/12/2019,04/04/2020
Cerrado,BAHIA,Cristópolis,12/01/2020,13/07/2020
Caatinga,BAHIA,Itaberaba,04/04/2020,08/06/2020
Caatinga,BAHIA,Palmas de Monte Alto,24/08/2019,02/05/2020
Caatinga,BAHIA,Condeúba,03/10/2019,31/03/2020
Caatinga,BAHIA,Cotegipe,25/08/2019,05/08/2020
Caatinga,BAHIA,Carinhanha,03/04/2020,13/06/2020
Caatinga,BAHIA,Angical,06/12/2019,15/01/2020
Caatinga,BAHIA,Carinhanha,19/02/2020,03/04/2020
Caatinga,BAHIA,Cotegipe,05/12/2019,11/01/2020
Mata Atlântica,BAHIA,Encruzilhada,11/05/2018,19/10/2019
Mata Atlântica,BAHIA,Esplanada,04/04/2020,19/06/2020
Mata Atlântica,BAHIA,Coração de Maria,17/07/2019,08/08/2019
Cerrado,BAHIA,São Desidério,19/03/2020,26/04/2020
Caatinga,BAHIA,Mucugê,24/04/2020,02/07/2020
Cerrado,BAHIA,São Desidério,05/07/2020,24/07/2020
Cerrado,BAHIA,Santa Maria da Vitória,30/04/2020,02/05/2020
Cerrado,BAHIA,Baianópolis,06/05/2020,24/05/2020
Cerrado,BAHIA,Tabocas do Brejo Velho,31/05/2020,06/06/2020
Cerrado,BAHIA,Cocos,01/06/2020,07/06/2020
Caatinga,BAHIA,Brejolândia,09/06/2020,29/06/2020
Caatinga,BAHIA,Brejolândia,29/05/2020,02/06/2020
Caatinga,BAHIA,Quijingue,17/02/2020,01/07/2020
Caatinga,BAHIA,Buritirama,18/05/2020,30/05/2020
Caatinga,BAHIA,Xique-Xique,02/05/2020,25/05/2020
Caatinga,BAHIA,Presidente Jânio Quadros,30/04/2020,09/06/2020
Mata Atlântica,BAHIA,Una,03/04/2020,21/06/2020
Mata Atlântica,BAHIA,Aurelino Leal,01/06/2020,26/08/2020
Caatinga,BAHIA,Riacho de Santana,07/06/2020,25/07/2020
Cerrado,BAHIA,Cristópolis,16/07/2020,29/07/2020
Caatinga,BAHIA,Muquém do São Francisco,23/03/2020,07/07/2020
Cerrado,BAHIA,Barreiras,31/05/2020,01/08/2020
Caatinga,BAHIA,Nova Soure,15/05/2020,07/10/2020
Caatinga,BAHIA,Urandi,16/04/2020,04/08/2020
Mata Atlântica,BAHIA,Tremedal,03/04/2020,10/07/2020
Caatinga,BAHIA,Iaçu,13/02/2020,14/07/2020
Caatinga,BAHIA,Conceição do Coité,12/02/2020,15/07/2020
Caatinga,BAHIA,Ibotirama,15/07/2020,17/10/2020
Caatinga,BAHIA,Muquém do São Francisco,31/03/2020,09/11/2020
Cerrado,BAHIA,Riachão das Neves,26/07/2020,11/08/2020
Caatinga,BAHIA,Caculé,01/06/2020,15/10/2020
Caatinga,BAHIA,Livramento de Nossa Senhora,03/08/2020,09/09/2020
Mata Atlântica,BAHIA,Itabuna,26/08/2020,11/11/2020
Cerrado,BAHIA,Santa Rita de Cássia,10/07/2019,13/02/2020
Cerrado,BAHIA,Baianópolis,05/08/2020,12/08/2020
Mata Atlântica,BAHIA,Iguaí,30/07/2020,03/10/2020
Mata Atlântica,BAHIA,Entre Rios,15/02/2020,11/10/2020
Mata Atlântica,BAHIA,Itororó,22/07/2020,03/10/2020
Mata Atlântica,BAHIA,Caatiba,29/07/2020,19/09/2020
Mata Atlântica,BAHIA,Camamu,22/07/2020,15/11/2020
Caatinga,BAHIA,Caetité,25/05/2020,15/11/2020
Caatinga,BAHIA,Brejolândia,30/07/2020,18/12/2020
Mata Atlântica,BAHIA,Ituberá,10/07/2020,14/12/2020
Mata Atlântica,BAHIA,Itororó,09/06/2020,09/10/2020
Mata Atlântica,BAHIA,Planalto,29/07/2020,10/11/2020
Caatinga,BAHIA,Wanderley,21/06/2020,08/11/2020
Cerrado,BAHIA,Baianópolis,30/07/2020,17/09/2020
Caatinga,BAHIA,Sebastião Laranjeiras,11/07/2020,18/01/2021
Caatinga,BAHIA,Ituaçu,22/09/2020,10/10/2020
Caatinga,BAHIA,Santana,16/08/2020,19/09/2020
Caatinga,BAHIA,Angical,23/08/2020,16/09/2020
Caatinga,BAHIA,Wanderley,14/11/2020,18/01/2021
Mata Atlântica,BAHIA,Una,10/11/2020,27/12/2020
Mata Atlântica,BAHIA,Aurelino Leal,11/11/2020,07/01/2021
Caatinga,BAHIA,Jacaraci,22/04/2020,08/01/2021
Caatinga,BAHIA,Jaborandi,04/10/2020,08/11/2020
Caatinga,BAHIA,Livramento de Nossa Senhora,12/08/2020,31/10/2020
Caatinga,BAHIA,Livramento de Nossa Senhora,30/07/2020,25/12/2020
Caatinga,BAHIA,Malhada de Pedras,29/07/2020,15/08/2020
Caatinga,BAHIA,Brumado,31/03/2020,07/12/2020
Caatinga,BAHIA,Iaçu,09/10/2020,06/02/2021
Cerrado,BAHIA,Urandi,01/10/2020,20/01/2021
Caatinga,BAHIA,Livramento de Nossa Senhora,04/10/2020,22/12/2020
Caatinga,BAHIA,Livramento de Nossa Senhora,09/09/2020,14/02/2021
Caatinga,BAHIA,Nova Soure,26/08/2020,06/02/2021
Mata Atlântica,BAHIA,Ilhéus,09/11/2020,06/01/2021
Caatinga,BAHIA,Mundo Novo,11/10/2020,19/01/2021
Caatinga,BAHIA,Morro do Chapéu,20/07/2020,26/12/2020
Mata Atlântica,BAHIA,Cândido Sales,15/10/2020,25/12/2020
Caatinga,BAHIA,Wanderley,14/11/2020,06/01/2021
Mata Atlântica,BAHIA,Itamaraju,15/10/2020,25/02/2021
Caatinga,BAHIA,Muquém do São Francisco,21/01/2021,23/02/2021
Mata Atlântica,BAHIA,Nilo Peçanha,08/10/2020,31/03/2021
Mata Atlântica,BAHIA,Nilo Peçanha,13/11/2020,22/12/2020
Mata Atlântica,BAHIA,Planalto,03/10/2020,28/04/2021
Caatinga,BAHIA,Itaguaçu da Bahia,11/09/2020,03/03/2021
Caatinga,BAHIA,Morro do Chapéu,12/12/2020,10/02/2021
Caatinga,BAHIA,Matina,13/11/2020,15/12/2020
Cerrado,BAHIA,Caetité,14/11/2020,18/01/2021
Caatinga,BAHIA,Paratinga,24/10/2020,10/11/2020
Cerrado,BAHIA,Correntina,25/01/2021,14/03/2021
Caatinga,BAHIA,Angical,01/08/2020,31/08/2020
Mata Atlântica,BAHIA,Ituberá,02/07/2020,31/03/2021
Mata Atlântica,BAHIA,Wenceslau Guimarães,25/08/2020,13/04/2021
Mata Atlântica,BAHIA,Itapebi,02/12/2020,29/03/2021
Mata Atlântica,BAHIA,Itororó,07/10/2020,14/04/2021
Caatinga,BAHIA,Antônio Gonçalves,17/10/2020,03/04/2021
Caatinga,BAHIA,Angical,27/08/2020,08/11/2020
Caatinga,BAHIA,Brumado,25/12/2020,24/05/2021
Cerrado,BAHIA,Macaúbas,28/06/2020,30/08/2020
Caatinga,BAHIA,Paratinga,09/06/2020,14/11/2020
Cerrado,BAHIA,Riachão das Neves,30/04/2019,10/12/2020
Cerrado,BAHIA,Caetité,03/12/2020,31/12/2020
Caatinga,BAHIA,Caturama,22/08/2020,13/11/2020
Cerrado,BAHIA,Formosa do Rio Preto,07/10/2020,15/10/2020
Cerrado,BAHIA,São Desidério,02/12/2020,30/12/2020
Caatinga,BAHIA,Seabra,31/08/2020,09/11/2020
Cerrado,BAHIA,Baianópolis,27/01/2021,07/03/2021
Caatinga,BAHIA,Condeúba,15/08/2020,29/03/2021
Caatinga,BAHIA,Rio de Contas,02/12/2020,29/03/2021
Caatinga,BAHIA,Morro do Chapéu,18/01/2021,26/04/2021
Caatinga,BAHIA,Barra da Estiva,25/12/2020,14/04/2021
Caatinga,BAHIA,Iramaia,29/05/2020,31/03/2021
Caatinga,BAHIA,Cotegipe,01/03/2021,29/04/2021
Caatinga,BAHIA,Sento Sé,04/06/2020,23/04/2021
Caatinga,BAHIA,Jussiape,24/02/2021,03/03/2021
Caatinga,BAHIA,Cansanção,07/03/2021,28/04/2021
Mata Atlântica,BAHIA,Água Fria,10/10/2020,07/03/2021
Caatinga,BAHIA,Santa Rita de Cássia,03/03/2021,29/04/2021
Caatinga,BAHIA,Fátima,12/02/2021,28/04/2021
Caatinga,BAHIA,Ribeira do Pombal,04/04/2020,02/04/2021
Caatinga,BAHIA,Seabra,29/06/2020,28/04/2021
Caatinga,BAHIA,Morro do Chapéu,04/04/2020,27/04/2021
Mata Atlântica,BAHIA,Belmonte,23/05/2021,21/06/2021
Mata Atlântica,BAHIA,Encruzilhada,08/02/2019,16/06/2021
Mata Atlântica,BAHIA,Caravelas,02/10/2019,09/07/2020
Caatinga,BAHIA,Bom Jesus da Lapa,29/12/2019,16/01/2020
Cerrado,BAHIA,Luís Eduardo Magalhães,30/05/2019,30/07/2019
Caatinga,BAHIA,Serra do Ramalho,26/02/2020,18/08/2020
Cerrado,BAHIA,Correntina,31/05/2020,18/09/2021
Cerrado,BAHIA,Jaborandi,31/01/2020,28/04/2020
Caatinga,BAHIA,Carinhanha,28/12/2019,30/11/2020
Cerrado,BAHIA,Barreiras,27/10/2019,21/12/2019
Cerrado,BAHIA,Barreiras,14/08/2019,18/08/2019
Cerrado,BAHIA,Barreiras,12/10/2019,07/11/2019
Caatinga,BAHIA,Angical,09/06/2019,21/12/2019
Caatinga,BAHIA,Angical,30/06/2020,01/08/2020
Cerrado,BAHIA,Riachão das Neves,14/07/2018,28/08/2019
Caatinga,BAHIA,Angical,28/05/2019,14/12/2019
Cerrado,BAHIA,Santa Rita de Cássia,19/06/2020,20/09/2021
Caatinga,BAHIA,Muquém do São Francisco,31/08/2019,16/01/2020
Caatinga,BAHIA,Barra,19/12/2019,13/01/2020
Caatinga,BAHIA,Wanderley,22/04/2019,25/01/2020
Caatinga,BAHIA,Santa Rita de Cássia,31/05/2020,15/06/2021
Cerrado,BAHIA,Santa Rita de Cássia,29/11/2018,29/03/2020
Caatinga,BAHIA,Wanderley,02/06/2019,28/12/2019
Caatinga,BAHIA,Santa Rita de Cássia,11/01/2019,30/01/2020
Caatinga,BAHIA,Santa Rita de Cássia,13/08/2019,27/08/2019
Caatinga,BAHIA,Cotegipe,11/05/2020,04/07/2020
Caatinga,BAHIA,Santa Rita de Cássia,16/05/2018,31/01/2019
Cerrado,BAHIA,Tabocas do Brejo Velho,25/09/2019,26/10/2019
Cerrado,BAHIA,São Desidério,30/05/2019,22/12/2019
Cerrado,BAHIA,Catolândia,02/07/2019,05/09/2019
Caatinga,BAHIA,Sítio do Mato,25/06/2020,23/07/2020
Cerrado,BAHIA,Jaborandi,20/11/2018,16/05/2020
Cerrado,BAHIA,Baianópolis,24/06/2020,13/07/2020
Caatinga,BAHIA,Coribe,20/06/2020,28/01/2021
Caatinga,BAHIA,Buritirama,04/07/2020,31/01/2021
Cerrado,BAHIA,Correntina,26/07/2019,17/12/2019
Cerrado,BAHIA,Tabocas do Brejo Velho,30/05/2020,15/11/2020
Caatinga,BAHIA,Buritirama,16/06/2019,09/10/2019
Caatinga,BAHIA,Mansidão,05/07/2020,25/07/2020
Caatinga,BAHIA,Mansidão,19/11/2019,10/12/2019
Caatinga,BAHIA,Buritirama,31/01/2019,22/10/2020
Caatinga,BAHIA,Mansidão,23/08/2019,04/09/2019
Caatinga,BAHIA,Ibotirama,10/06/2020,28/01/2021
Caatinga,BAHIA,Muquém do São Francisco,13/09/2019,11/10/2019
Caatinga,BAHIA,Sítio do Mato,08/08/2019,31/01/2020
Cerrado,BAHIA,Santa Rita de Cássia,26/07/2019,31/08/2019
Caatinga,BAHIA,Santa Rita de Cássia,01/10/2019,14/01/2020
Cerrado,BAHIA,Barreiras,11/05/2019,10/07/2019
Cerrado,BAHIA,Barreiras,14/06/2020,12/07/2020
Cerrado,BAHIA,Barreiras,02/02/2020,13/08/2020
Cerrado,BAHIA,Santa Rita de Cássia,25/04/2019,31/05/2019
Caatinga,BAHIA,Cocos,07/05/2019,19/01/2020
Caatinga,BAHIA,Carinhanha,07/01/2019,19/12/2020
Caatinga,BAHIA,Carinhanha,12/03/2019,30/10/2019
Caatinga,BAHIA,Carinhanha,28/05/2019,07/08/2019
Caatinga,BAHIA,Carinhanha,04/05/2020,15/05/2020
Caatinga,BAHIA,Carinhanha,17/01/2020,15/01/2021
Caatinga,BAHIA,Licínio de Almeida,23/07/2020,03/08/2020
Cerrado,BAHIA,Caetité,31/05/2019,31/12/2020
Caatinga,BAHIA,Serrinha,08/06/2020,22/05/2021
Cerrado,BAHIA,Riachão das Neves,12/05/2019,27/03/2021
Caatinga,BAHIA,Jaborandi,03/05/2021,10/06/2021
Cerrado,BAHIA,Coribe,30/05/2021,19/06/2021
Cerrado,BAHIA,Brejolândia,29/06/2020,21/07/2021
Mata Atlântica,BAHIA,Esplanada,18/06/2021,27/06/2021
Mata Atlântica,BAHIA,Planalto,25/04/2021,18/07/2021
Caatinga,BAHIA,Miguel Calmon,26/12/2020,24/05/2021
Caatinga,BAHIA,Casa Nova,23/12/2020,28/06/2021
Caatinga,BAHIA,Feira da Mata,05/01/2021,08/09/2021
Caatinga,BAHIA,Casa Nova,29/06/2021,15/07/2021
Caatinga,BAHIA,Euclides da Cunha,11/09/2021,22/09/2021
Caatinga,BAHIA,Bom Jesus da Lapa,09/11/2020,31/07/2021
Caatinga,BAHIA,Ribeira do Pombal,06/02/2021,27/03/2021
Cerrado,BAHIA,Barreiras,16/04/2021,26/06/2021
Caatinga,BAHIA,Cícero Dantas,06/02/2021,29/07/2021
Caatinga,BAHIA,Paulo Afonso,25/05/2021,30/07/2021
Caatinga,BAHIA,Brumado,05/01/2021,28/07/2021
Caatinga,BAHIA,Tanhaçu,08/01/2021,29/07/2021
Caatinga,BAHIA,Brumado,11/07/2020,19/07/2021
Caatinga,BAHIA,Aracatu,03/08/2020,29/07/2021
Caatinga,BAHIA,Rio do Antônio,19/01/2021,13/04/2021
Caatinga,BAHIA,Jaborandi,11/05/2021,07/10/2021
Mata Atlântica,BAHIA,Castro Alves,24/05/2021,22/09/2021
Mata Atlântica,BAHIA,Itanagra,04/08/2021,30/10/2021
Caatinga,BAHIA,Serra Dourada,22/01/2021,27/10/2021
Cerrado,BAHIA,Santa Rita de Cássia,30/05/2020,11/11/2020
Caatinga,BAHIA,Santa Rita de Cássia,30/05/2020,14/09/2020
Caatinga,BAHIA,Boa Vista do Tupim,19/05/2021,26/11/2021
Mata Atlântica,BAHIA,Cândido Sales,31/08/2020,11/08/2021
Cerrado,BAHIA,Santa Maria da Vitória,28/06/2021,18/08/2021
Caatinga,BAHIA,Malhada,27/06/2021,13/07/2021
Cerrado,BAHIA,Mansidão,28/04/2021,27/10/2021
Caatinga,BAHIA,Sento Sé,16/07/2021,19/07/2021
Caatinga,BAHIA,Serra do Ramalho,12/02/2021,14/05/2021
Caatinga,BAHIA,Juazeiro,15/04/2021,29/07/2021
Mata Atlântica,BAHIA,Belmonte,06/01/2021,04/03/2021
Mata Atlântica,BAHIA,Canavieiras,31/03/2021,16/06/2021
Mata Atlântica,BAHIA,Vitória da Conquista,22/12/2020,11/03/2021
Mata Atlântica,BAHIA,Caatiba,24/12/2020,03/10/2021
Mata Atlântica,BAHIA,Vitória da Conquista,25/04/2021,21/05/2021
Cerrado,BAHIA,São Desidério,30/10/2021,26/11/2021
Caatinga,BAHIA,Sítio do Mato,09/10/2021,13/12/2021
Mata Atlântica,BAHIA,Jequié,05/10/2021,04/01/2022
Caatinga,BAHIA,São Félix do Coribe,22/05/2021,04/06/2021
Cerrado,BAHIA,Baianópolis,17/04/2021,25/08/2021
Mata Atlântica,BAHIA,Cândido Sales,21/06/2021,16/07/2021
Caatinga,BAHIA,Angical,20/08/2021,20/09/2021
Caatinga,BAHIA,Boa Nova,10/07/2021,22/09/2021
Caatinga,BAHIA,Boa Vista do Tupim,16/05/2021,22/09/2021
Caatinga,BAHIA,Buritirama,20/04/2021,03/10/2021
Caatinga,BAHIA,Barra,06/06/2021,22/09/2021
Caatinga,BAHIA,Angical,22/07/2021,22/08/2021
Caatinga,BAHIA,Angical,29/07/2021,24/11/2021
Caatinga,BAHIA,Angical,08/09/2021,15/10/2021
Caatinga,BAHIA,Xique-Xique,02/06/2021,30/10/2021
Caatinga,BAHIA,Santa Brígida,12/08/2021,23/11/2021
Caatinga,BAHIA,Serra do Ramalho,23/05/2021,17/09/2021
Caatinga,BAHIA,Matina,23/06/2021,11/08/2021
Caatinga,BAHIA,Campo Formoso,29/07/2021,27/01/2022
Cerrado,BAHIA,Tanque Novo,27/07/2021,27/10/2021
Caatinga,BAHIA,Riacho de Santana,15/09/2021,17/11/2021
Caatinga,BAHIA,Urandi,09/09/2021,29/10/2021
Caatinga,BAHIA,Condeúba,30/05/2021,12/06/2021
Caatinga,BAHIA,Piatã,18/10/2021,21/11/2021
Caatinga,BAHIA,Sento Sé,15/10/2021,12/01/2022
Caatinga,BAHIA,Anagé,17/08/2021,30/09/2021
Caatinga,BAHIA,Ribeira do Pombal,11/08/2021,04/11/2021
Caatinga,BAHIA,Sátiro Dias,19/09/2021,13/01/2022
Caatinga,BAHIA,Sátiro Dias,27/06/2021,13/01/2022
Caatinga,BAHIA,Canudos,29/07/2021,19/01/2022
Caatinga,BAHIA,Malhada,25/05/2021,27/06/2021
Caatinga,BAHIA,São Félix do Coribe,23/05/2021,30/07/2021
Caatinga,BAHIA,Cotegipe,03/06/2021,30/07/2021
Caatinga,BAHIA,Mundo Novo,09/06/2020,08/03/2021
Caatinga,BAHIA,Maracás,07/03/2021,12/11/2021
Caatinga,BAHIA,Ibitiara,05/10/2020,22/01/2021
Caatinga,BAHIA,Buritirama,18/11/2021,30/12/2021
Mata Atlântica,BAHIA,Itambé,19/09/2021,19/01/2022
Mata Atlântica,BAHIA,Wenceslau Guimarães,29/07/2021,21/11/2021
Mata Atlântica,BAHIA,Itanagra,01/09/2021,13/12/2021
Mata Atlântica,BAHIA,Nilo Peçanha,18/09/2021,12/01/2022
Cerrado,BAHIA,Tabocas do Brejo Velho,13/12/2021,19/05/2022
Caatinga,BAHIA,Bom Jesus da Lapa,26/10/2021,30/01/2022
Caatinga,BAHIA,Pilão Arcado,12/05/2021,20/01/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,15/12/2021,20/01/2022
Caatinga,BAHIA,Valente,22/09/2021,14/04/2022
Caatinga,BAHIA,Ibotirama,14/09/2021,12/11/2021
Cerrado,BAHIA,Formosa do Rio Preto,29/09/2021,25/06/2022
Mata Atlântica,BAHIA,Itamaraju,21/01/2022,15/02/2022
Mata Atlântica,BAHIA,Conde,09/11/2021,15/04/2022
Mata Atlântica,BAHIA,Piraí do Norte,19/01/2022,24/02/2022
Mata Atlântica,BAHIA,Brejões,17/01/2022,08/04/2022
Cerrado,BAHIA,Barreiras,20/01/2022,24/04/2022
Cerrado,BAHIA,São Desidério,01/03/2022,02/04/2022
Cerrado,BAHIA,Tanque Novo,19/01/2021,17/12/2021
Caatinga,BAHIA,Matina,11/09/2021,28/02/2022
Caatinga,BAHIA,Boquira,08/04/2021,12/11/2021
Cerrado,BAHIA,Igaporã,28/04/2021,06/12/2021
Caatinga,BAHIA,Adustina,22/09/2021,11/01/2022
Caatinga,BAHIA,Riacho de Santana,02/07/2021,06/09/2021
Caatinga,BAHIA,Livramento de Nossa Senhora,18/09/2021,18/01/2022
Caatinga,BAHIA,Maracás,30/05/2021,10/09/2021
Caatinga,BAHIA,Uauá,13/04/2021,16/02/2022
Caatinga,BAHIA,Igaporã,06/12/2021,30/01/2022
Caatinga,BAHIA,Pilão Arcado,13/02/2021,23/02/2022
Caatinga,BAHIA,Piatã,08/05/2021,02/02/2022
Cerrado,BAHIA,Santa Rita de Cássia,26/08/2021,21/01/2022
Cerrado,BAHIA,São Desidério,01/05/2022,12/05/2022
Mata Atlântica,BAHIA,Vitória da Conquista,25/11/2021,12/01/2022
Mata Atlântica,BAHIA,Valença,11/10/2021,19/05/2022
Mata Atlântica,BAHIA,Nova Canaã,21/01/2022,23/04/2022
Mata Atlântica,BAHIA,Itagibá,29/01/2022,06/04/2022
Mata Atlântica,BAHIA,Aratuípe,22/01/2022,08/06/2022
Mata Atlântica,BAHIA,Wenceslau Guimarães,19/01/2022,06/04/2022
Mata Atlântica,BAHIA,Valença,17/01/2022,14/02/2022
Mata Atlântica,BAHIA,Vitória da Conquista,19/01/2022,08/04/2022
Caatinga,BAHIA,Wanderley,06/12/2021,20/03/2022
Cerrado,BAHIA,Baianópolis,21/01/2022,24/02/2022
Caatinga,BAHIA,Caturama,12/05/2021,30/10/2021
Caatinga,BAHIA,Jeremoabo,28/07/2021,19/03/2022
Cerrado,BAHIA,Baianópolis,25/02/2022,31/07/2022
Caatinga,BAHIA,Morpará,01/06/2021,07/07/2021
Cerrado,BAHIA,Santa Rita de Cássia,22/09/2020,18/11/2021
Caatinga,BAHIA,Barra,24/02/2022,22/03/2022
Caatinga,BAHIA,Cícero Dantas,13/10/2021,11/03/2022
Cerrado,BAHIA,Caetité,02/06/2021,06/12/2021
Cerrado,BAHIA,Santa Maria da Vitória,27/02/2022,30/03/2022
Caatinga,BAHIA,Valente,29/07/2021,23/02/2022
Cerrado,BAHIA,São Desidério,23/12/2018,17/03/2019
Caatinga,BAHIA,Barra,15/01/2022,13/03/2022
Caatinga,BAHIA,Coribe,11/11/2021,02/03/2022
Caatinga,BAHIA,Palmas de Monte Alto,28/10/2021,08/03/2022
Caatinga,BAHIA,Monte Santo,08/12/2021,23/02/2022
Caatinga,BAHIA,Cícero Dantas,08/12/2021,19/05/2022
Caatinga,BAHIA,Jeremoabo,02/08/2021,13/05/2022
Caatinga,BAHIA,Muquém do São Francisco,22/09/2021,11/03/2022
Cerrado,BAHIA,Luís Eduardo Magalhães,19/05/2022,22/08/2022
Cerrado,BAHIA,Formosa do Rio Preto,13/07/2022,24/08/2022
Cerrado,BAHIA,Santa Maria da Vitória,02/06/2022,17/07/2022
Caatinga,BAHIA,Buritirama,02/10/2021,12/11/2021
Caatinga,BAHIA,Santa Brígida,12/08/2021,19/03/2022
Caatinga,BAHIA,Macaúbas,09/06/2021,22/04/2022
Caatinga,BAHIA,Pilão Arcado,30/07/2021,05/10/2021
Caatinga,BAHIA,Buritirama,11/07/2021,21/11/2021
Caatinga,BAHIA,Jeremoabo,02/04/2021,13/05/2022
Caatinga,BAHIA,Riacho de Santana,14/01/2022,29/05/2022
Caatinga,BAHIA,Umburanas,16/07/2021,23/05/2022
Caatinga,BAHIA,Marcionílio Souza,17/01/2022,12/05/2022
Caatinga,BAHIA,Marcionílio Souza,28/04/2021,22/05/2022
Caatinga,BAHIA,Feira da Mata,06/04/2022,23/05/2022
Mata Atlântica,BAHIA,Taperoá,11/11/2021,22/05/2022
Mata Atlântica,BAHIA,Camamu,27/11/2021,04/02/2022
Mata Atlântica,BAHIA,Encruzilhada,12/01/2022,13/05/2022
Mata Atlântica,BAHIA,Nova Viçosa,05/07/2019,02/10/2019
Cerrado,BAHIA,Barreiras,27/04/2019,14/12/2019
Caatinga,BAHIA,Santana,13/11/2018,29/11/2018
Cerrado,BAHIA,Barreiras,26/06/2019,16/12/2019
Caatinga,BAHIA,Buritirama,04/08/2019,09/09/2019
Caatinga,BAHIA,Sítio do Mato,19/08/2019,03/09/2019
Caatinga,BAHIA,Jaborandi,04/09/2019,06/10/2019
Cerrado,BAHIA,Cocos,26/05/2019,07/06/2019
Caatinga,BAHIA,Santana,03/08/2019,31/08/2019
Caatinga,BAHIA,Santana,17/09/2019,01/11/2019
