CODEALERTA;FONTE;BIOMA;ESTADO;MUNICIPIO;AREAHA;ANODETEC;DATADETEC;DTIMGANT;DTIMGDEP;DTPUBLI;VPRESSAO
615728;{SAD-CAATINGA};Caatinga;BAHIA;Filadélfia;319.200.000.000;20.220.000.000.000;01/03/2022;05/04/2020;11/08/2022;06/08/2022;agriculture
615818;{SAD-CAATINGA};Cerrado;BAHIA;Cocos;88.500.000.000;20.220.000.000.000;01/03/2022;04/02/2022;27/02/2022;06/08/2022;agriculture
618642;{DETER-CERRADO};Cerrado;BAHIA;Luís Eduardo Magalhães;971.900.000.000;20.220.000.000.000;04/08/2022;30/03/2022;06/08/2022;09/09/2022;agriculture
618911;{DETER-CERRADO};Cerrado;BAHIA;Jaborandi;1.285.200.000.000;20.220.000.000.000;12/08/2022;23/07/2022;07/08/2022;09/09/2022;agriculture
619999;{SAD-CAATINGA};Caatinga;BAHIA;Tanhaçu;672.400.000.000;20.220.000.000.000;01/04/2022;13/01/2022;12/04/2022;12/09/2022;others
620042;{SAD-CAATINGA};Caatinga;BAHIA;Sento Sé;0.3100000000;20.220.000.000.000;01/04/2022;28/04/2021;23/08/2021;12/09/2022;others
620101;{SAD-CAATINGA};Cerrado;BAHIA;Canápolis;0.3400000000;20.220.000.000.000;01/04/2022;07/09/2021;27/10/2021;12/09/2022;agriculture
620210;{SAD-CAATINGA};Caatinga;BAHIA;Pilão Arcado;0.2400000000;20.220.000.000.000;01/04/2022;19/11/2021;07/05/2022;12/09/2022;others
620272;{SAD-CAATINGA};Cerrado;BAHIA;Riacho de Santana;32.800.000.000;20.220.000.000.000;01/04/2022;22/05/2021;12/11/2021;12/09/2022;agriculture
620411;{SAD-CAATINGA};Caatinga;BAHIA;Paripiranga;44.900.000.000;20.220.000.000.000;01/04/2022;06/02/2021;13/06/2021;12/09/2022;others
620870;{SAD-CAATINGA};Caatinga;BAHIA;Jeremoabo;359.500.000.000;20.220.000.000.000;01/04/2022;19/03/2022;29/03/2022;12/09/2022;others
621438;{SAD-CAATINGA};Caatinga;BAHIA;Carinhanha;25.100.000.000;20.220.000.000.000;01/05/2022;25/01/2022;24/02/2022;12/09/2022;others
621608;{SAD-CAATINGA};Caatinga;BAHIA;Coribe;42.500.000.000;20.220.000.000.000;01/05/2022;05/04/2021;20/05/2021;12/09/2022;agriculture
621852;{SAD-CAATINGA};Caatinga;BAHIA;Monte Santo;0.5300000000;20.220.000.000.000;01/05/2022;06/05/2022;05/10/2022;12/09/2022;others
626866;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Itabuna;147.400.000.000;20.220.000.000.000;31/07/2022;21/01/2022;11/08/2022;28/09/2022;agriculture
627635;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Cândido Sales;978.500.000.000;20.220.000.000.000;31/07/2022;21/05/2022;16/08/2022;28/09/2022;agriculture
627995;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Porto Seguro;18.800.000.000;20.220.000.000.000;31/07/2022;29/01/2022;29/03/2022;28/09/2022;agriculture
14305;{GLAD};Mata Atlântica;BAHIA;Santa Luzia;30.100.000.000;20.190.000.000.000;30/03/2019;07/12/2018;30/11/2019;11/02/2020;agriculture
44847;{DETER-CERRADO};Caatinga;BAHIA;Carinhanha;326.000.000.000;20.190.000.000.000;09/09/2019;26/06/2019;07/11/2019;11/02/2020;agriculture
54914;{DETER-CERRADO};Caatinga;BAHIA;Cocos;122.100.000.000;20.190.000.000.000;11/11/2019;28/06/2018;27/01/2019;11/02/2020;agriculture
55325;{DETER-CERRADO};Caatinga;BAHIA;Angical;102.000.000.000;20.190.000.000.000;20/09/2019;19/06/2019;29/06/2019;11/02/2020;agriculture
55612;{DETER-CERRADO};Cerrado;BAHIA;Coribe;426.500.000.000;20.190.000.000.000;02/10/2019;09/10/2018;24/08/2019;11/02/2020;agriculture
55733;{DETER-CERRADO};Caatinga;BAHIA;Sítio do Mato;387.400.000.000;20.190.000.000.000;13/10/2019;22/06/2019;03/11/2019;11/02/2020;agriculture
55959;{DETER-CERRADO};Caatinga;BAHIA;Malhada;253.800.000.000;20.190.000.000.000;28/10/2019;18/11/2018;23/11/2019;11/02/2020;agriculture
56569;{DETER-CERRADO};Caatinga;BAHIA;São Félix do Coribe;184.000.000.000;20.190.000.000.000;11/11/2019;28/08/2019;07/10/2019;11/02/2020;agriculture
67824;{GLAD};Mata Atlântica;BAHIA;Alcobaça;13.600.000.000;20.190.000.000.000;09/11/2019;04/06/2019;10/12/2019;11/02/2020;agriculture
73081;{DETER-CERRADO};Cerrado;BAHIA;Riachão das Neves;264.100.000.000;20.190.000.000.000;07/12/2019;07/03/2019;23/12/2019;11/02/2020;agriculture
89524;{DETER-CERRADO};Cerrado;BAHIA;Baianópolis;216.500.000.000;20.190.000.000.000;26/04/2019;17/03/2019;26/05/2019;11/02/2020;agriculture
101782;{DETER-CERRADO};Caatinga;BAHIA;Brejolândia;91.300.000.000;20.190.000.000.000;20/06/2019;23/05/2019;01/07/2019;11/02/2020;agriculture
103843;{GLAD};Caatinga;BAHIA;Baixa Grande;128.400.000.000;20.190.000.000.000;03/07/2019;02/06/2019;17/07/2019;11/02/2020;agriculture
106466;{GLAD};Mata Atlântica;BAHIA;Canavieiras;87.000.000.000;20.190.000.000.000;18/06/2019;24/04/2019;27/06/2019;11/02/2020;agriculture
107442;{GLAD};Mata Atlântica;BAHIA;Aurelino Leal;66.400.000.000;20.190.000.000.000;30/04/2019;06/02/2019;27/05/2019;11/02/2020;agriculture
96653;{GLAD};Caatinga;BAHIA;Utinga;45.000.000.000;20.190.000.000.000;12/03/2019;20/10/2018;16/03/2019;11/02/2020;agriculture
100884;{GLAD};Caatinga;BAHIA;Lençóis;55.700.000.000;20.190.000.000.000;31/01/2019;21/12/2018;13/01/2019;11/02/2020;agriculture
93348;{DETER-CERRADO};Cerrado;BAHIA;Jaborandi;11.023.900.000.000;20.190.000.000.000;01/05/2019;29/03/2019;30/05/2019;11/02/2020;agriculture
7331;{DETER-CERRADO};Caatinga;BAHIA;Carinhanha;38.600.000.000;20.190.000.000.000;03/04/2019;24/10/2018;22/02/2019;11/02/2020;agriculture
15535;{DETER-CERRADO};Cerrado;BAHIA;São Desidério;46.100.000.000;20.190.000.000.000;29/04/2019;14/12/2018;19/12/2018;11/02/2020;agriculture
4572;{DETER-CERRADO};Cerrado;BAHIA;Formosa do Rio Preto;2.392.200.000.000;20.190.000.000.000;23/01/2019;29/11/2018;28/02/2019;11/02/2020;agriculture
83530;{DETER-CERRADO};Cerrado;BAHIA;Baianópolis;294.700.000.000;20.190.000.000.000;29/01/2019;25/10/2018;30/03/2019;11/02/2020;agriculture
10103;{DETER-CERRADO};Caatinga;BAHIA;Cotegipe;172.000.000.000;20.190.000.000.000;07/05/2019;18/03/2019;06/05/2019;11/02/2020;agriculture
11061;{DETER-CERRADO};Caatinga;BAHIA;Serra do Ramalho;294.200.000.000;20.190.000.000.000;12/01/2019;02/10/2018;31/03/2019;11/02/2020;agriculture
83803;{DETER-CERRADO};Cerrado;BAHIA;Barreiras;99.200.000.000;20.190.000.000.000;19/05/2019;23/01/2019;08/03/2019;11/02/2020;agriculture
93397;{DETER-CERRADO};Caatinga;BAHIA;Carinhanha;205.600.000.000;20.190.000.000.000;23/04/2019;29/10/2018;19/11/2018;11/02/2020;agriculture
82817;{DETER-CERRADO};Caatinga;BAHIA;Feira da Mata;160.600.000.000;20.190.000.000.000;12/01/2019;02/10/2018;12/02/2019;11/02/2020;agriculture
95504;{DETER-CERRADO};Cerrado;BAHIA;Santa Rita de Cássia;1.297.500.000.000;20.190.000.000.000;02/08/2019;31/03/2019;12/09/2019;11/02/2020;agriculture
10028;{DETER-CERRADO};Cerrado;BAHIA;Formosa do Rio Preto;354.900.000.000;20.190.000.000.000;14/04/2019;28/02/2019;06/04/2019;11/02/2020;agriculture
7837;{DETER-CERRADO};Cerrado;BAHIA;Baianópolis;713.600.000.000;20.190.000.000.000;02/08/2019;12/05/2019;22/05/2019;11/02/2020;agriculture
7118;{DETER-CERRADO};Caatinga;BAHIA;Santa Rita de Cássia;199.000.000.000;20.190.000.000.000;25/06/2019;04/02/2019;09/07/2019;11/02/2020;agriculture
7931;{DETER-CERRADO};Caatinga;BAHIA;Cotegipe;207.400.000.000;20.190.000.000.000;20/06/2019;12/05/2019;21/06/2019;11/02/2020;agriculture
74033;{GLAD};Mata Atlântica;BAHIA;Caatiba;161.500.000.000;20.190.000.000.000;25/02/2019;08/12/2018;13/02/2019;11/02/2020;agriculture
12070;{GLAD};Mata Atlântica;BAHIA;Dário Meira;23.600.000.000;20.190.000.000.000;30/04/2019;19/03/2019;18/04/2019;11/02/2020;agriculture
96640;{GLAD};Mata Atlântica;BAHIA;Cachoeira;170.800.000.000;20.190.000.000.000;05/03/2019;19/01/2019;07/03/2019;11/02/2020;agriculture
96464;{GLAD};Mata Atlântica;BAHIA;Jucuruçu;34.300.000.000;20.190.000.000.000;25/02/2019;23/10/2018;14/03/2019;11/02/2020;agriculture
15784;{GLAD};Mata Atlântica;BAHIA;Ibirataia;18.600.000.000;20.190.000.000.000;30/04/2019;10/04/2019;29/04/2019;11/02/2020;agriculture
85545;{GLAD};Mata Atlântica;BAHIA;Entre Rios;56.600.000.000;20.190.000.000.000;26/06/2019;28/10/2018;04/08/2019;11/02/2020;agriculture
96642;{GLAD};Mata Atlântica;BAHIA;Santa Cruz Cabrália;20.200.000.000;20.190.000.000.000;10/02/2019;24/01/2019;30/03/2019;11/02/2020;urban_expansion
82088;{GLAD};Mata Atlântica;BAHIA;Porto Seguro;0.6800000000;20.190.000.000.000;14/03/2019;24/12/2018;20/02/2019;11/02/2020;agriculture
106657;{GLAD};Mata Atlântica;BAHIA;Una;54.600.000.000;20.190.000.000.000;18/06/2019;07/03/2019;14/08/2019;11/02/2020;agriculture
116498;{DETER-CERRADO};Cerrado;BAHIA;Jaborandi;28.000.000.000;20.200.000.000.000;30/04/2020;27/02/2020;19/03/2020;25/05/2020;agriculture
116593;{DETER-CERRADO};Cerrado;BAHIA;Jaborandi;37.500.000.000;20.200.000.000.000;30/04/2020;28/04/2020;03/05/2020;25/05/2020;agriculture
116704;{DETER-CERRADO};Cerrado;BAHIA;Jaborandi;909.800.000.000;20.200.000.000.000;08/01/2020;28/12/2019;11/01/2020;25/05/2020;agriculture
117233;{DETER-CERRADO};Cerrado;BAHIA;Riachão das Neves;34.100.000.000;20.200.000.000.000;11/01/2020;25/09/2019;08/10/2019;25/05/2020;agriculture
117708;{DETER-CERRADO};Caatinga;BAHIA;Wanderley;135.800.000.000;20.200.000.000.000;31/01/2020;25/04/2019;16/06/2019;25/05/2020;agriculture
118050;{DETER-CERRADO};Cerrado;BAHIA;Catolândia;273.300.000.000;20.200.000.000.000;29/03/2020;24/12/2019;31/01/2020;25/05/2020;agriculture
118234;{DETER-CERRADO};Cerrado;BAHIA;Luís Eduardo Magalhães;2.230.000.000.000;20.200.000.000.000;20/02/2020;16/01/2020;22/02/2020;25/05/2020;agriculture
118277;{DETER-CERRADO};Cerrado;BAHIA;Barreiras;44.500.000.000;20.200.000.000.000;03/04/2020;03/10/2019;05/12/2019;25/05/2020;agriculture
118677;{DETER-CERRADO};Cerrado;BAHIA;São Desidério;167.300.000.000;20.200.000.000.000;11/05/2020;03/04/2020;15/05/2020;25/05/2020;agriculture
130517;{GLAD};Mata Atlântica;BAHIA;Entre Rios;147.100.000.000;20.200.000.000.000;11/05/2020;16/09/2019;29/02/2020;27/05/2020;agriculture
130683;{GLAD};Mata Atlântica;BAHIA;Canavieiras;51.000.000.000;20.200.000.000.000;29/02/2020;10/01/2020;03/05/2020;27/05/2020;agriculture
130704;{GLAD};Mata Atlântica;BAHIA;Ilhéus;49.300.000.000;20.200.000.000.000;08/04/2020;09/01/2020;27/05/2020;27/05/2020;agriculture
130769;{GLAD};Mata Atlântica;BAHIA;Aratuípe;295.000.000.000;20.200.000.000.000;16/04/2020;29/04/2019;04/04/2020;27/05/2020;agriculture
130919;{GLAD};Mata Atlântica;BAHIA;Piraí do Norte;13.200.000.000;20.200.000.000.000;08/04/2020;13/02/2020;03/05/2020;27/05/2020;agriculture
130987;{GLAD};Mata Atlântica;BAHIA;Ibirataia;45.000.000.000;20.200.000.000.000;08/04/2020;07/08/2019;04/04/2020;27/05/2020;agriculture
131053;{GLAD};Mata Atlântica;BAHIA;Pau Brasil;99.900.000.000;20.200.000.000.000;08/04/2020;13/02/2020;03/05/2020;27/05/2020;agriculture
131143;{GLAD};Mata Atlântica;BAHIA;Aiquara;23.500.000.000;20.200.000.000.000;08/04/2020;30/11/2019;08/06/2020;27/05/2020;agriculture
131308;{GLAD};Mata Atlântica;BAHIA;Planalto;118.600.000.000;20.200.000.000.000;08/04/2020;06/12/2019;03/04/2020;27/05/2020;agriculture
131409;{GLAD};Caatinga;BAHIA;Piritiba;88.100.000.000;20.200.000.000.000;22/03/2020;27/02/2020;04/04/2020;27/05/2020;agriculture
131437;{GLAD};Caatinga;BAHIA;Mundo Novo;374.500.000.000;20.200.000.000.000;19/02/2020;08/08/2019;22/03/2020;27/05/2020;agriculture
132302;{GLAD};Caatinga;BAHIA;Bonito;17.200.000.000;20.200.000.000.000;10/01/2020;18/09/2019;12/11/2019;27/05/2020;agriculture
136950;{INEMA-BA};Mata Atlântica;BAHIA;Rio Real;11.500.000.000;20.200.000.000.000;21/01/2020;17/10/2019;23/10/2019;29/05/2020;agriculture
136986;{INEMA-BA};Mata Atlântica;BAHIA;Itanagra;15.100.000.000;20.200.000.000.000;11/01/2020;19/04/2019;13/07/2019;29/05/2020;agriculture
137213;{SAD-CAATINGA};Caatinga;BAHIA;Santa Terezinha;83.900.000.000;20.200.000.000.000;01/05/2020;15/01/2020;04/04/2020;08/07/2020;agriculture
137524;{SAD-CAATINGA};Caatinga;BAHIA;Jeremoabo;581.000.000.000;20.200.000.000.000;01/05/2020;06/11/2019;19/03/2020;08/07/2020;agriculture
137853;{SAD-CAATINGA};Caatinga;BAHIA;Itapicuru;235.700.000.000;20.200.000.000.000;01/06/2020;21/03/2020;04/04/2020;08/07/2020;agriculture
138301;{SAD-CAATINGA};Cerrado;BAHIA;Riachão das Neves;679.600.000.000;20.200.000.000.000;01/06/2020;20/11/2019;03/07/2020;08/07/2020;agriculture
138429;{SAD-CAATINGA};Caatinga;BAHIA;Urandi;63.300.000.000;20.200.000.000.000;01/06/2020;21/04/2020;09/06/2020;08/07/2020;agriculture
138838;{SAD-CAATINGA};Caatinga;BAHIA;Canudos;3.351.600.000.000;20.200.000.000.000;01/06/2020;13/01/2020;03/10/2020;08/07/2020;agriculture
138866;{SAD-CAATINGA};Caatinga;BAHIA;Piatã;152.600.000.000;20.200.000.000.000;01/06/2020;05/12/2019;12/02/2020;08/07/2020;agriculture
139030;{SAD-CAATINGA};Cerrado;BAHIA;Coribe;128.000.000.000;20.200.000.000.000;01/06/2020;26/02/2020;14/06/2020;08/07/2020;agriculture
139483;{SAD-CAATINGA};Caatinga;BAHIA;Riacho de Santana;74.200.000.000;20.200.000.000.000;01/06/2020;10/05/2020;30/05/2020;08/07/2020;agriculture
139742;{SAD-CAATINGA};Caatinga;BAHIA;Canápolis;146.900.000.000;20.200.000.000.000;01/02/2020;07/12/2019;14/01/2020;08/07/2020;agriculture
139950;{SOS-INPE};Mata Atlântica;BAHIA;Itacaré;124.800.000.000;20.200.000.000.000;30/06/2020;10/10/2018;30/07/2019;08/07/2020;agriculture
139977;{SOS-INPE};Mata Atlântica;BAHIA;Encruzilhada;154.100.000.000;20.200.000.000.000;30/06/2020;10/07/2018;15/03/2019;08/07/2020;agriculture
168174;{GLAD};Mata Atlântica;BAHIA;Iguaí;14.600.000.000;20.200.000.000.000;26/05/2020;17/07/2019;12/02/2020;26/07/2020;agriculture
168504;{GLAD};Mata Atlântica;BAHIA;Valença;36.200.000.000;20.200.000.000.000;19/06/2020;12/07/2019;29/07/2020;26/07/2020;agriculture
168536;{GLAD};Mata Atlântica;BAHIA;Caravelas;27.600.000.000;20.200.000.000.000;12/06/2020;13/09/2019;27/02/2020;26/07/2020;agriculture
166659;{DETER-CERRADO};Cerrado;BAHIA;Formosa do Rio Preto;4.567.500.000.000;20.200.000.000.000;25/05/2020;26/10/2019;19/06/2020;17/07/2020;agriculture
167440;{DETER-CERRADO};Cerrado;BAHIA;Riachão das Neves;533.600.000.000;20.200.000.000.000;31/05/2020;28/04/2020;09/07/2020;17/07/2020;agriculture
168765;{GLAD};Caatinga;BAHIA;Licínio de Almeida;64.000.000.000;20.200.000.000.000;09/06/2020;13/09/2019;05/11/2019;26/07/2020;agriculture
185889;{GLAD};Caatinga;BAHIA;Utinga;200.700.000.000;20.200.000.000.000;04/07/2020;15/01/2020;22/07/2020;01/09/2020;agriculture
186469;{DETER-CERRADO};Cerrado;BAHIA;Santa Rita de Cássia;359.400.000.000;20.200.000.000.000;14/07/2020;01/06/2020;29/06/2020;01/09/2020;agriculture
186543;{SAD-CAATINGA};Cerrado;BAHIA;Cristópolis;61.900.000.000;20.200.000.000.000;01/07/2020;23/05/2020;30/05/2020;01/09/2020;agriculture
186903;{DETER-CERRADO};Caatinga;BAHIA;Cotegipe;299.100.000.000;20.200.000.000.000;14/07/2020;25/05/2020;30/06/2020;01/09/2020;agriculture
187256;{SAD-CAATINGA};Cerrado;BAHIA;São Desidério;215.900.000.000;20.200.000.000.000;01/07/2020;05/05/2020;20/06/2020;01/09/2020;agriculture
187440;{SAD-CAATINGA};Caatinga;BAHIA;Boa Vista do Tupim;94.800.000.000;20.200.000.000.000;01/07/2020;03/05/2020;29/05/2020;01/09/2020;agriculture
188087;{SAD-CAATINGA};Caatinga;BAHIA;Jaborandi;32.000.000.000;20.200.000.000.000;01/07/2020;16/01/2020;07/05/2020;01/09/2020;agriculture
188130;{SAD-CAATINGA};Cerrado;BAHIA;Cristópolis;511.200.000.000;20.200.000.000.000;01/07/2020;25/05/2020;20/06/2020;01/09/2020;agriculture
188262;{SAD-CAATINGA};Caatinga;BAHIA;Feira da Mata;65.900.000.000;20.200.000.000.000;01/07/2020;16/05/2020;24/06/2020;01/09/2020;agriculture
188264;{SAD-CAATINGA};Caatinga;BAHIA;Feira da Mata;143.800.000.000;20.200.000.000.000;01/07/2020;15/02/2020;02/08/2020;01/09/2020;agriculture
188287;{SAD-CAATINGA};Caatinga;BAHIA;Carinhanha;46.500.000.000;20.200.000.000.000;01/07/2020;11/02/2020;13/06/2020;01/09/2020;agriculture
188327;{SAD-CAATINGA};Caatinga;BAHIA;Jacaraci;54.700.000.000;20.200.000.000.000;01/07/2020;27/04/2020;06/06/2020;01/09/2020;agriculture
188338;{SAD-CAATINGA};Caatinga;BAHIA;Santa Maria da Vitória;51.700.000.000;20.200.000.000.000;01/07/2020;08/04/2020;07/05/2020;01/09/2020;agriculture
188343;{SAD-CAATINGA};Caatinga;BAHIA;Casa Nova;143.600.000.000;20.200.000.000.000;01/07/2020;15/06/2020;07/07/2020;01/09/2020;agriculture
208689;{SAD-CAATINGA};Cerrado;BAHIA;Baianópolis;43.900.000.000;20.200.000.000.000;01/08/2020;16/07/2020;25/07/2020;01/10/2020;agriculture
208835;{SAD-CAATINGA};Caatinga;BAHIA;Sítio do Mato;422.500.000.000;20.200.000.000.000;01/08/2020;10/01/2020;24/09/2020;01/10/2020;agriculture
208870;{SAD-CAATINGA};Caatinga;BAHIA;Livramento de Nossa Senhora;29.800.000.000;20.200.000.000.000;01/08/2020;03/05/2020;27/09/2020;01/10/2020;agriculture
209002;{SAD-CAATINGA};Caatinga;BAHIA;Riacho de Santana;61.200.000.000;20.200.000.000.000;01/08/2020;30/04/2020;03/08/2020;01/10/2020;agriculture
209206;{SAD-CAATINGA};Caatinga;BAHIA;Mortugaba;16.600.000.000;20.200.000.000.000;01/08/2020;10/05/2020;04/08/2020;01/10/2020;agriculture
209328;{SAD-CAATINGA};Caatinga;BAHIA;Anagé;28.600.000.000;20.200.000.000.000;01/08/2020;06/06/2020;13/07/2020;01/10/2020;agriculture
209360;{SAD-CAATINGA};Mata Atlântica;BAHIA;Jaguaquara;57.900.000.000;20.200.000.000.000;01/08/2020;03/05/2020;24/05/2020;01/10/2020;agriculture
227602;{DETER-CERRADO,SAD-CAATINGA};Cerrado;BAHIA;Santa Rita de Cássia;660.400.000.000;20.200.000.000.000;01/09/2020;23/07/2020;31/08/2020;28/10/2020;agriculture
227694;{SAD-CAATINGA};Cerrado;BAHIA;São Desidério;97.000.000.000;20.200.000.000.000;01/09/2020;30/06/2020;17/08/2020;28/10/2020;agriculture
228456;{SAD-CAATINGA};Mata Atlântica;BAHIA;Cândido Sales;124.700.000.000;20.200.000.000.000;01/09/2020;28/07/2020;03/10/2020;28/10/2020;agriculture
228727;{SAD-CAATINGA};Caatinga;BAHIA;Aracatu;47.900.000.000;20.200.000.000.000;01/09/2020;11/02/2020;06/08/2020;28/10/2020;agriculture
228728;{SAD-CAATINGA};Caatinga;BAHIA;Paramirim;37.200.000.000;20.200.000.000.000;01/09/2020;23/07/2020;22/08/2020;28/10/2020;agriculture
228814;{SAD-CAATINGA};Caatinga;BAHIA;Muquém do São Francisco;58.700.000.000;20.200.000.000.000;01/09/2020;05/08/2020;23/08/2020;28/10/2020;agriculture
228843;{SAD-CAATINGA};Caatinga;BAHIA;Santa Maria da Vitória;27.400.000.000;20.200.000.000.000;01/09/2020;03/08/2020;11/09/2020;28/10/2020;agriculture
228867;{SAD-CAATINGA};Caatinga;BAHIA;Manoel Vitorino;45.500.000.000;20.200.000.000.000;01/09/2020;03/07/2020;03/10/2020;28/10/2020;agriculture
231525;{GLAD};Mata Atlântica;BAHIA;Itamaraju;72.000.000.000;20.200.000.000.000;15/09/2020;26/06/2020;08/10/2020;28/10/2020;agriculture
232947;{DETER-CERRADO};Caatinga;BAHIA;Cotegipe;147.500.000.000;20.200.000.000.000;30/09/2020;28/06/2020;08/11/2020;28/10/2020;agriculture
232988;{DETER-CERRADO};Caatinga;BAHIA;Santa Rita de Cássia;132.100.000.000;20.200.000.000.000;30/09/2020;20/08/2020;09/09/2020;28/10/2020;agriculture
249157;{GLAD};Caatinga;BAHIA;Tapiramutá;56.900.000.000;20.200.000.000.000;08/10/2020;21/02/2020;07/10/2020;24/11/2020;agriculture
251183;{DETER-CERRADO};Caatinga;BAHIA;Santa Rita de Cássia;114.000.000.000;20.200.000.000.000;26/10/2020;01/07/2020;25/11/2020;24/11/2020;agriculture
263032;{SAD-CAATINGA};Caatinga;BAHIA;Brejolândia;109.300.000.000;20.200.000.000.000;01/10/2020;05/04/2020;10/11/2020;24/11/2020;agriculture
263174;{SAD-CAATINGA};Mata Atlântica;BAHIA;Irajuba;138.500.000.000;20.200.000.000.000;01/10/2020;01/07/2020;08/10/2020;24/11/2020;agriculture
263193;{SAD-CAATINGA};Caatinga;BAHIA;Sebastião Laranjeiras;86.400.000.000;20.200.000.000.000;01/10/2020;05/05/2020;11/11/2020;24/11/2020;agriculture
279949;{DETER-CERRADO};Caatinga;BAHIA;Cocos;57.200.000.000;20.200.000.000.000;24/11/2020;30/07/2020;12/12/2020;29/12/2020;agriculture
280085;{DETER-CERRADO};Caatinga;BAHIA;Santa Rita de Cássia;135.600.000.000;20.200.000.000.000;29/11/2020;03/09/2020;11/11/2020;29/12/2020;agriculture
280321;{SAD-CAATINGA};Caatinga;BAHIA;Santa Bárbara;72.100.000.000;20.200.000.000.000;01/11/2020;25/05/2020;07/10/2020;29/12/2020;agriculture
280999;{GLAD};Caatinga;BAHIA;Anagé;1.009.300.000.000;20.200.000.000.000;25/11/2020;23/07/2020;10/12/2020;29/12/2020;agriculture
297922;{GLAD};Mata Atlântica;BAHIA;Itacaré;59.000.000.000;20.200.000.000.000;12/12/2020;08/09/2020;25/12/2020;27/01/2021;agriculture
297933;{GLAD};Caatinga;BAHIA;Mucugê;461.800.000.000;20.200.000.000.000;11/12/2020;15/11/2020;13/12/2020;27/01/2021;agriculture
297942;{GLAD,SAD-CAATINGA};Caatinga;BAHIA;Urandi;72.000.000.000;20.200.000.000.000;01/12/2020;30/04/2020;23/01/2021;27/01/2021;agriculture
298499;{GLAD};Mata Atlântica;BAHIA;Una;48.800.000.000;20.200.000.000.000;12/12/2020;24/07/2020;04/01/2021;27/01/2021;agriculture
300506;{DETER-CERRADO};Cerrado;BAHIA;Baianópolis;324.500.000.000;20.200.000.000.000;31/12/2020;13/12/2020;09/01/2021;27/01/2021;agriculture
301006;{SAD-CAATINGA};Cerrado;BAHIA;Caetité;0.7300000000;20.200.000.000.000;01/12/2020;15/10/2020;09/11/2020;27/01/2021;agriculture
301829;{SAD-CAATINGA};Caatinga;BAHIA;Bom Jesus da Lapa;79.100.000.000;20.200.000.000.000;01/12/2020;16/10/2020;08/11/2020;27/01/2021;agriculture
301871;{SAD-CAATINGA};Caatinga;BAHIA;Candiba;0.7500000000;20.200.000.000.000;01/12/2020;07/06/2020;31/01/2021;27/01/2021;agriculture
301902;{SAD-CAATINGA};Caatinga;BAHIA;Paratinga;15.800.000.000;20.200.000.000.000;01/12/2020;02/10/2020;13/11/2020;27/01/2021;agriculture
301915;{SAD-CAATINGA};Caatinga;BAHIA;Novo Horizonte;0.9700000000;20.200.000.000.000;01/12/2020;16/08/2020;22/12/2020;27/01/2021;agriculture
301916;{SAD-CAATINGA};Caatinga;BAHIA;Riacho de Santana;20.600.000.000;20.200.000.000.000;01/12/2020;16/03/2020;30/01/2021;27/01/2021;agriculture
302248;{SAD-CAATINGA};Cerrado;BAHIA;Barreiras;75.200.000.000;20.200.000.000.000;01/12/2020;31/08/2020;15/11/2020;27/01/2021;agriculture
302254;{SAD-CAATINGA};Cerrado;BAHIA;Barreiras;168.700.000.000;20.200.000.000.000;01/12/2020;31/08/2020;09/11/2020;27/01/2021;agriculture
302457;{SAD-CAATINGA};Caatinga;BAHIA;Ibitiara;16.600.000.000;20.200.000.000.000;01/12/2020;07/05/2020;12/02/2021;27/01/2021;agriculture
302488;{SAD-CAATINGA};Caatinga;BAHIA;Tanhaçu;74.600.000.000;20.200.000.000.000;01/12/2020;22/08/2020;25/12/2020;27/01/2021;agriculture
302605;{GLAD};Mata Atlântica;BAHIA;Itabuna;72.400.000.000;20.200.000.000.000;29/12/2020;28/08/2020;29/12/2020;27/01/2021;agriculture
308030;{DETER-CERRADO};Caatinga;BAHIA;Carinhanha;325.700.000.000;20.210.000.000.000;18/01/2021;13/06/2020;10/04/2021;07/04/2021;agriculture
314477;{DETER-CERRADO};Cerrado;BAHIA;Luís Eduardo Magalhães;1.424.000.000.000;20.210.000.000.000;01/02/2021;12/11/2020;24/03/2021;08/04/2021;agriculture
314731;{GLAD};Mata Atlântica;BAHIA;Mascote;166.600.000.000;20.210.000.000.000;15/02/2021;27/12/2020;25/03/2021;08/04/2021;agriculture
314797;{GLAD};Mata Atlântica;BAHIA;Guaratinga;35.500.000.000;20.210.000.000.000;22/02/2021;19/01/2021;05/03/2021;08/04/2021;agriculture
314820;{GLAD};Mata Atlântica;BAHIA;Itamaraju;17.600.000.000;20.210.000.000.000;22/02/2021;19/09/2020;28/04/2021;08/04/2021;agriculture
314846;{GLAD};Mata Atlântica;BAHIA;Planalto;296.200.000.000;20.210.000.000.000;14/02/2021;02/01/2021;26/04/2021;08/04/2021;agriculture
318584;{SAD-CAATINGA};Caatinga;BAHIA;Malhada;153.300.000.000;20.210.000.000.000;01/02/2021;31/08/2020;12/04/2021;20/04/2021;agriculture
318709;{SAD-CAATINGA};Caatinga;BAHIA;Livramento de Nossa Senhora;20.900.000.000;20.210.000.000.000;01/02/2021;25/04/2020;28/04/2021;20/04/2021;agriculture
