BIOMA,ESTADO,MUNICIPIO,AREAHA,ANODETEC,VPRESSAO
Caatinga,BAHIA,Sebastião Laranjeiras,1.2,2021,agriculture
Caatinga,BAHIA,Lagoa Real,8.58,2021,agriculture
Mata Atlântica,BAHIA,Vitória da Conquista,5.61,2021,agriculture
Caatinga,BAHIA,Contendas do Sincorá,1.29,2021,agriculture
Caatinga,BAHIA,Maracás,26.36,2021,agriculture
Caatinga,BAHIA,Buritirama,1.74,2021,agriculture
Caatinga,BAHIA,Campo Alegre de Lourdes,1.89,2021,agriculture
Caatinga,BAHIA,Botuporã,15.18,2021,agriculture
Caatinga,BAHIA,Santa Rita de Cássia,4.96,2021,agriculture
Caatinga,BAHIA,Barra,6.73,2021,others
Caatinga,BAHIA,Angical,18.38,2021,others
Caatinga,BAHIA,Santana,6.78,2021,agriculture
Caatinga,BAHIA,Campo Formoso,2.51,2021,agriculture
Caatinga,BAHIA,Uauá,7.15,2021,others
Caatinga,BAHIA,Livramento de Nossa Senhora,4.27,2021,agriculture
Caatinga,BAHIA,Mansidão,7.34,2021,others
Caatinga,BAHIA,Muquém do São Francisco,4.08,2021,others
Caatinga,BAHIA,Licínio de Almeida,5.47,2021,others
Caatinga,BAHIA,Paratinga,0.88,2021,agriculture
Caatinga,BAHIA,Malhada de Pedras,1.82,2021,agriculture
Caatinga,BAHIA,Aracatu,0.91,2021,others
Caatinga,BAHIA,Casa Nova,19.3,2021,others
Caatinga,BAHIA,Euclides da Cunha,116.02,2021,agriculture
Caatinga,BAHIA,Chorrochó,27.28,2021,agriculture
Cerrado,BAHIA,Santa Rita de Cássia,26.23,2021,agriculture
Caatinga,BAHIA,Cotegipe,20.12,2021,others
Caatinga,BAHIA,Paratinga,7.49,2021,others
Caatinga,BAHIA,Boa Nova,18.38,2021,others
Caatinga,BAHIA,Jacaraci,1.59,2021,others
Caatinga,BAHIA,Cotegipe,10.22,2021,agriculture
Cerrado,BAHIA,Santa Rita de Cássia,24.57,2021,agriculture
Cerrado,BAHIA,Luís Eduardo Magalhães,31.47,2021,agriculture
Caatinga,BAHIA,Sebastião Laranjeiras,6.72,2021,agriculture
Caatinga,BAHIA,Santa Rita de Cássia,5.37,2021,agriculture
Caatinga,BAHIA,Campo Formoso,2.58,2021,agriculture
Caatinga,BAHIA,Aracatu,2.07,2021,agriculture
Caatinga,BAHIA,Euclides da Cunha,35.0,2021,agriculture
Caatinga,BAHIA,Malhada de Pedras,19.06,2021,agriculture
Caatinga,BAHIA,Santa Rita de Cássia,12.49,2021,agriculture
Mata Atlântica,BAHIA,Itarantim,12.52,2022,agriculture
Mata Atlântica,BAHIA,Itamaraju,1.1,2022,agriculture
Mata Atlântica,BAHIA,Maracás,22.88,2022,agriculture
Mata Atlântica,BAHIA,Itambé,11.13,2022,agriculture
Mata Atlântica,BAHIA,Itamaraju,0.54,2022,agriculture
Cerrado,BAHIA,São Desidério,44.19,2022,agriculture
Cerrado,BAHIA,Barreiras,7.65,2022,agriculture
Caatinga,BAHIA,Muquém do São Francisco,4.34,2022,agriculture
Cerrado,BAHIA,Brejolândia,16.6,2022,agriculture
Caatinga,BAHIA,Campo Alegre de Lourdes,1.78,2022,agriculture
Caatinga,BAHIA,Palmas de Monte Alto,25.27,2022,agriculture
Caatinga,BAHIA,Paulo Afonso,11.89,2022,agriculture
Caatinga,BAHIA,Oliveira dos Brejinhos,0.82,2022,agriculture
Cerrado,BAHIA,Formosa do Rio Preto,168.06,2022,agriculture
Mata Atlântica,BAHIA,Itabela,1.43,2022,agriculture
Mata Atlântica,BAHIA,Itamaraju,1.04,2022,agriculture
Mata Atlântica,BAHIA,Vereda,2.52,2022,agriculture
Mata Atlântica,BAHIA,Itabela,0.25,2022,agriculture
Cerrado,BAHIA,Jaborandi,411.96,2022,agriculture
Cerrado,BAHIA,Caetité,11.25,2022,renewable_energy_project
Cerrado,BAHIA,Tanque Novo,0.88,2022,agriculture
Caatinga,BAHIA,Paramirim,2.78,2022,agriculture
Caatinga,BAHIA,Jussiape,1.11,2022,agriculture
Caatinga,BAHIA,Piatã,0.55,2022,others
Caatinga,BAHIA,Riacho de Santana,0.9,2022,others
Caatinga,BAHIA,Livramento de Nossa Senhora,4.02,2022,others
Caatinga,BAHIA,Livramento de Nossa Senhora,1.05,2022,others
Caatinga,BAHIA,Matina,9.11,2022,agriculture
Caatinga,BAHIA,Planaltino,10.54,2022,others
Cerrado,BAHIA,Tanque Novo,4.19,2022,agriculture
Caatinga,BAHIA,Livramento de Nossa Senhora,2.89,2022,agriculture
Caatinga,BAHIA,Bom Jesus da Lapa,4.59,2022,others
Caatinga,BAHIA,Livramento de Nossa Senhora,9.68,2022,others
Caatinga,BAHIA,Paulo Afonso,4.16,2022,others
Cerrado,BAHIA,Santa Rita de Cássia,0.71,2022,agriculture
Caatinga,BAHIA,Marcionílio Souza,7.43,2022,others
Caatinga,BAHIA,Campo Formoso,1.1,2022,others
Caatinga,BAHIA,Ribeira do Amparo,40.48,2022,agriculture
Caatinga,BAHIA,Mirangaba,18.05,2022,others
Cerrado,BAHIA,Igaporã,0.39,2022,agriculture
Caatinga,BAHIA,Euclides da Cunha,12.02,2022,others
Mata Atlântica,BAHIA,Ipecaetá,11.47,2022,agriculture
Mata Atlântica,BAHIA,Valença,0.84,2022,agriculture
Mata Atlântica,BAHIA,Jaguaquara,0.51,2022,agriculture
Mata Atlântica,BAHIA,Camamu,0.68,2022,agriculture
Mata Atlântica,BAHIA,Irará,2.16,2022,agriculture
Mata Atlântica,BAHIA,Nilo Peçanha,0.61,2022,agriculture
Mata Atlântica,BAHIA,Camaçari,6.86,2022,agriculture
Caatinga,BAHIA,América Dourada,3.49,2022,agriculture
Caatinga,BAHIA,Ibipeba,72.16,2022,others
Caatinga,BAHIA,Gentio do Ouro,6.6,2022,agriculture
Caatinga,BAHIA,Sobradinho,2.89,2022,agriculture
Caatinga,BAHIA,Muquém do São Francisco,3.24,2022,agriculture
Cerrado,BAHIA,São Desidério,39.98,2022,agriculture
Caatinga,BAHIA,Serra Dourada,3.44,2022,others
Caatinga,BAHIA,Santana,14.22,2022,others
Caatinga,BAHIA,Ituaçu,0.96,2022,others
Caatinga,BAHIA,Rio de Contas,25.9,2022,agriculture
Caatinga,BAHIA,Muquém do São Francisco,3.1,2022,others
Caatinga,BAHIA,Itapicuru,40.28,2022,others
Caatinga,BAHIA,Tanque Novo,4.48,2022,others
Caatinga,BAHIA,Miguel Calmon,4.29,2022,others
Cerrado,BAHIA,Cotegipe,2.84,2022,agriculture
Caatinga,BAHIA,Bom Jesus da Lapa,9.35,2022,others
Caatinga,BAHIA,Sebastião Laranjeiras,13.91,2022,others
Cerrado,BAHIA,São Desidério,4.47,2022,agriculture
Caatinga,BAHIA,Rio de Contas,8.05,2022,others
Cerrado,BAHIA,Cocos,173.34,2022,agriculture
Cerrado,BAHIA,Jaborandi,540.83,2022,agriculture
Caatinga,BAHIA,Pilão Arcado,2.04,2022,others
Caatinga,BAHIA,Condeúba,0.82,2022,others
Caatinga,BAHIA,Monte Santo,7.18,2022,others
Caatinga,BAHIA,Uauá,1.34,2022,others
Cerrado,BAHIA,Tanque Novo,4.59,2022,agriculture
Caatinga,BAHIA,Campo Alegre de Lourdes,3.89,2022,others
Caatinga,BAHIA,Aracatu,1.84,2022,others
Caatinga,BAHIA,Uauá,6.42,2022,others
Caatinga,BAHIA,Uauá,2.28,2022,others
Caatinga,BAHIA,Boquira,6.15,2022,others
Caatinga,BAHIA,Feira da Mata,14.38,2022,others
Caatinga,BAHIA,Barra da Estiva,30.71,2022,others
Mata Atlântica,BAHIA,Feira de Santana,31.03,2022,agriculture
Mata Atlântica,BAHIA,Valença,1.71,2022,agriculture
Mata Atlântica,BAHIA,Itarantim,2.8,2022,agriculture
Mata Atlântica,BAHIA,Pau Brasil,4.4,2022,agriculture
Mata Atlântica,BAHIA,Planalto,7.35,2022,agriculture
Mata Atlântica,BAHIA,Cândido Sales,0.57,2022,agriculture
Mata Atlântica,BAHIA,Aporá,11.37,2022,agriculture
Mata Atlântica,BAHIA,Aporá,16.08,2022,agriculture
Caatinga,BAHIA,Itapicuru,3.41,2022,others
Cerrado,BAHIA,Santa Rita de Cássia,10.26,2022,agriculture
Cerrado,BAHIA,Barreiras,93.52,2022,agriculture
Cerrado,BAHIA,Barreiras,28.21,2022,agriculture
Mata Atlântica,BAHIA,Belmonte,7.06,2019,agriculture
Cerrado,BAHIA,Barreiras,371.35,2019,agriculture
Cerrado,BAHIA,Brejolândia,4.32,2019,agriculture
Cerrado,BAHIA,Luís Eduardo Magalhães,0.52,2019,urban_expansion
Cerrado,BAHIA,Correntina,11.83,2019,agriculture
Caatinga,BAHIA,Serra do Ramalho,12.88,2019,agriculture
Caatinga,BAHIA,Santa Rita de Cássia,15.86,2019,agriculture
Mata Atlântica,BAHIA,Prado,22.18,2019,others
Mata Atlântica,BAHIA,Itabela,4.75,2019,agriculture
Cerrado,BAHIA,Barreiras,58.99,2019,agriculture
Mata Atlântica,BAHIA,Jandaíra,8.77,2019,agriculture
Mata Atlântica,BAHIA,Belmonte,5.51,2019,agriculture
Caatinga,BAHIA,Miguel Calmon,7.44,2019,agriculture
Caatinga,BAHIA,Condeúba,2.27,2019,agriculture
Caatinga,BAHIA,Morro do Chapéu,8.93,2019,agriculture
Caatinga,BAHIA,Santa Maria da Vitória,2.5,2019,agriculture
Cerrado,BAHIA,Formosa do Rio Preto,23.09,2019,agriculture
Cerrado,BAHIA,Barreiras,276.35,2019,agriculture
Cerrado,BAHIA,São Desidério,2.68,2019,agriculture
Caatinga,BAHIA,Angical,34.26,2019,agriculture
Cerrado,BAHIA,São Desidério,29.85,2019,agriculture
Cerrado,BAHIA,São Desidério,7.93,2019,agriculture
Cerrado,BAHIA,Jaborandi,1065.98,2019,agriculture
Cerrado,BAHIA,Formosa do Rio Preto,100.38,2019,agriculture
Cerrado,BAHIA,Formosa do Rio Preto,1552.16,2019,agriculture
Cerrado,BAHIA,Riachão das Neves,168.99,2019,agriculture
Cerrado,BAHIA,Formosa do Rio Preto,2032.02,2019,agriculture
Cerrado,BAHIA,Coribe,21.46,2019,agriculture
Caatinga,BAHIA,Muquém do São Francisco,271.0,2019,agriculture
Cerrado,BAHIA,Jaborandi,198.38,2019,agriculture
Mata Atlântica,BAHIA,Alcobaça,13.78,2019,agriculture
Mata Atlântica,BAHIA,Itapitanga,2.31,2019,agriculture
Mata Atlântica,BAHIA,Itacaré,2.26,2019,agriculture
Mata Atlântica,BAHIA,Valença,4.99,2019,agriculture
Mata Atlântica,BAHIA,Nazaré,1.84,2019,agriculture
Mata Atlântica,BAHIA,Guaratinga,3.04,2019,agriculture
Mata Atlântica,BAHIA,Canavieiras,97.79,2019,agriculture
Mata Atlântica,BAHIA,Itabuna,1.18,2019,agriculture
Mata Atlântica,BAHIA,Porto Seguro,1.83,2019,agriculture
Mata Atlântica,BAHIA,Jiquiriçá,4.98,2019,agriculture
Mata Atlântica,BAHIA,Jaguaripe,2.99,2019,agriculture
Mata Atlântica,BAHIA,Esplanada,1.67,2019,agriculture
Cerrado,BAHIA,Catolândia,33.67,2020,agriculture
Cerrado,BAHIA,Coribe,14.03,2020,agriculture
Cerrado,BAHIA,Cristópolis,5.88,2020,agriculture
Cerrado,BAHIA,Cocos,104.13,2020,agriculture
Caatinga,BAHIA,Santana,61.58,2020,agriculture
Mata Atlântica,BAHIA,Ilhéus,6.14,2020,agriculture
Mata Atlântica,BAHIA,Piraí do Norte,1.33,2020,agriculture
Mata Atlântica,BAHIA,Mascote,28.98,2020,agriculture
Mata Atlântica,BAHIA,Eunápolis,6.3,2020,agriculture
Mata Atlântica,BAHIA,Pau Brasil,3.76,2020,agriculture
Caatinga,BAHIA,Morro do Chapéu,13.67,2020,agriculture
Caatinga,BAHIA,Poções,4.92,2020,agriculture
Caatinga,BAHIA,Barreiras,33.91,2020,agriculture
Caatinga,BAHIA,Presidente Jânio Quadros,24.76,2020,agriculture
Caatinga,BAHIA,Presidente Jânio Quadros,3.81,2020,agriculture
Caatinga,BAHIA,Morro do Chapéu,38.86,2020,agriculture
Mata Atlântica,BAHIA,Vitória da Conquista,4.6,2020,agriculture
Cerrado,BAHIA,São Desidério,51.76,2020,agriculture
Caatinga,BAHIA,Livramento de Nossa Senhora,6.97,2020,agriculture
Caatinga,BAHIA,Urandi,3.09,2020,agriculture
Cerrado,BAHIA,Mansidão,10.5,2020,agriculture
Caatinga,BAHIA,Rio de Contas,5.4,2020,agriculture
Caatinga,BAHIA,Casa Nova,44.37,2020,agriculture
Caatinga,BAHIA,Livramento de Nossa Senhora,9.92,2020,agriculture
Cerrado,BAHIA,Barreiras,4.55,2020,agriculture
Caatinga,BAHIA,Feira da Mata,2.49,2020,agriculture
Cerrado,BAHIA,Santa Maria da Vitória,5.71,2020,agriculture
Cerrado,BAHIA,Santa Rita de Cássia,8.18,2020,agriculture
Caatinga,BAHIA,Riacho de Santana,10.7,2020,agriculture
Caatinga,BAHIA,Paratinga,2.59,2020,agriculture
Cerrado,BAHIA,Correntina,3.51,2020,agriculture
Mata Atlântica,BAHIA,Jequié,6.06,2020,agriculture
Caatinga,BAHIA,Coribe,27.76,2020,agriculture
Mata Atlântica,BAHIA,Ilhéus,4.23,2020,agriculture
Mata Atlântica,BAHIA,Almadina,2.41,2020,agriculture
Caatinga,BAHIA,Piritiba,25.22,2020,agriculture
Cerrado,BAHIA,Jaborandi,1135.88,2020,agriculture
Caatinga,BAHIA,Cocos,83.59,2020,agriculture
Caatinga,BAHIA,Palmas de Monte Alto,6.74,2020,agriculture
Cerrado,BAHIA,Jaborandi,5.66,2020,agriculture
Caatinga,BAHIA,Santana,13.55,2020,agriculture
Caatinga,BAHIA,Jacaraci,10.66,2020,agriculture
Caatinga,BAHIA,Bom Jesus da Lapa,9.33,2020,agriculture
Cerrado,BAHIA,Igaporã,16.4,2020,agriculture
Caatinga,BAHIA,Morpará,13.53,2020,agriculture
Mata Atlântica,BAHIA,Vitória da Conquista,112.04,2020,agriculture
Mata Atlântica,BAHIA,Esplanada,2.26,2020,agriculture
Cerrado,BAHIA,Luís Eduardo Magalhães,26.86,2020,agriculture
Cerrado,BAHIA,Santa Rita de Cássia,18.28,2020,agriculture
Caatinga,BAHIA,Licínio de Almeida,13.25,2020,agriculture
Cerrado,BAHIA,Tabocas do Brejo Velho,32.24,2020,agriculture
Caatinga,BAHIA,Glória,3.42,2020,agriculture
Caatinga,BAHIA,Carinhanha,3.63,2020,agriculture
Mata Atlântica,BAHIA,Ilhéus,0.54,2020,agriculture
Caatinga,BAHIA,Santana,55.09,2020,agriculture
Caatinga,BAHIA,Xique-Xique,26.5,2020,agriculture
Caatinga,BAHIA,Mansidão,4.91,2020,agriculture
Mata Atlântica,BAHIA,Alagoinhas,1.81,2020,agriculture
Caatinga,BAHIA,Miguel Calmon,14.82,2020,agriculture
Caatinga,BAHIA,Feira da Mata,49.53,2020,agriculture
Caatinga,BAHIA,Condeúba,0.44,2020,agriculture
Caatinga,BAHIA,Riacho de Santana,34.2,2020,agriculture
Caatinga,BAHIA,Carinhanha,3.18,2020,agriculture
Caatinga,BAHIA,Bom Jesus da Lapa,14.68,2020,agriculture
Caatinga,BAHIA,Riacho de Santana,5.86,2020,agriculture
Caatinga,BAHIA,Ibiassucê,1.79,2020,agriculture
Caatinga,BAHIA,Santa Rita de Cássia,11.71,2020,agriculture
Caatinga,BAHIA,Santa Rita de Cássia,3.61,2020,agriculture
Caatinga,BAHIA,São Gabriel,16.56,2020,agriculture
Caatinga,BAHIA,Barra da Estiva,1.02,2020,agriculture
Cerrado,BAHIA,Correntina,4.16,2020,agriculture
Caatinga,BAHIA,Cotegipe,10.29,2020,agriculture
Cerrado,BAHIA,Correntina,15.32,2020,agriculture
Caatinga,BAHIA,Angical,46.31,2020,agriculture
Mata Atlântica,BAHIA,Valença,1.28,2020,agriculture
Mata Atlântica,BAHIA,Itacaré,1.14,2020,agriculture
Mata Atlântica,BAHIA,Guaratinga,2.91,2020,agriculture
Mata Atlântica,BAHIA,Potiraguá,73.39,2020,agriculture
Caatinga,BAHIA,Antônio Gonçalves,2.52,2020,agriculture
Caatinga,BAHIA,Livramento de Nossa Senhora,1.85,2020,agriculture
Caatinga,BAHIA,Rio do Antônio,1.74,2020,agriculture
Caatinga,BAHIA,Paramirim,1.02,2020,agriculture
Caatinga,BAHIA,Brumado,8.12,2020,agriculture
Caatinga,BAHIA,Tanhaçu,1.69,2020,agriculture
Caatinga,BAHIA,Aracatu,41.77,2020,agriculture
Caatinga,BAHIA,Aracatu,2.92,2020,agriculture
Caatinga,BAHIA,Urandi,1.42,2020,agriculture
Caatinga,BAHIA,Boquira,1.73,2020,agriculture
Cerrado,BAHIA,Riachão das Neves,13.07,2020,agriculture
Caatinga,BAHIA,Feira de Santana,11.04,2020,agriculture
Caatinga,BAHIA,Campo Alegre de Lourdes,2.14,2020,agriculture
Mata Atlântica,BAHIA,Jaguaripe,0.88,2020,agriculture
Caatinga,BAHIA,Morro do Chapéu,7.37,2020,agriculture
Caatinga,BAHIA,Santana,19.42,2020,agriculture
Cerrado,BAHIA,Formosa do Rio Preto,37.91,2021,agriculture
Mata Atlântica,BAHIA,Planalto,2.83,2021,agriculture
Cerrado,BAHIA,Barreiras,170.26,2021,agriculture
Caatinga,BAHIA,Cotegipe,13.9,2021,agriculture
Mata Atlântica,BAHIA,Aurelino Leal,2.89,2021,agriculture
Caatinga,BAHIA,Presidente Jânio Quadros,0.88,2021,agriculture
Caatinga,BAHIA,Feira de Santana,21.27,2021,agriculture
Mata Atlântica,BAHIA,Alagoinhas,12.22,2021,agriculture
Caatinga,BAHIA,Pilão Arcado,8.94,2021,agriculture
Mata Atlântica,BAHIA,Água Fria,11.84,2021,agriculture
Caatinga,BAHIA,São Félix do Coribe,20.19,2021,agriculture
Cerrado,BAHIA,Correntina,272.74,2021,agriculture
Mata Atlântica,BAHIA,Uruçuca,3.59,2021,agriculture
Mata Atlântica,BAHIA,Itagi,11.75,2021,agriculture
Mata Atlântica,BAHIA,Maiquinique,12.9,2021,mining
Caatinga,BAHIA,Souto Soares,2.04,2021,agriculture
Cerrado,BAHIA,São Desidério,89.68,2021,agriculture
Mata Atlântica,BAHIA,Itagibá,3.01,2021,urban_expansion
Cerrado,BAHIA,Baianópolis,381.66,2021,agriculture
Caatinga,BAHIA,Tapiramutá,2.28,2021,agriculture
Cerrado,BAHIA,Macaúbas,1.4,2021,agriculture
Cerrado,BAHIA,Formosa do Rio Preto,4.8,2021,agriculture
Cerrado,BAHIA,Formosa do Rio Preto,1.64,2021,agriculture
Caatinga,BAHIA,Rio do Pires,4.99,2021,agriculture
Cerrado,BAHIA,Riachão das Neves,22.11,2021,agriculture
Caatinga,BAHIA,Lagoa Real,3.24,2021,agriculture
Caatinga,BAHIA,Abaíra,0.81,2021,agriculture
Caatinga,BAHIA,Abaré,5.07,2021,agriculture
Caatinga,BAHIA,Campo Formoso,12.34,2021,agriculture
Caatinga,BAHIA,Cotegipe,2.83,2021,agriculture
Caatinga,BAHIA,Jeremoabo,15.86,2021,agriculture
Caatinga,BAHIA,Livramento de Nossa Senhora,12.64,2021,agriculture
Caatinga,BAHIA,Seabra,1.61,2021,agriculture
Caatinga,BAHIA,Juazeiro,2.33,2021,agriculture
Mata Atlântica,BAHIA,Conceição do Almeida,15.31,2021,agriculture
Caatinga,BAHIA,Ribeira do Amparo,71.01,2021,agriculture
Caatinga,BAHIA,Bom Jesus da Lapa,4.02,2021,agriculture
Caatinga,BAHIA,Casa Nova,0.55,2021,agriculture
Caatinga,BAHIA,Tapiramutá,19.16,2021,others
Caatinga,BAHIA,Ruy Barbosa,25.09,2021,others
Cerrado,BAHIA,Barreiras,17.86,2021,agriculture
Caatinga,BAHIA,Condeúba,4.45,2021,agriculture
Cerrado,BAHIA,Brejolândia,53.55,2021,agriculture
Cerrado,BAHIA,Formosa do Rio Preto,77.01,2021,others
Mata Atlântica,BAHIA,Buerarema,1.69,2021,agriculture
Mata Atlântica,BAHIA,Itamaraju,15.19,2021,agriculture
Caatinga,BAHIA,Brejolândia,3.09,2021,others
Caatinga,BAHIA,Piritiba,0.3,2021,others
Caatinga,BAHIA,Cotegipe,20.95,2021,agriculture
Caatinga,BAHIA,Barra,2.87,2020,others
Caatinga,BAHIA,Urandi,0.69,2020,others
Caatinga,BAHIA,Angical,4.74,2020,others
Caatinga,BAHIA,Angical,1.59,2020,others
Caatinga,BAHIA,Angical,3.04,2020,others
Caatinga,BAHIA,Barra,1.33,2020,others
Caatinga,BAHIA,Buritirama,1.54,2020,others
Caatinga,BAHIA,Mansidão,1.35,2020,others
Caatinga,BAHIA,Iuiu,13.18,2020,others
Caatinga,BAHIA,Serra Dourada,1.39,2020,others
Cerrado,BAHIA,Santa Maria da Vitória,7.63,2020,agriculture
Cerrado,BAHIA,São Desidério,1.05,2020,agriculture
Caatinga,BAHIA,Serra do Ramalho,1.82,2020,agriculture
Cerrado,BAHIA,Tabocas do Brejo Velho,15.19,2020,agriculture
Cerrado,BAHIA,São Desidério,12.06,2020,agriculture
Caatinga,BAHIA,São Félix do Coribe,3.53,2020,agriculture
Caatinga,BAHIA,Santa Maria da Vitória,6.21,2020,agriculture
Caatinga,BAHIA,Brejolândia,3.48,2020,others
Cerrado,BAHIA,Tabocas do Brejo Velho,3.16,2020,agriculture
Caatinga,BAHIA,Jaborandi,7.44,2020,agriculture
Caatinga,BAHIA,Barra,1.78,2020,agriculture
Caatinga,BAHIA,Buritirama,1.98,2020,agriculture
Caatinga,BAHIA,Buritirama,1.47,2020,agriculture
Caatinga,BAHIA,Mansidão,0.73,2020,others
Caatinga,BAHIA,Mansidão,1.12,2020,others
Caatinga,BAHIA,Pilão Arcado,1.92,2020,agriculture
Caatinga,BAHIA,Bom Jesus da Lapa,2.4,2020,agriculture
Cerrado,BAHIA,Riachão das Neves,11.33,2020,agriculture
Cerrado,BAHIA,Santa Rita de Cássia,4.32,2020,agriculture
Caatinga,BAHIA,Santa Rita de Cássia,1.9,2020,others
Caatinga,BAHIA,Santa Rita de Cássia,4.76,2020,agriculture
Caatinga,BAHIA,Angical,5.55,2020,agriculture
Cerrado,BAHIA,Barreiras,5.53,2020,agriculture
Cerrado,BAHIA,Barreiras,26.61,2020,agriculture
Cerrado,BAHIA,Riachão das Neves,7.3,2020,agriculture
Cerrado,BAHIA,Santa Rita de Cássia,2.5,2020,agriculture
Caatinga,BAHIA,Carinhanha,1.83,2020,others
Caatinga,BAHIA,Carinhanha,1.32,2020,agriculture
Caatinga,BAHIA,Carinhanha,21.61,2020,agriculture
Caatinga,BAHIA,Coribe,7.16,2020,agriculture
Caatinga,BAHIA,Buritirama,0.36,2021,agriculture
Caatinga,BAHIA,Licínio de Almeida,4.36,2021,agriculture
Caatinga,BAHIA,Ibitiara,0.47,2021,agriculture
Mata Atlântica,BAHIA,Itatim,0.27,2021,agriculture
Caatinga,BAHIA,Livramento de Nossa Senhora,10.22,2021,others
Caatinga,BAHIA,Macaúbas,4.24,2021,others
Caatinga,BAHIA,Guajeru,4.69,2021,agriculture
Mata Atlântica,BAHIA,Belo Campo,2.06,2021,agriculture
Caatinga,BAHIA,Santa Rita de Cássia,31.46,2021,agriculture
Mata Atlântica,BAHIA,Conde,29.41,2021,agriculture
Mata Atlântica,BAHIA,Prado,28.4,2021,agriculture
Mata Atlântica,BAHIA,Camacan,7.87,2021,agriculture
Mata Atlântica,BAHIA,Guaratinga,6.77,2021,agriculture
Caatinga,BAHIA,Brejolândia,1.31,2021,others
Caatinga,BAHIA,Riacho de Santana,10.31,2021,agriculture
Cerrado,BAHIA,Correntina,29.96,2021,agriculture
Caatinga,BAHIA,São Félix do Coribe,11.95,2021,agriculture
Caatinga,BAHIA,Aracatu,1.65,2021,others
Caatinga,BAHIA,Bom Jesus da Lapa,1.81,2021,agriculture
Cerrado,BAHIA,Igaporã,6.1,2021,agriculture
Caatinga,BAHIA,Jacaraci,5.56,2021,others
Caatinga,BAHIA,Livramento de Nossa Senhora,16.23,2021,others
Caatinga,BAHIA,Santana,51.48,2021,agriculture
Mata Atlântica,BAHIA,Laje,1.0,2021,agriculture
Mata Atlântica,BAHIA,Barra do Rocha,12.36,2021,agriculture
Mata Atlântica,BAHIA,Itagibá,11.86,2021,agriculture
Mata Atlântica,BAHIA,Jucuruçu,13.1,2021,agriculture
Caatinga,BAHIA,Jacobina,13.7,2021,others
Cerrado,BAHIA,Coribe,20.51,2021,agriculture
Cerrado,BAHIA,Santa Rita de Cássia,8.55,2021,agriculture
Caatinga,BAHIA,Wanderley,5.3,2021,others
Mata Atlântica,BAHIA,Canavieiras,7.92,2021,agriculture
Mata Atlântica,BAHIA,Prado,2.93,2021,agriculture
Caatinga,BAHIA,Lajedinho,15.35,2021,agriculture
Caatinga,BAHIA,Bom Jesus da Lapa,14.28,2021,agriculture
Caatinga,BAHIA,Curaçá,20.47,2021,agriculture
Caatinga,BAHIA,Muquém do São Francisco,34.75,2021,agriculture
Mata Atlântica,BAHIA,Itapetinga,4.16,2021,agriculture
Mata Atlântica,BAHIA,Itaju do Colônia,11.82,2021,agriculture
Caatinga,BAHIA,Iaçu,39.86,2021,agriculture
Mata Atlântica,BAHIA,Camamu,3.95,2021,agriculture
Caatinga,BAHIA,Novo Horizonte,5.25,2021,agriculture
Caatinga,BAHIA,Utinga,6.3,2021,agriculture
Caatinga,BAHIA,Buritirama,5.68,2021,agriculture
Mata Atlântica,BAHIA,Jaguaripe,3.33,2021,agriculture
Mata Atlântica,BAHIA,Pau Brasil,1.05,2021,agriculture
Mata Atlântica,BAHIA,Una,8.71,2021,agriculture
Caatinga,BAHIA,Mansidão,9.9,2021,agriculture
Caatinga,BAHIA,Santa Rita de Cássia,10.03,2021,agriculture
Caatinga,BAHIA,Ribeira do Amparo,111.67,2021,agriculture
Caatinga,BAHIA,Contendas do Sincorá,1.44,2021,agriculture
Caatinga,BAHIA,Buritirama,0.81,2021,agriculture
Caatinga,BAHIA,Buritirama,0.82,2021,agriculture
Caatinga,BAHIA,Barra,0.92,2021,agriculture
Caatinga,BAHIA,Buritirama,5.87,2021,agriculture
Caatinga,BAHIA,Casa Nova,3.62,2021,agriculture
Caatinga,BAHIA,Santa Rita de Cássia,1.08,2021,agriculture
Caatinga,BAHIA,Angical,4.9,2021,agriculture
Caatinga,BAHIA,Livramento de Nossa Senhora,10.18,2021,agriculture
Caatinga,BAHIA,Santa Rita de Cássia,6.2,2021,agriculture
Caatinga,BAHIA,Adustina,15.46,2021,others
Caatinga,BAHIA,Carinhanha,2.99,2021,others
Caatinga,BAHIA,Muquém do São Francisco,5.5,2021,others
Caatinga,BAHIA,Ruy Barbosa,26.34,2021,agriculture
Caatinga,BAHIA,Adustina,4.32,2021,others
Cerrado,BAHIA,Cocos,2.22,2021,agriculture
Cerrado,BAHIA,Barreiras,5.42,2021,agriculture
Caatinga,BAHIA,Carinhanha,18.65,2021,others
Caatinga,BAHIA,Matina,8.56,2021,others
Caatinga,BAHIA,Licínio de Almeida,2.91,2021,others
Caatinga,BAHIA,Urandi,1.22,2021,others
Caatinga,BAHIA,Paratinga,7.19,2021,agriculture
Caatinga,BAHIA,Malhada de Pedras,2.06,2021,agriculture
Caatinga,BAHIA,Aracatu,2.09,2021,others
Caatinga,BAHIA,Brumado,3.66,2021,others
Caatinga,BAHIA,Ipirá,2.74,2021,others
Caatinga,BAHIA,Ribeira do Amparo,19.69,2021,others
Cerrado,BAHIA,Santa Rita de Cássia,7.31,2021,agriculture
Caatinga,BAHIA,Barra,29.64,2021,others
Cerrado,BAHIA,Santa Rita de Cássia,771.0,2021,agriculture
Caatinga,BAHIA,Wanderley,111.43,2021,others
