BIOMA,ESTADO,MUNICIPIO,AREAHA,ANODETEC,VPRESSAO
Caatinga,BAHIA,Mundo Novo,9.67,2019,agriculture
Cerrado,BAHIA,Catolândia,36.7,2019,agriculture
Caatinga,BAHIA,Angical,12.89,2019,agriculture
Caatinga,BAHIA,Jaborandi,17.06,2019,agriculture
Mata Atlântica,BAHIA,Belmonte,8.62,2019,agriculture
Cerrado,BAHIA,Cotegipe,531.73,2019,agriculture
Caatinga,BAHIA,Santa Rita de Cássia,6.97,2019,agriculture
Cerrado,BAHIA,Barreiras,40.64,2019,agriculture
Cerrado,BAHIA,Correntina,598.95,2019,agriculture
Caatinga,BAHIA,Santa Rita de Cássia,22.67,2019,agriculture
Caatinga,BAHIA,Malhada,24.39,2019,agriculture
Cerrado,BAHIA,Cocos,12.15,2019,agriculture
Cerrado,BAHIA,Luís Eduardo Magalhães,7.38,2019,urban_expansion
Caatinga,BAHIA,Santa Rita de Cássia,4.47,2019,agriculture
Cerrado,BAHIA,Barreiras,18.83,2019,agriculture
Cerrado,BAHIA,Formosa do Rio Preto,741.04,2019,agriculture
Cerrado,BAHIA,Correntina,664.73,2019,agriculture
Cerrado,BAHIA,Tabocas do Brejo Velho,9.89,2019,agriculture
Cerrado,BAHIA,Jaborandi,19.6,2019,agriculture
Cerrado,BAHIA,Barreiras,2.65,2019,agriculture
Caatinga,BAHIA,Wanderley,13.51,2019,agriculture
Cerrado,BAHIA,Santa Maria da Vitória,21.95,2019,agriculture
Cerrado,BAHIA,Santa Rita de Cássia,0.37,2019,agriculture
Caatinga,BAHIA,Feira da Mata,10.49,2019,agriculture
Cerrado,BAHIA,Formosa do Rio Preto,40.85,2019,agriculture
Cerrado,BAHIA,Cocos,124.54,2019,agriculture
Cerrado,BAHIA,Luís Eduardo Magalhães,8.0,2019,agriculture
Mata Atlântica,BAHIA,Itapé,6.22,2019,agriculture
Mata Atlântica,BAHIA,Jequié,16.18,2019,agriculture
Mata Atlântica,BAHIA,Wenceslau Guimarães,1.12,2019,agriculture
Mata Atlântica,BAHIA,Nova Viçosa,22.86,2019,agriculture
Mata Atlântica,BAHIA,Jandaíra,1.22,2019,agriculture
Mata Atlântica,BAHIA,Barro Preto,7.38,2019,agriculture
Mata Atlântica,BAHIA,Una,7.34,2019,agriculture
Mata Atlântica,BAHIA,Jucuruçu,3.71,2019,agriculture
Mata Atlântica,BAHIA,Aiquara,7.53,2019,agriculture
Mata Atlântica,BAHIA,Taperoá,5.18,2019,agriculture
Mata Atlântica,BAHIA,Jaguaripe,0.85,2019,agriculture
Cerrado,BAHIA,Canápolis,2.08,2020,agriculture
Cerrado,BAHIA,Luís Eduardo Magalhães,83.28,2020,agriculture
Caatinga,BAHIA,Malhada,28.62,2020,agriculture
Cerrado,BAHIA,São Desidério,462.88,2020,agriculture
Cerrado,BAHIA,Correntina,5.99,2020,agriculture
Caatinga,BAHIA,Novo Triunfo,35.74,2020,agriculture
Mata Atlântica,BAHIA,Ilhéus,0.57,2020,agriculture
Mata Atlântica,BAHIA,Laje,0.92,2020,agriculture
Mata Atlântica,BAHIA,Camamu,1.68,2020,agriculture
Mata Atlântica,BAHIA,Valença,1.85,2020,agriculture
Mata Atlântica,BAHIA,Buerarema,3.73,2020,agriculture
Mata Atlântica,BAHIA,Itamaraju,2.38,2020,agriculture
Mata Atlântica,BAHIA,Cravolândia,1.57,2020,agriculture
Mata Atlântica,BAHIA,Manoel Vitorino,2.43,2020,agriculture
Mata Atlântica,BAHIA,Caatiba,13.82,2020,agriculture
Caatinga,BAHIA,Piritiba,3.92,2020,agriculture
Caatinga,BAHIA,Bonito,18.22,2020,agriculture
Caatinga,BAHIA,Sento Sé,3.35,2020,agriculture
Caatinga,BAHIA,Canudos,11.44,2020,agriculture
Cerrado,BAHIA,Catolândia,14.52,2020,agriculture
Cerrado,BAHIA,Catolândia,5.47,2020,agriculture
Cerrado,BAHIA,Baianópolis,11.6,2020,agriculture
Caatinga,BAHIA,Mucugê,229.91,2020,agriculture
Caatinga,BAHIA,Euclides da Cunha,7.91,2020,agriculture
Caatinga,BAHIA,Riacho de Santana,28.86,2020,agriculture
Caatinga,BAHIA,Ribeira do Pombal,25.77,2020,agriculture
Caatinga,BAHIA,Araci,6.43,2020,agriculture
Caatinga,BAHIA,Itapicuru,84.55,2020,agriculture
Caatinga,BAHIA,Itaberaba,126.84,2020,agriculture
Cerrado,BAHIA,Coribe,1.68,2020,agriculture
Caatinga,BAHIA,Carinhanha,1.76,2020,agriculture
Cerrado,BAHIA,Santa Rita de Cássia,10.23,2020,agriculture
Cerrado,BAHIA,Cristópolis,0.33,2020,agriculture
Mata Atlântica,BAHIA,Presidente Tancredo Neves,2.98,2020,agriculture
Cerrado,BAHIA,Barreiras,55.76,2020,agriculture
Cerrado,BAHIA,Barreiras,379.49,2020,agriculture
Caatinga,BAHIA,Mansidão,14.96,2020,agriculture
Caatinga,BAHIA,Mansidão,3.28,2020,agriculture
Caatinga,BAHIA,Serra do Ramalho,11.08,2020,agriculture
Caatinga,BAHIA,Correntina,1.92,2020,agriculture
Caatinga,BAHIA,Anagé,7.23,2020,agriculture
Caatinga,BAHIA,Casa Nova,57.95,2020,agriculture
Cerrado,BAHIA,Santa Rita de Cássia,4.64,2020,agriculture
Caatinga,BAHIA,Santa Rita de Cássia,2.71,2020,agriculture
Caatinga,BAHIA,Santa Rita de Cássia,2.45,2020,agriculture
Cerrado,BAHIA,Caetité,6.6,2020,agriculture
Caatinga,BAHIA,Palmas de Monte Alto,21.16,2020,agriculture
Caatinga,BAHIA,Riacho de Santana,9.65,2020,agriculture
Caatinga,BAHIA,Aracatu,4.97,2020,agriculture
Caatinga,BAHIA,Iramaia,22.82,2020,agriculture
Mata Atlântica,BAHIA,Camacan,14.25,2020,agriculture
Cerrado,BAHIA,Cocos,8.93,2020,agriculture
Caatinga,BAHIA,Caturama,21.47,2020,agriculture
Caatinga,BAHIA,Bom Jesus da Lapa,3.56,2020,agriculture
Caatinga,BAHIA,Mucugê,41.5,2020,agriculture
Caatinga,BAHIA,Jussiape,4.38,2020,agriculture
Caatinga,BAHIA,Boa Vista do Tupim,37.91,2020,agriculture
Caatinga,BAHIA,Brumado,23.97,2020,agriculture
Caatinga,BAHIA,Santa Maria da Vitória,4.51,2020,agriculture
Caatinga,BAHIA,Oliveira dos Brejinhos,1.49,2020,others
Caatinga,BAHIA,Morpará,19.57,2020,agriculture
Caatinga,BAHIA,Brejolândia,2.35,2020,agriculture
Cerrado,BAHIA,Correntina,3.67,2020,agriculture
Mata Atlântica,BAHIA,Iguaí,5.51,2020,agriculture
Caatinga,BAHIA,Ibotirama,11.55,2020,agriculture
Caatinga,BAHIA,Santana,47.29,2020,agriculture
Cerrado,BAHIA,Tabocas do Brejo Velho,20.93,2020,agriculture
Caatinga,BAHIA,Mortugaba,5.33,2020,agriculture
Caatinga,BAHIA,Santa Rita de Cássia,4.27,2020,agriculture
Cerrado,BAHIA,Correntina,17.76,2020,agriculture
Caatinga,BAHIA,Ibotirama,2.63,2020,agriculture
Caatinga,BAHIA,Rio de Contas,1.57,2020,agriculture
Caatinga,BAHIA,Sebastião Laranjeiras,3.82,2020,agriculture
Cerrado,BAHIA,Cristópolis,5.32,2020,agriculture
Cerrado,BAHIA,Santa Rita de Cássia,27.41,2020,agriculture
Caatinga,BAHIA,Santanópolis,0.74,2020,agriculture
Caatinga,BAHIA,Presidente Jânio Quadros,30.74,2020,agriculture
Caatinga,BAHIA,Cotegipe,52.77,2020,agriculture
Mata Atlântica,BAHIA,Santa Luzia,5.17,2020,agriculture
Mata Atlântica,BAHIA,Prado,0.28,2020,agriculture
Mata Atlântica,BAHIA,Ibirapitanga,1.21,2020,agriculture
Mata Atlântica,BAHIA,Itapebi,10.01,2020,agriculture
Mata Atlântica,BAHIA,Wenceslau Guimarães,1.81,2020,agriculture
Mata Atlântica,BAHIA,Itanhém,12.48,2020,agriculture
Caatinga,BAHIA,Jussiape,1.38,2020,agriculture
Caatinga,BAHIA,Serra do Ramalho,1.93,2020,agriculture
Cerrado,BAHIA,Caetité,0.86,2020,agriculture
Caatinga,BAHIA,Brumado,2.59,2020,agriculture
Caatinga,BAHIA,Aracatu,1.49,2020,agriculture
Caatinga,BAHIA,Aracatu,8.91,2020,agriculture
Caatinga,BAHIA,Paratinga,3.8,2020,agriculture
Cerrado,BAHIA,Serra Dourada,9.64,2020,agriculture
Caatinga,BAHIA,Brotas de Macaúbas,3.66,2020,agriculture
Caatinga,BAHIA,Matina,7.23,2020,agriculture
Caatinga,BAHIA,Cotegipe,7.34,2020,agriculture
Mata Atlântica,BAHIA,Barro Preto,4.25,2021,agriculture
Mata Atlântica,BAHIA,Itacaré,2.09,2021,agriculture
Mata Atlântica,BAHIA,Prado,5.17,2021,agriculture
Mata Atlântica,BAHIA,Wenceslau Guimarães,2.01,2021,agriculture
Mata Atlântica,BAHIA,Guaratinga,2.14,2021,agriculture
Mata Atlântica,BAHIA,Aiquara,2.29,2021,agriculture
Cerrado,BAHIA,Caetité,11.74,2021,agriculture
Caatinga,BAHIA,Canudos,25.35,2021,agriculture
Caatinga,BAHIA,Gentio do Ouro,1.95,2021,agriculture
Caatinga,BAHIA,Mirangaba,5.08,2021,agriculture
Caatinga,BAHIA,Livramento de Nossa Senhora,0.76,2021,agriculture
Caatinga,BAHIA,Cansanção,6.41,2021,agriculture
Caatinga,BAHIA,Guanambi,3.09,2021,agriculture
Cerrado,BAHIA,Riacho de Santana,1.65,2021,agriculture
Cerrado,BAHIA,Cotegipe,30.84,2021,agriculture
Cerrado,BAHIA,Tabocas do Brejo Velho,9.63,2021,agriculture
Mata Atlântica,BAHIA,Ibicaraí,4.94,2021,agriculture
Mata Atlântica,BAHIA,Barra do Choça,3.97,2021,agriculture
Caatinga,BAHIA,Angical,8.95,2021,agriculture
Caatinga,BAHIA,Santa Rita de Cássia,5.62,2021,agriculture
Cerrado,BAHIA,Formosa do Rio Preto,146.8,2021,agriculture
Mata Atlântica,BAHIA,Barro Preto,7.1,2021,agriculture
Mata Atlântica,BAHIA,Itabela,8.12,2021,agriculture
Caatinga,BAHIA,Riacho de Santana,2.47,2021,agriculture
Caatinga,BAHIA,Carinhanha,10.57,2021,agriculture
Mata Atlântica,BAHIA,Itamaraju,6.44,2021,agriculture
Caatinga,BAHIA,Macajuba,2.6,2021,agriculture
Cerrado,BAHIA,Cotegipe,2.23,2021,agriculture
Cerrado,BAHIA,Caetité,2.91,2021,agriculture
Caatinga,BAHIA,Ibipitanga,1.77,2021,agriculture
Caatinga,BAHIA,Rio do Pires,2.62,2021,agriculture
Caatinga,BAHIA,América Dourada,7.83,2021,agriculture
Cerrado,BAHIA,Barreiras,1.83,2021,urban_expansion
Caatinga,BAHIA,Canudos,1.0,2021,agriculture
Caatinga,BAHIA,Dom Basílio,3.78,2021,agriculture
Caatinga,BAHIA,Rio de Contas,11.68,2021,agriculture
Caatinga,BAHIA,Juazeiro,391.56,2021,agriculture
Caatinga,BAHIA,Casa Nova,18.43,2021,agriculture
Caatinga,BAHIA,Euclides da Cunha,76.56,2021,agriculture
Mata Atlântica,BAHIA,Tremedal,4.65,2021,agriculture
Cerrado,BAHIA,Riacho de Santana,4.12,2021,agriculture
Caatinga,BAHIA,Muquém do São Francisco,123.23,2021,agriculture
Cerrado,BAHIA,Baianópolis,24.23,2021,agriculture
Cerrado,BAHIA,Cocos,4.31,2021,agriculture
Caatinga,BAHIA,Anagé,0.7,2021,agriculture
Caatinga,BAHIA,Palmas de Monte Alto,15.23,2021,agriculture
Caatinga,BAHIA,Curaçá,1.78,2021,agriculture
Caatinga,BAHIA,Canudos,22.04,2021,others
Mata Atlântica,BAHIA,Taperoá,2.2,2021,agriculture
Mata Atlântica,BAHIA,Buerarema,13.43,2021,agriculture
Mata Atlântica,BAHIA,Santa Luzia,7.91,2021,agriculture
Caatinga,BAHIA,Brejolândia,3.91,2021,agriculture
Caatinga,BAHIA,Barra,1.19,2020,others
Cerrado,BAHIA,Cotegipe,1.61,2020,agriculture
Caatinga,BAHIA,Wanderley,3.12,2020,others
Cerrado,BAHIA,Barreiras,5.28,2020,agriculture
Cerrado,BAHIA,São Desidério,2.08,2020,agriculture
Caatinga,BAHIA,Wanderley,3.21,2020,agriculture
Cerrado,BAHIA,Mansidão,1.59,2020,agriculture
Cerrado,BAHIA,Serra Dourada,3.29,2020,agriculture
Caatinga,BAHIA,Carinhanha,1.25,2020,agriculture
Cerrado,BAHIA,Baianópolis,3.35,2020,agriculture
Cerrado,BAHIA,Santa Maria da Vitória,2.03,2020,agriculture
Cerrado,BAHIA,Canápolis,3.3,2020,agriculture
Cerrado,BAHIA,Baianópolis,16.95,2020,agriculture
Cerrado,BAHIA,São Desidério,1.19,2020,agriculture
Caatinga,BAHIA,Serra do Ramalho,3.27,2020,agriculture
Cerrado,BAHIA,São Desidério,5.98,2020,agriculture
Caatinga,BAHIA,Santana,3.81,2020,others
Caatinga,BAHIA,Santana,12.86,2020,others
Caatinga,BAHIA,Barra,0.91,2020,others
Cerrado,BAHIA,Tabocas do Brejo Velho,1.55,2020,agriculture
Cerrado,BAHIA,Tabocas do Brejo Velho,3.98,2020,agriculture
Cerrado,BAHIA,Cristópolis,8.67,2020,agriculture
Caatinga,BAHIA,São Félix do Coribe,3.27,2020,agriculture
Cerrado,BAHIA,Tabocas do Brejo Velho,3.4,2020,agriculture
Caatinga,BAHIA,Santa Maria da Vitória,2.41,2020,agriculture
Cerrado,BAHIA,Baianópolis,1.0,2020,agriculture
Cerrado,BAHIA,Baianópolis,6.9,2020,agriculture
Cerrado,BAHIA,Baianópolis,3.94,2020,agriculture
Caatinga,BAHIA,Brejolândia,1.89,2020,agriculture
Caatinga,BAHIA,Brejolândia,1.31,2020,agriculture
Caatinga,BAHIA,Buritirama,2.62,2020,others
Cerrado,BAHIA,Santa Rita de Cássia,1.21,2020,agriculture
Cerrado,BAHIA,Santa Rita de Cássia,5.93,2020,agriculture
Caatinga,BAHIA,Mansidão,2.52,2020,others
Caatinga,BAHIA,Buritirama,1.44,2020,others
Caatinga,BAHIA,Buritirama,4.63,2020,agriculture
Caatinga,BAHIA,Pilão Arcado,1.04,2020,agriculture
Cerrado,BAHIA,Formosa do Rio Preto,5.1,2020,agriculture
Caatinga,BAHIA,Santa Rita de Cássia,3.11,2020,others
Cerrado,BAHIA,Barreiras,2.47,2020,agriculture
Cerrado,BAHIA,Santa Rita de Cássia,9.08,2020,agriculture
Caatinga,BAHIA,Santa Rita de Cássia,4.97,2020,others
Caatinga,BAHIA,Cocos,1.61,2020,others
Caatinga,BAHIA,Cocos,0.61,2020,others
Caatinga,BAHIA,Feira da Mata,3.68,2020,agriculture
Caatinga,BAHIA,Malhada,17.24,2020,agriculture
Caatinga,BAHIA,Carinhanha,8.41,2020,agriculture
Caatinga,BAHIA,Livramento de Nossa Senhora,2.71,2021,others
Caatinga,BAHIA,Xique-Xique,4.27,2021,agriculture
Caatinga,BAHIA,Candiba,2.21,2021,agriculture
Caatinga,BAHIA,Jaguarari,3.67,2021,agriculture
Caatinga,BAHIA,Urandi,4.64,2021,others
Caatinga,BAHIA,Paramirim,0.99,2021,others
Cerrado,BAHIA,Barreiras,77.2,2021,others
Caatinga,BAHIA,Macaúbas,12.26,2021,agriculture
Caatinga,BAHIA,Macaúbas,2.39,2021,others
Caatinga,BAHIA,Novo Horizonte,3.97,2021,others
Caatinga,BAHIA,Aracatu,58.58,2021,others
Caatinga,BAHIA,Santa Rita de Cássia,256.61,2021,others
Mata Atlântica,BAHIA,Jandaíra,1.38,2021,agriculture
Caatinga,BAHIA,Santa Brígida,6.18,2021,agriculture
Caatinga,BAHIA,Anagé,2.15,2021,agriculture
Cerrado,BAHIA,Baianópolis,1253.39,2021,agriculture
Caatinga,BAHIA,Riacho de Santana,2.58,2021,agriculture
Caatinga,BAHIA,Presidente Jânio Quadros,2.29,2021,agriculture
Cerrado,BAHIA,Barreiras,2.71,2021,agriculture
Cerrado,BAHIA,Cristópolis,10.47,2021,agriculture
Caatinga,BAHIA,Cícero Dantas,8.23,2021,others
Caatinga,BAHIA,Bom Jesus da Lapa,6.1,2021,agriculture
Cerrado,BAHIA,São Desidério,10.54,2021,agriculture
Caatinga,BAHIA,Jeremoabo,73.35,2021,others
Caatinga,BAHIA,Pedro Alexandre,16.36,2021,others
Caatinga,BAHIA,Livramento de Nossa Senhora,18.49,2021,others
Caatinga,BAHIA,Aracatu,3.62,2021,agriculture
Caatinga,BAHIA,Aracatu,11.09,2021,agriculture
Mata Atlântica,BAHIA,Itamaraju,11.25,2021,agriculture
Mata Atlântica,BAHIA,Iguaí,6.34,2021,agriculture
Mata Atlântica,BAHIA,Planalto,12.19,2021,agriculture
Mata Atlântica,BAHIA,Itamaraju,3.24,2021,agriculture
Caatinga,BAHIA,Bom Jesus da Lapa,26.62,2021,others
Caatinga,BAHIA,Mundo Novo,4.38,2021,agriculture
Caatinga,BAHIA,Livramento de Nossa Senhora,1.21,2021,agriculture
Caatinga,BAHIA,Carinhanha,24.48,2021,agriculture
Caatinga,BAHIA,Tanque Novo,15.93,2021,agriculture
Caatinga,BAHIA,Monte Santo,32.34,2021,others
Caatinga,BAHIA,Santana,3.13,2021,agriculture
Caatinga,BAHIA,Xique-Xique,3.07,2021,agriculture
Mata Atlântica,BAHIA,Itagimirim,1.61,2021,agriculture
Caatinga,BAHIA,Uibaí,13.32,2021,agriculture
Caatinga,BAHIA,Muquém do São Francisco,12.97,2021,agriculture
Caatinga,BAHIA,Buritirama,11.16,2021,agriculture
Caatinga,BAHIA,Ibipitanga,3.12,2021,agriculture
Mata Atlântica,BAHIA,Cachoeira,10.09,2021,agriculture
Caatinga,BAHIA,Rio do Pires,11.97,2021,others
Cerrado,BAHIA,Cristópolis,9.71,2021,agriculture
Mata Atlântica,BAHIA,Vitória da Conquista,8.47,2021,agriculture
Caatinga,BAHIA,Iramaia,16.16,2021,others
Mata Atlântica,BAHIA,Lafaiete Coutinho,3.11,2021,agriculture
Caatinga,BAHIA,Buritirama,0.93,2021,agriculture
Caatinga,BAHIA,Sento Sé,1.45,2021,agriculture
Caatinga,BAHIA,Campo Alegre de Lourdes,1.95,2021,agriculture
Caatinga,BAHIA,Juazeiro,3.92,2021,agriculture
Caatinga,BAHIA,Antas,30.62,2021,others
Caatinga,BAHIA,Senhor do Bonfim,1.81,2021,agriculture
Caatinga,BAHIA,Bom Jesus da Lapa,42.33,2021,agriculture
Caatinga,BAHIA,Serra do Ramalho,7.7,2021,others
Caatinga,BAHIA,Paratinga,2.74,2021,agriculture
Caatinga,BAHIA,Malhada,10.69,2021,agriculture
Caatinga,BAHIA,Santana,2.33,2021,others
Cerrado,BAHIA,Tabocas do Brejo Velho,8.17,2021,agriculture
Cerrado,BAHIA,Cotegipe,13.01,2021,agriculture
Caatinga,BAHIA,Sebastião Laranjeiras,4.25,2021,others
Caatinga,BAHIA,Malhada,7.64,2021,others
Caatinga,BAHIA,Bom Jesus da Lapa,4.82,2021,others
Caatinga,BAHIA,Sebastião Laranjeiras,14.95,2021,others
Caatinga,BAHIA,Sebastião Laranjeiras,13.99,2021,others
Cerrado,BAHIA,Caetité,2.29,2021,agriculture
Caatinga,BAHIA,Oliveira dos Brejinhos,18.14,2021,others
Caatinga,BAHIA,Malhada de Pedras,1.7,2021,agriculture
Caatinga,BAHIA,Guajeru,3.11,2021,agriculture
Caatinga,BAHIA,Casa Nova,2.4,2021,others
Caatinga,BAHIA,Casa Nova,8.33,2021,agriculture
Caatinga,BAHIA,Campo Formoso,15.46,2021,agriculture
Caatinga,BAHIA,Juazeiro,1.57,2021,others
Caatinga,BAHIA,Monte Santo,3.99,2021,others
Caatinga,BAHIA,Wanderley,39.42,2021,others
Cerrado,BAHIA,Cotegipe,15.74,2021,agriculture
Caatinga,BAHIA,Irará,43.37,2021,others
Caatinga,BAHIA,Livramento de Nossa Senhora,15.07,2021,agriculture
Cerrado,BAHIA,São Desidério,323.11,2021,agriculture
Caatinga,BAHIA,São Félix do Coribe,12.31,2021,agriculture
Cerrado,BAHIA,São Desidério,21.85,2021,agriculture
Caatinga,BAHIA,Santa Rita de Cássia,29.34,2021,agriculture
Cerrado,BAHIA,Riachão das Neves,32.84,2021,agriculture
Caatinga,BAHIA,Serrinha,1.44,2021,agriculture
Caatinga,BAHIA,Piatã,12.4,2021,agriculture
Caatinga,BAHIA,Igaporã,5.6,2021,agriculture
Caatinga,BAHIA,Piatã,0.7,2021,agriculture
Mata Atlântica,BAHIA,Encruzilhada,3.39,2022,agriculture
Mata Atlântica,BAHIA,Iguaí,6.75,2022,agriculture
Mata Atlântica,BAHIA,Nova Viçosa,2.19,2022,agriculture
Mata Atlântica,BAHIA,Encruzilhada,5.21,2022,agriculture
Mata Atlântica,BAHIA,Gandu,6.74,2022,agriculture
Mata Atlântica,BAHIA,Cândido Sales,15.46,2022,agriculture
Mata Atlântica,BAHIA,Firmino Alves,1.97,2022,agriculture
Cerrado,BAHIA,São Desidério,103.59,2022,agriculture
Cerrado,BAHIA,Santa Maria da Vitória,979.88,2022,agriculture
Cerrado,BAHIA,Jaborandi,869.73,2022,agriculture
Caatinga,BAHIA,Guanambi,4.0,2022,agriculture
Caatinga,BAHIA,Casa Nova,8.26,2022,agriculture
Cerrado,BAHIA,São Desidério,153.3,2022,agriculture
Caatinga,BAHIA,Muquém do São Francisco,1.69,2022,others
Caatinga,BAHIA,Palmas de Monte Alto,5.19,2022,agriculture
Caatinga,BAHIA,Brejolândia,4.42,2022,agriculture
Cerrado,BAHIA,Correntina,735.63,2022,agriculture
Cerrado,BAHIA,Cristópolis,25.97,2022,agriculture
Cerrado,BAHIA,Barreiras,30.58,2022,agriculture
Mata Atlântica,BAHIA,Rio Real,45.21,2022,agriculture
Mata Atlântica,BAHIA,Itabela,6.53,2022,agriculture
Mata Atlântica,BAHIA,Itabela,1.11,2022,agriculture
Mata Atlântica,BAHIA,Prado,1.36,2022,agriculture
Mata Atlântica,BAHIA,Jucuruçu,0.54,2022,agriculture
Mata Atlântica,BAHIA,Teodoro Sampaio,22.95,2022,agriculture
Cerrado,BAHIA,Jaborandi,17.06,2022,agriculture
Caatinga,BAHIA,Matina,2.68,2022,others
Cerrado,BAHIA,Igaporã,0.57,2022,agriculture
Caatinga,BAHIA,Guanambi,1.52,2022,others
Caatinga,BAHIA,Antônio Gonçalves,7.02,2022,others
Caatinga,BAHIA,Rio de Contas,2.75,2022,others
Caatinga,BAHIA,Matina,1.47,2022,agriculture
Caatinga,BAHIA,Igaporã,1.82,2022,others
Caatinga,BAHIA,Buritirama,3.0,2022,agriculture
Caatinga,BAHIA,Piatã,1.2,2022,agriculture
Cerrado,BAHIA,Caetité,0.28,2022,agriculture
Cerrado,BAHIA,Igaporã,2.45,2022,agriculture
Caatinga,BAHIA,Livramento de Nossa Senhora,0.88,2022,others
Caatinga,BAHIA,Campo Formoso,5.54,2022,others
Caatinga,BAHIA,Macaúbas,1.29,2022,agriculture
Caatinga,BAHIA,Paratinga,2.03,2022,others
Caatinga,BAHIA,Riacho de Santana,13.89,2022,agriculture
Caatinga,BAHIA,Guanambi,4.63,2022,agriculture
Caatinga,BAHIA,Campo Alegre de Lourdes,1.4,2022,others
Caatinga,BAHIA,Matina,1.04,2022,others
Caatinga,BAHIA,Itapicuru,100.74,2022,others
Cerrado,BAHIA,Santa Rita de Cássia,2.68,2022,agriculture
Caatinga,BAHIA,Igaporã,2.29,2022,others
Caatinga,BAHIA,Itapicuru,5.29,2022,others
Mata Atlântica,BAHIA,Araçás,0.4,2022,agriculture
Mata Atlântica,BAHIA,Sapeaçu,0.24,2022,urban_expansion
Mata Atlântica,BAHIA,Presidente Tancredo Neves,0.43,2022,agriculture
Mata Atlântica,BAHIA,Água Fria,0.81,2022,agriculture
Mata Atlântica,BAHIA,São Sebastião do Passé,0.94,2022,agriculture
Mata Atlântica,BAHIA,Água Fria,37.51,2022,agriculture
Mata Atlântica,BAHIA,Santa Cruz Cabrália,3.64,2022,urban_expansion
Mata Atlântica,BAHIA,Itamaraju,0.59,2022,agriculture
Mata Atlântica,BAHIA,Maraú,0.49,2022,agriculture
Mata Atlântica,BAHIA,Camamu,0.36,2022,agriculture
Mata Atlântica,BAHIA,Esplanada,0.37,2022,agriculture
Mata Atlântica,BAHIA,Camamu,0.31,2022,agriculture
Mata Atlântica,BAHIA,Wenceslau Guimarães,2.86,2022,agriculture
Caatinga,BAHIA,Riacho de Santana,3.17,2022,agriculture
Caatinga,BAHIA,Rio de Contas,24.57,2022,agriculture
Cerrado,BAHIA,Cristópolis,7.96,2022,agriculture
Caatinga,BAHIA,Morro do Chapéu,17.52,2022,others
Caatinga,BAHIA,Ibipitanga,11.54,2022,agriculture
Cerrado,BAHIA,Caetité,2.95,2022,agriculture
Cerrado,BAHIA,São Desidério,1606.64,2022,agriculture
Cerrado,BAHIA,Baianópolis,12.44,2022,agriculture
Caatinga,BAHIA,Aracatu,0.38,2022,others
Caatinga,BAHIA,Brejolândia,19.46,2022,others
Caatinga,BAHIA,Paratinga,7.05,2022,others
Mata Atlântica,BAHIA,Irará,3.33,2022,agriculture
Caatinga,BAHIA,Ibotirama,0.86,2022,others
Caatinga,BAHIA,Ibotirama,1.37,2022,others
Caatinga,BAHIA,Santana,22.87,2022,agriculture
Cerrado,BAHIA,Barreiras,10.6,2022,agriculture
Caatinga,BAHIA,Oliveira dos Brejinhos,2.36,2022,others
Caatinga,BAHIA,Biritinga,10.67,2022,others
Cerrado,BAHIA,Santa Rita de Cássia,2.39,2022,agriculture
Cerrado,BAHIA,São Desidério,6.09,2022,agriculture
Caatinga,BAHIA,Juazeiro,3.04,2022,others
Caatinga,BAHIA,Barra,6.35,2022,others
Caatinga,BAHIA,Cícero Dantas,7.56,2022,others
Caatinga,BAHIA,Campo Formoso,2.06,2022,others
Cerrado,BAHIA,Catolândia,3.97,2022,agriculture
Caatinga,BAHIA,Campo Formoso,2.71,2022,others
Caatinga,BAHIA,Livramento de Nossa Senhora,2.83,2022,others
Cerrado,BAHIA,Brejolândia,92.39,2022,agriculture
Cerrado,BAHIA,Cocos,127.25,2022,agriculture
Caatinga,BAHIA,Campo Formoso,0.73,2022,others
Caatinga,BAHIA,Campo Formoso,7.44,2022,others
Caatinga,BAHIA,Barra,0.81,2022,others
Caatinga,BAHIA,Jaborandi,2.62,2022,others
Caatinga,BAHIA,Barra,2.23,2022,others
Caatinga,BAHIA,Serra do Ramalho,1.95,2022,others
Cerrado,BAHIA,Tanque Novo,0.83,2022,agriculture
Caatinga,BAHIA,Buritirama,0.37,2022,others
Caatinga,BAHIA,Paratinga,3.57,2022,others
Caatinga,BAHIA,Buritirama,2.18,2022,others
Caatinga,BAHIA,Sítio do Mato,56.05,2022,others
Mata Atlântica,BAHIA,Ilhéus,4.59,2022,others
Mata Atlântica,BAHIA,Piraí do Norte,1.73,2022,agriculture
Mata Atlântica,BAHIA,Jucuruçu,1.3,2022,agriculture
Mata Atlântica,BAHIA,Una,0.69,2022,agriculture
Mata Atlântica,BAHIA,Ibirapuã,6.56,2022,agriculture
Cerrado,BAHIA,Formosa do Rio Preto,7.22,2022,agriculture
Mata Atlântica,BAHIA,Jaguaripe,0.7,2019,agriculture
Cerrado,BAHIA,Jaborandi,645.02,2019,agriculture
Cerrado,BAHIA,Baianópolis,22.99,2019,agriculture
Cerrado,BAHIA,Riachão das Neves,3.86,2019,agriculture
Caatinga,BAHIA,Angical,9.12,2019,agriculture
Cerrado,BAHIA,Correntina,11.95,2019,agriculture
Mata Atlântica,BAHIA,Itamaraju,8.74,2019,agriculture
Mata Atlântica,BAHIA,Ilhéus,2.09,2019,agriculture
